point_id	series	grid_target_deg	angle_QM_deg	QM_energy_hartree	MM_relaxed_energy_kj_mol	MM_at_QM_energy_kj_mol	MM_restrained_energy_kj_mol	artificial_restraint_energy_kj_mol	restraint_subtraction_error_kj_mol	final_MM_scanned_torsion_deg	final_MM_other_junction_torsion_deg	final_QM_other_junction_torsion_deg	scanned_torsion_error_deg	other_junction_shift_deg	minimization_Fmax_kj_mol_nm	minimization_convergence	geometry_connectivity_status	checkpoint_sha256	source_g96_sha256	final_g96_sha256	mm_max_bond_A	mm_min_nonbond_A	mm_max_pair_distance_nm	focused_bonds	mm_max_bond_over_qm_ratio	mm_min_bond_over_qm_ratio	graph_separation_A	geometry_connectivity_screen	energy_provenance_status	torsion_control_status	QM_relative_energy_kcal_mol	MM_relaxed_relative_energy_kcal_mol	MM_at_QM_relative_energy_kcal_mol	QM_minus_MM_relaxed_residual_kcal_mol	QM_series_relative_energy_kcal_mol	MM_relaxed_series_relative_energy_kcal_mol	MM_at_QM_series_relative_energy_kcal_mol	QM_minus_MM_relaxed_series_residual_kcal_mol
T_CC_300	T_CC	300.0	-59.99998160172803	-1671.3418333905	397.654456	506.137597	397.65462	0.000164	5.684341886080802e-14	-60.00144670912112	70.32857496877767	66.70207173706659	-0.0014651073930735947	3.6265032317110695	7.53499959070791	PASS	PASS	aa659645a6eb7c940f0c9c0e640a7d7ffef6bca233741f00560af43b40f2ff9a	fc6381c1ad4b27e5f9a79cad7e8361d93f1a8d0e253a0d934cd0410aba899c01	d5d6040d03f2e9b1f420a5d733643fbd814814b4150d4e65980bbf3f17661fd3	1.7689203079102311	2.117270238702468	0.6292498905542826	{'S1_O1': {'QM_A': 1.4825080635503651, 'MM_A': 1.4516127726932706}, 'S1_O2': {'QM_A': 1.479544460573594, 'MM_A': 1.4534093857584618}, 'S1_O3': {'QM_A': 1.4812523103294126, 'MM_A': 1.4522344228746695}, 'S1_C2': {'QM_A': 1.8734983930678064, 'MM_A': 1.7689203079102311}, 'C1_C2': {'QM_A': 1.5462381734044746, 'MM_A': 1.4862873990572525}, 'C1_C3': {'QM_A': 1.5538329498394363, 'MM_A': 1.5261142239582373}, 'C3_C4': {'QM_A': 1.5480000372411549, 'MM_A': 1.495591183917099}}	1.0121093411625814	0.9441803176642541	0.34834993079223686	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	0.0	2.6533107074569777	3.192515774378597	-2.6533107074569777	0.0	2.6533107074569777	3.192515774378597	-2.6533107074569777
T_CC_330	T_CC	330.0	-30.00016585816224	-1671.3368186216	433.565886	542.744344	433.578358	0.012471	9.999999974752427e-07	-30.012962993368863	61.995053858210944	60.90167151995158	-0.012797135206625398	1.0933823382593744	9.489880827622	PASS	PASS	44f587d159c4ddbf4e5a41679885f4ae5295a3ca503878c233fed5af9f8e07b6	12d5e015638e715123552261c80c982de9108a65a82103add957bb662b8d1c03	041b405aff3852e4e581e4b165b3bd3045606160e6bb0d7a2a8ceddfc7decc36	1.7645630257737441	2.1122333935945643	0.6110535427667246	{'S1_O1': {'QM_A': 1.4826056800873593, 'MM_A': 1.4503991381403394}, 'S1_O2': {'QM_A': 1.4789660119896675, 'MM_A': 1.4535982052321215}, 'S1_O3': {'QM_A': 1.482493383135849, 'MM_A': 1.4524890519249225}, 'S1_C2': {'QM_A': 1.875379120179124, 'MM_A': 1.7645630257737441}, 'C1_C2': {'QM_A': 1.5651476671713427, 'MM_A': 1.4929089642062094}, 'C1_C3': {'QM_A': 1.5536070883631812, 'MM_A': 1.5311550923509523}, 'C3_C4': {'QM_A': 1.5566858328479316, 'MM_A': 1.4995113807221003}}	1.0131552972476714	0.9409100308236367	0.34767036782082017	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	3.1468149948959834	11.236348470363286	11.941738288718923	-8.089533475467302	3.1468149948959834	11.236348470363286	11.941738288718923	-8.089533475467302
T_CS_000	T_CS	0.0	1.5180520262743396e-05	-1671.3344698694	433.047466	556.829913	433.048357	0.000891	0.0	-0.0034048198815212725	-73.28600949208474	-61.98918329923461	-0.0034200004017748142	-11.29682619285012	5.65868809937812	PASS	PASS	4f709475a743024b5ae29e7f4c7f8964cf172c111ab03963e66e29c3b8a18a5f	b76cb71c416ae436646084247ac0799101a651a6e78ef12bdd936ed29539a181	bcec0fbbbffb983d4a7fa506eef6503a04c85fb3a85979194325875b5dd8d0ab	1.7900777786333235	2.1023189540244998	0.6759002689875828	{'S1_O1': {'QM_A': 1.483720290505501, 'MM_A': 1.4526177178890447}, 'S1_O2': {'QM_A': 1.4798554050027792, 'MM_A': 1.4544347302177008}, 'S1_O3': {'QM_A': 1.4787663570903056, 'MM_A': 1.454458485776076}, 'S1_C2': {'QM_A': 1.9096847219269062, 'MM_A': 1.7900777786333235}, 'C1_C2': {'QM_A': 1.552780805554069, 'MM_A': 1.4860410584006487}, 'C1_C3': {'QM_A': 1.5630243175255547, 'MM_A': 1.532683964246571}, 'C3_C4': {'QM_A': 1.5426221889407232, 'MM_A': 1.4967048560271863}}	1.0107153812469682	0.9373682252780987	0.31224117539117624	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	4.620679252671351	11.112443116634799	15.308270076481849	-6.491763863963447	4.599377251321659	8.519399617590825	12.193946223709371	-3.9200223662691656
T_CS_010	T_CS	10.0	10.000078136231716	-1671.3350479838	435.616529	555.766657	435.616529	0.0	0.0	10.000089199200554	-76.86335717196769	-62.42252654193184	1.1062968837904918e-05	-14.440830630035862	7.0940719794558	PASS	PASS	5dadc2fe94a97dffc9366e1f89f131254b792d92191e3f65e30592c9bdb525ae	93231ed042bed5c0602602d32e5c5f3d4901969d8156257c0347236c62607f21	08ecf9d8664f921cb1b49ddd62781a9da605c4f2b0ba82894b3b57c916a26843	1.7908684623252262	2.1005406813009606	0.6803947670937749	{'S1_O1': {'QM_A': 1.48421370792525, 'MM_A': 1.451963056890905}, 'S1_O2': {'QM_A': 1.479397392716345, 'MM_A': 1.4542582756735318}, 'S1_O3': {'QM_A': 1.4791091087515638, 'MM_A': 1.4549539696012557}, 'S1_C2': {'QM_A': 1.903590488941396, 'MM_A': 1.7908684623252262}, 'C1_C2': {'QM_A': 1.552070584087769, 'MM_A': 1.4885210641727453}, 'C1_C3': {'QM_A': 1.5664473057719028, 'MM_A': 1.5341049647291658}, 'C3_C4': {'QM_A': 1.5435971788805845, 'MM_A': 1.4977857132538426}}	1.0116385994390389	0.9407845189020378	0.3096722189757344	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	4.2579069895703405	11.72646391013385	15.054145793499051	-7.468556920563509	4.236604988220648	9.133420411089876	11.939821940726574	-4.896815422869228
T_CS_020	T_CS	20.0	20.00017404591677	-1671.3361710628	433.160459	546.772066	433.161141	0.000682	0.0	20.003166032500236	-78.92770465814098	-64.18883900048041	0.002991986583481321	-14.738865657660568	4.80788080430077	PASS	PASS	b1d686905aad890f7a797e777fd3ef15e03065b5bc36a36f14935a07690ba1a5	fc0fe0aaa70da2491407d7cf40549f0928ad568ab5bdce4bbe2d14d68bfcc78c	d18b5ec3068a019e4198d4e1a5438dcfb90db08d27db202083f3e98c90c4c3dd	1.7871183174116323	2.1019803531899544	0.6777752937067352	{'S1_O1': {'QM_A': 1.4842105900585125, 'MM_A': 1.4507517789326694}, 'S1_O2': {'QM_A': 1.4792263475292822, 'MM_A': 1.4536980782949283}, 'S1_O3': {'QM_A': 1.4795287820014382, 'MM_A': 1.4551348271310953}, 'S1_C2': {'QM_A': 1.8942487518401943, 'MM_A': 1.7871183174116323}, 'C1_C2': {'QM_A': 1.5506775568665556, 'MM_A': 1.490477380732316}, 'C1_C3': {'QM_A': 1.566741735741552, 'MM_A': 1.5350018603319773}, 'C3_C4': {'QM_A': 1.5448329991460557, 'MM_A': 1.497513696811799}}	1.0118233278954352	0.9434443684735235	0.31486203577832206	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	3.5531642768982588	11.139449091778205	12.904386950286812	-7.586284814879947	3.5318622755485665	8.546405592734232	9.790063097514333	-5.014543317185665
T_CS_030	T_CS	30.0	30.00019985596987	-1671.3377520075	426.764596	535.162645	426.767083	0.002488	-9.999999974752427e-07	30.00591552921721	-73.30846441471994	-65.21449143264832	0.005715673247323139	-8.09397298207162	6.3057593539309	PASS	PASS	bce1f51f4118913caafa7f026fd144831c82aaab1d2ff0bb24bfff4dda391add	a05c8327bb40345cb389bdc875b9059d4912df044e264f7722d2fc594a9c36dd	003fdc037fd9a6f37b26f8f86bfd96508f1a8f78fb10428684b19150959a5397	1.7780950005176712	2.1067621857881393	0.6545136722668952	{'S1_O1': {'QM_A': 1.484049544281204, 'MM_A': 1.4488060618964185}, 'S1_O2': {'QM_A': 1.4791354015774516, 'MM_A': 1.4534800087287656}, 'S1_O3': {'QM_A': 1.4800190072022181, 'MM_A': 1.4547333226258627}, 'S1_C2': {'QM_A': 1.8839197429882246, 'MM_A': 1.7780950005176712}, 'C1_C2': {'QM_A': 1.549584400185452, 'MM_A': 1.4903127214498246}, 'C1_C3': {'QM_A': 1.565261540279169, 'MM_A': 1.5338525332533706}, 'C3_C4': {'QM_A': 1.5456513965031484, 'MM_A': 1.4929654416860778}}	1.012094787551869	0.9438273616143027	0.3286671852704681	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	2.561106499690307	9.610801147227532	10.129668738049718	-7.049694647537224	2.5398044983406147	7.017757648183559	7.015344885277241	-4.477953149842945
T_CS_040	T_CS	40.0	40.00013511844969	-1671.3394204695	416.77313	523.896221	416.77662	0.003491	-9.999999974752427e-07	40.006905603928125	-67.17339035985123	-64.79945110565775	0.006770485478426735	-2.3739392541934876	7.26114833005257	PASS	PASS	91df83f46efa7e258b098a1d69d8163e741495f8afdd3e93e4e936667ee733fb	1a3dc833568c912b0d2cb86bfde6f64600b04206593d34bfbb044abbbf528520	c988efd9868fbc635af98c3443ba01102d49724812e1b2967862c51e0a3a5d6e	1.7711218333461058	2.109869476560528	0.6281790790828417	{'S1_O1': {'QM_A': 1.4836826557085667, 'MM_A': 1.4486578268183163}, 'S1_O2': {'QM_A': 1.4791555616810423, 'MM_A': 1.4532635300436367}, 'S1_O3': {'QM_A': 1.480434289694799, 'MM_A': 1.4540000359093177}, 'S1_C2': {'QM_A': 1.8762055586683548, 'MM_A': 1.7711218333461058}, 'C1_C2': {'QM_A': 1.5484775393580066, 'MM_A': 1.48852179045312}, 'C1_C3': {'QM_A': 1.5624903056917199, 'MM_A': 1.5309887726686906}, 'C3_C4': {'QM_A': 1.5464161977655433, 'MM_A': 1.491587680693097}}	1.0121848616058784	0.9439913580701506	0.3387476432144223	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	1.514130787577409	7.222783460803058	7.436928776290629	-5.708652673225648	1.4928287862277165	4.629739961759084	4.322604923518151	-3.1369111755313672
T_CS_050	T_CS	50.0	50.000069706040776	-1671.3407951204	407.052903	514.729023	407.05531	0.002407	0.0	50.00569133358897	-64.86120434698887	-63.10790278190566	0.005621627548180186	-1.7533015650832056	7.03358721439449	PASS	PASS	940ad99613848f065f4652c0fad218eaba9986e1fbbe9573151af31531d70ec9	d5ffde1699a4340c997fb87781ff0319b604b8e83883345a0da527c51bce31d9	5dd97de3b70058fca63d3c4a0b40963033103bcf7f84c75d8df1b7ed7d11aeb5	1.7683371065688873	2.1121548122511054	0.6093185564159181	{'S1_O1': {'QM_A': 1.4831672876479343, 'MM_A': 1.4495727948841002}, 'S1_O2': {'QM_A': 1.4792550718994781, 'MM_A': 1.453161924992497}, 'S1_O3': {'QM_A': 1.4808223600745396, 'MM_A': 1.4532477419266512}, 'S1_C2': {'QM_A': 1.8723098910942937, 'MM_A': 1.7683371065688873}, 'C1_C2': {'QM_A': 1.5473901104315781, 'MM_A': 1.4876965242872218}, 'C1_C3': {'QM_A': 1.5589225464818321, 'MM_A': 1.5281540862753182}, 'C3_C4': {'QM_A': 1.5471672535781, 'MM_A': 1.492806414718778}}	1.012398428783068	0.9444681753699232	0.34381770568221803	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	0.6515243244023365	4.899593451242836	5.245915869980881	-4.2480691268405	0.6302223230526441	2.3065499521988624	2.1315920172084035	-1.6763276291462184
T_CS_060	T_CS	60.0	60.00001911469256	-1671.3416455518	400.090324	508.458316	400.09114	0.000816	0.0	60.00329159550745	-63.45028180862472	-60.69722468055034	0.0032724808148714146	-2.7530571280743743	6.5104211870519	PASS	PASS	6fda496a51d23e420d212e14d2ab8518d050858d7c54a528a8cbe50282abc700	80f6abaaca25fcd7bd9b4a96576a6529dc2aab9c92bb4dc8cb8d94382f35e1bd	1f345c6a763bb5b94e1e04826a8de1ad007a70c627ca3643ae1842396d710477	1.7676699860645797	2.1149880326231147	0.6204944641932989	{'S1_O1': {'QM_A': 1.4826618219317669, 'MM_A': 1.4505623596089547}, 'S1_O2': {'QM_A': 1.4794099717452887, 'MM_A': 1.453169027145209}, 'S1_O3': {'QM_A': 1.4811744272543974, 'MM_A': 1.4526293094229867}, 'S1_C2': {'QM_A': 1.8719851582680016, 'MM_A': 1.7676699860645797}, 'C1_C2': {'QM_A': 1.5466072951886944, 'MM_A': 1.4873049213023672}, 'C1_C3': {'QM_A': 1.5554554949562043, 'MM_A': 1.5264861234140983}, 'C3_C4': {'QM_A': 1.5477808388794514, 'MM_A': 1.4943305500982151}}	1.0124554010171207	0.9442756414265931	0.34731804655853504	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	0.11787056381925642	3.2354971319311714	3.7471809273422676	-3.117626568111915	0.09656856246956406	0.6424536328871979	0.63285707456979	-0.5458850704176339
T_CS_070	T_CS	70.0	69.99996549339919	-1671.3417994436	397.402298	505.810442	397.402302	3e-06	1.0000000543186616e-06	70.00017484877692	-62.505362020147146	-58.63936053212034	0.00020935537773425494	-3.8660014880267966	8.59166810461661	PASS	PASS	545dbcca3fc8f1a83a9e81547af306fcb36b0f03d52cdb5b0068624f776ac819	861b37106b6bffb8af5aa0780a88e99efc6bb88ef7f40055d7a4c38fada5ead3	9dcf605be380f4f7d977da28166dd1ac4576ccdecda5d95b81ee5ec871ed73c2	1.76933666412237	2.11695646513839	0.6298176558515435	{'S1_O1': {'QM_A': 1.48232991829863, 'MM_A': 1.4516628860477767}, 'S1_O2': {'QM_A': 1.479591592529529, 'MM_A': 1.453464914990118}, 'S1_O3': {'QM_A': 1.4813613758401054, 'MM_A': 1.4522361805426922}, 'S1_C2': {'QM_A': 1.8749015152869655, 'MM_A': 1.76933666412237}, 'C1_C2': {'QM_A': 1.5462546419031842, 'MM_A': 1.486754405605228}, 'C1_C3': {'QM_A': 1.5530800514378493, 'MM_A': 1.5258295911139117}, 'C3_C4': {'QM_A': 1.5481110215005864, 'MM_A': 1.4950371009044872}}	1.0122292375755462	0.9436957886566975	0.3476198010160201	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	0.021302001349692356	2.5930434990439735	3.1143238527724777	-2.571741497694281	0.0	0.0	0.0	0.0
T_CS_080	T_CS	80.0	79.99992991278366	-1671.3410245324	399.690105	508.470333	399.690849	0.000744	0.0	79.99680463119464	-62.756352430957534	-58.768625067864136	-0.003125281589007045	-3.9877273630933985	7.55517473978363	PASS	PASS	a81226599dbac15d446eb5ab5b0c65607cf86be8549c571815c580c7eb029ae1	185564ab2bddfe1f6bee80c92bcc4d84c3c5217d92438a78fed413f0c2f0ee48	8e3313feac02253dc4ff12a3439eb643c19c972edc794ea03caf2891f33af7b0	1.772384213410777	2.1156951465546143	0.6387164236960284	{'S1_O1': {'QM_A': 1.482187076849971, 'MM_A': 1.452388286838189}, 'S1_O2': {'QM_A': 1.479753397070806, 'MM_A': 1.4538030542814318}, 'S1_O3': {'QM_A': 1.4812466738802899, 'MM_A': 1.4521719017244026}, 'S1_C2': {'QM_A': 1.8814720559853357, 'MM_A': 1.772384213410777}, 'C1_C2': {'QM_A': 1.5458782621150193, 'MM_A': 1.4859639586552573}, 'C1_C3': {'QM_A': 1.5524144387654812, 'MM_A': 1.5265306827654588}, 'C3_C4': {'QM_A': 1.5481976282582282, 'MM_A': 1.4955513730085745}}	1.0117207184685886	0.9420199506936451	0.3433109331438373	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	0.5075661208251985	3.1398424952198924	3.750053059273424	-2.632276374394694	0.48626411947550613	0.5467989961759185	0.6357292065009462	-0.06053487670041241
T_CS_090	T_CS	90.0	89.99991027498892	-1671.3392595048	406.498972	517.539637	406.501336	0.002364	0.0	89.99433912478722	-64.23923347270744	-60.84735564582783	-0.005571150201717501	-3.3918778268796075	8.15086364550052	PASS	PASS	45fec1ba21d7c2bb2b5baa279d8e758d0884be60174c5eef5244c6bd9cf472a4	95090c3545e38e3050c6dfd9ee40f08d6e347c417cfbc010bffb72eed38858f5	558f45f0731e66302ad72203b1dd041b42e7d9be81f0f73e5dd888fa44de9249	1.7768540521122602	2.1125856501438363	0.6475320723330592	{'S1_O1': {'QM_A': 1.4820116749070824, 'MM_A': 1.4529102086980985}, 'S1_O2': {'QM_A': 1.479742693572044, 'MM_A': 1.454334030700499}, 'S1_O3': {'QM_A': 1.4810943387880453, 'MM_A': 1.4523641091613284}, 'S1_C2': {'QM_A': 1.891648169884281, 'MM_A': 1.7768540521122602}, 'C1_C2': {'QM_A': 1.5456866008200787, 'MM_A': 1.4854965763970818}, 'C1_C3': {'QM_A': 1.5530403930477745, 'MM_A': 1.527676147287465}, 'C3_C4': {'QM_A': 1.5481844504546116, 'MM_A': 1.4959119888753807}}	1.0110398956887812	0.9393152915010389	0.33573159803157604	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	1.6151376617820485	4.767200764818354	5.917668738049712	-3.1520631030363058	1.5938356604323562	2.1741572657743804	2.803344885277234	-0.5803216053420241
T_CS_100	T_CS	100.0	99.99973782178598	-1671.3369909955	416.044652	531.021737	416.048069	0.003416	9.999999974752427e-07	99.993040683669	-66.50138463614374	-63.10910881834073	-0.006697138116976475	-3.392275817803011	9.9164632804292	PASS	PASS	814fa27937e6fa240859b69bf8df1df0fa17b819b2edc87069b264ad29a04cc4	c5e6d243501db4ba3bbd09f5ae97a9cc954f7652d24c606c3bb8196a5b512755	705b70188e6e54c6ad9f614260959f20ebffd0ccc51917efd43c4343092a4c3b	1.7821353170040477	2.1088081438211224	0.6570328269088218	{'S1_O1': {'QM_A': 1.4816192875135856, 'MM_A': 1.453332608044604}, 'S1_O2': {'QM_A': 1.4794756284574104, 'MM_A': 1.454916352707282}, 'S1_O3': {'QM_A': 1.481272207856807, 'MM_A': 1.4524798087820399}, 'S1_C2': {'QM_A': 1.9029695563483695, 'MM_A': 1.7821353170040477}, 'C1_C2': {'QM_A': 1.54657812104842, 'MM_A': 1.4851198829371295}, 'C1_C3': {'QM_A': 1.5546084294535616, 'MM_A': 1.5290725421475806}, 'C3_C4': {'QM_A': 1.5476010343028506, 'MM_A': 1.4960524990944433}}	1.010523259844973	0.9365022740688548	0.32667282681707466	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	3.0386487396361734	7.048673040152963	9.13996797323137	-4.01002430051679	3.017346738286481	4.455629541108989	6.025644120458892	-1.4382828028225076
T_CS_110	T_CS	110.0	109.99982259760765	-1671.3350644546	425.793797	545.44329	425.796308	0.00251	1.0000000543186616e-06	109.9940814160198	-69.44489472235409	-64.01122817957861	-0.005741181587836763	-5.433666542775484	7.82466780647035	PASS	PASS	091a6fb5f758ea0c924def8a5c4fcffa7dfbd5ad6f338c94546f5e74dbf358d9	fd3404ec36fe83815887e7a1e639f61c92bd7d0c7d43580b0b9c0fed1892da18	ada353165802b818f315b421566ba3a0fd586e0f61ea58cf3b4991b97c8f78a2	1.7870273333556452	2.1053712018331496	0.6663057934824359	{'S1_O1': {'QM_A': 1.4808827773652973, 'MM_A': 1.453794405400706}, 'S1_O2': {'QM_A': 1.479053559425969, 'MM_A': 1.4551932492592268}, 'S1_O3': {'QM_A': 1.482077601006144, 'MM_A': 1.452494612688395}, 'S1_C2': {'QM_A': 1.9107532923193127, 'MM_A': 1.7870273333556452}, 'C1_C2': {'QM_A': 1.5492066826173323, 'MM_A': 1.4853225492192297}, 'C1_C3': {'QM_A': 1.5576353328684864, 'MM_A': 1.5306764003378606}, 'C3_C4': {'QM_A': 1.5454781598654885, 'MM_A': 1.4958994896829656}}	1.0100468994417298	0.9352475489844708	0.3183438684775044	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	4.247571406592728	9.378774617590821	12.586801864244759	-5.131203210998093	4.226269405243035	6.785731118546847	9.472478011472282	-2.5594617133038122
T_CS_120	T_CS	120.0	120.0000256226668	-1671.3344794388	432.991127	557.13171	432.99199	0.000863	0.0	119.99665858910471	-73.02349284127698	-61.924117115921995	-0.003367033562085453	-11.099375725354975	5.47223128592018	PASS	PASS	1987d162f4cf8d17437b5968821542b1642205ae68709496597509b7821785c7	cd3a576945e09ba26d11c6c20df75fa39584268550f612d9a1dc957add5b6753	34b6e83dbb2b6726afb8cbc70d5bba50484c9c3749fd47ffc96eab7bc35c7e4e	1.7903395722561302	2.1020377610378773	0.6749810664574489	{'S1_O1': {'QM_A': 1.4798701702681727, 'MM_A': 1.4539867257953498}, 'S1_O2': {'QM_A': 1.4786547795966372, 'MM_A': 1.4552505899976746}, 'S1_O3': {'QM_A': 1.4838618067569145, 'MM_A': 1.4523778149841222}, 'S1_C2': {'QM_A': 1.9093315249182283, 'MM_A': 1.7903395722561302}, 'C1_C2': {'QM_A': 1.5528713923253799, 'MM_A': 1.486251238223764}, 'C1_C3': {'QM_A': 1.5633330465432647, 'MM_A': 1.532609449354535}, 'C3_C4': {'QM_A': 1.5425949664173766, 'MM_A': 1.4966965934952126}}	1.0108239403169967	0.9376787367153568	0.31169818878174715	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	4.614674363550681	11.098977772466544	15.38040129063098	-6.484303408915863	4.593372362200989	8.50593427342257	12.266077437858502	-3.912561911221581
T_CC_240_FROM_REVERSE_QM	T_CC	240.0	-120.00002904681159	-1671.3342369248	421.430862	544.96136	421.431462	0.0006	0.0	-120.00283528140567	59.48258169344007	59.611257545675215	-0.002806234594061152	-0.12867585223514766	8.32377242690058	PASS	PASS	0757806d7b249a27670e55d328d1e0a95dfa2a1cddd6df102c8f39f72a92a490	8af7af63d19b53cffc32f9eda8be8acabcdedd5642a150991c618d46afeeece1	0d30a9c878755aab6b4769ebefef8196d1d55d69d369ea874563cd480b5e9f62	1.7727016421377872	2.1046590212741085	0.6786243223253324	{'S1_O1': {'QM_A': 1.481997199629468, 'MM_A': 1.453450673930917}, 'S1_O2': {'QM_A': 1.4806495612037929, 'MM_A': 1.4536022496599674}, 'S1_O3': {'QM_A': 1.4823582987517891, 'MM_A': 1.4530295492735767}, 'S1_C2': {'QM_A': 1.8720230938321687, 'MM_A': 1.7727016421377872}, 'C1_C2': {'QM_A': 1.5616366751315047, 'MM_A': 1.5150111861530302}, 'C1_C3': {'QM_A': 1.5573414165116761, 'MM_A': 1.5263305519971861}, 'C3_C4': {'QM_A': 1.5665869108013106, 'MM_A': 1.500343176697703}}	1.009751203186383	0.9469443234853139	0.3319573791363213	PASS	PASS	ANGLE_ERROR_RECORDED_FOR_REVIEW	4.766854196058886	8.33600812619503	12.471617829827924	-3.5691539301361432	4.766854196058886	8.33600812619503	12.471617829827924	-3.5691539301361432
