observable_id	variable_id	J_h_raw	J_2h_raw	J_h_tight_raw	rounding_bound_h_raw	rounding_bound_2h_raw	rounding_bound_tight_raw	step_disagreement_raw	convergence_disagreement_raw
ANGLE|A|O3-S1-C2	CC_FOURIER_1	0.022740843999358162	0.010144356444712344	0.020244622522227473	1.244258184822901e-05	6.221256812828459e-06	1.2442521524524335e-05	0.012596487554645819	0.002496221477130689
ANGLE|A|C1-C3-C4	CC_FOURIER_1	8.584230378971824e-05	0.009214791634590824	0.008253412498220314	1.313982894829285e-05	6.569986985729955e-06	1.3139991607493976e-05	0.009128949330801106	0.008167570194430596
ANGLE|A|C2-C1-C3	CC_FOURIER_1	-0.0416922557555921	-0.021855094416842746	-0.028705720242001576	1.3178073624967418e-05	6.589097286085877e-06	1.3178298370350689e-05	0.019837161338749354	0.012986535513590525
BOND|B|S1-O1	CC_FOURIER_1	-8.104802797781474e-06	-3.5588285394738683e-05	-4.218337545935924e-07	1.7320518402082097e-07	8.660259201055473e-08	1.7320518402064667e-07	2.748348259695721e-05	7.682969043187882e-06
BOND|B|S1-O2	CC_FOURIER_1	1.2884159668047346e-05	3.59276576600287e-06	7.0857616207842256e-06	1.7320518406383317e-07	8.660259203198918e-08	1.7320518406431262e-07	9.291393902044476e-06	5.79839804726312e-06
BOND|B|S1-O3	CC_FOURIER_1	-2.9892195678726807e-05	4.131236813198491e-05	-5.682962750386267e-06	1.7320518399960756e-07	8.660259199961293e-08	1.732051839988672e-07	7.120456381071172e-05	2.420923292834054e-05
BOND|B|S1-C2	CC_FOURIER_1	-0.0001026440499540815	3.770188021445797e-05	1.3922169509461568e-05	1.7320520704009103e-07	8.66026035205858e-08	1.7320520703725884e-07	0.00014034593016853947	0.00011656621946354306
BOND|B|F1-C1	CC_FOURIER_1	2.2635556733430207e-05	1.5536107700331314e-06	1.5513367035424608e-06	1.732051778692267e-07	8.660258893456386e-08	1.7320517786910517e-07	2.1081945963397075e-05	2.1084220029887746e-05
BOND|B|F2-C1	CC_FOURIER_1	2.384697727841889e-05	-1.8986265060139118e-05	3.1853400572767754e-06	1.7320517777798785e-07	8.6602588889104e-08	1.732051777779346e-07	4.283324233855801e-05	2.0661637221142115e-05
BOND|B|F3-C2	CC_FOURIER_1	-1.319210363615042e-05	-2.1499152820236844e-05	-9.627464788719564e-06	1.7320517688135366e-07	8.660258844076217e-08	1.7320517688096183e-07	8.307049184086424e-06	3.5646388474308566e-06
BOND|B|F4-C2	CC_FOURIER_1	1.1697418311751306e-05	-8.036654284282463e-06	6.374900269889849e-06	1.732051768635328e-07	8.66025884316802e-08	1.7320517686416059e-07	1.973407259603377e-05	5.322518041861457e-06
BOND|B|F5-C3	CC_FOURIER_1	-5.184269780134088e-07	-2.244880037860497e-05	-7.092587209767132e-06	1.7320517769423482e-07	8.660258884719552e-08	1.7320517769440264e-07	2.1930373400591563e-05	6.574160231753723e-06
BOND|B|F6-C3	CC_FOURIER_1	-3.779883230747849e-05	-4.045415193387747e-06	-6.098024734058072e-06	1.7320517792950153e-07	8.660258896484807e-08	1.7320517792917966e-07	3.3753417114090745e-05	3.170080757342042e-05
BOND|B|F7-C4	CC_FOURIER_1	-2.3301573093270633e-05	-8.789890599270045e-06	-1.3104211382675146e-06	1.732051765995712e-07	8.660258829979715e-08	1.7320517659992773e-07	1.4511682494000588e-05	2.199115195500312e-05
BOND|B|F8-C4	CC_FOURIER_1	-3.905207334398142e-05	1.2544188077168172e-07	-7.63182098406645e-06	1.7320517695914157e-07	8.660258847959254e-08	1.732051769588317e-07	3.91775152247531e-05	3.142025235991497e-05
BOND|B|F9-C4	CC_FOURIER_1	2.9607268570153167e-06	-8.728700084392749e-06	-2.2063645732650627e-06	1.7320517668314973e-07	8.660258834163005e-08	1.732051766828669e-07	1.1689426941408065e-05	5.1670914302803794e-06
BOND|B|C1-C2	CC_FOURIER_1	4.490096181086756e-05	-1.254718377030617e-05	9.401164444700072e-06	1.7320518660272226e-07	8.660259330136574e-08	1.7320518660207537e-07	5.7448145581173726e-05	3.5499797366167485e-05
BOND|B|C1-C3	CC_FOURIER_1	-0.0001735069943720191	-1.9166293136474444e-05	-6.65727013082762e-05	1.732051889990844e-07	8.660259449941816e-08	1.7320518899865596e-07	0.00015434070123554466	0.00010693429306374291
BOND|B|C3-C4	CC_FOURIER_1	-0.00011733927084645046	9.343635173353348e-06	-2.5607127992488543e-05	1.732051869781285e-07	8.660259348917461e-08	1.732051869776508e-07	0.0001266829060198038	9.173214285396192e-05
ANGLE|B|S1-C2-F3	CC_FOURIER_1	0.012129628506443169	0.004064829244825319	0.004223513115420019	1.291944777838546e-05	6.459693487756049e-06	1.2919602913040422e-05	0.00806479926161785	0.00790611539102315
ANGLE|B|S1-C2-F4	CC_FOURIER_1	-0.020762503390230336	-0.013423698499828163	-0.008792223412470435	1.2920807962888527e-05	6.460386671733826e-06	1.2920885266890952e-05	0.007338804890402173	0.011970279977759901
ANGLE|B|S1-C2-C1	CC_FOURIER_1	0.006447221120211566	0.019085305178556666	0.012798455292681865	1.2245706759537109e-05	6.1228291993237426e-06	1.2245872706340523e-05	0.0126380840583451	0.006351234172470299
ANGLE|B|F1-C1-F2	CC_FOURIER_1	-0.031090658119765635	-0.028576129922655014	-0.02893116044631938	1.4528922955026456e-05	7.26445693015967e-06	1.4528936027507362e-05	0.0025145281971106215	0.0021594976734462534
ANGLE|B|F1-C1-C2	CC_FOURIER_1	-0.030115005729243194	-0.03463195843497857	-0.024932997124338385	1.3922975962346514e-05	6.961491388858938e-06	1.392302576174718e-05	0.0045169527057353775	0.005182008604904809
ANGLE|B|F1-C1-C3	CC_FOURIER_1	0.02220688728819198	0.02472054136418933	0.021679413556867644	1.3775487808443778e-05	6.887755067466655e-06	1.3775522678436811e-05	0.0025136540759973514	0.000527473731324335
ANGLE|B|F2-C1-C2	CC_FOURIER_1	0.0163861055548864	-0.002324115964995599	-0.008179701642774262	1.3929804158443006e-05	6.964893541420863e-06	1.3929848859560378e-05	0.018710221519881998	0.02456580719766066
ANGLE|B|F2-C1-C3	CC_FOURIER_1	0.00927805927318559	0.02070498777026586	0.018585854328989626	1.3782316401220754e-05	6.891157418547902e-06	1.3782346173089945e-05	0.011426928497080269	0.009307795055804036
ANGLE|B|F3-C2-F4	CC_FOURIER_1	0.00017383907973567148	0.0010546857223303618	-0.00013684432381921852	1.467269872728013e-05	7.336349430379387e-06	1.4672680700912096e-05	0.0008808466425946904	0.00031068340355489
ANGLE|B|F3-C2-C1	CC_FOURIER_1	-0.013217753426957302	-0.011981107742542463	-0.008736120414667425	1.399759788162294e-05	6.998792137060593e-06	1.399766849688249e-05	0.0012366456844148388	0.004481633012289876
ANGLE|B|F4-C2-C1	CC_FOURIER_1	0.014279810033244189	-0.0003234848401234558	-0.0003293996663700227	1.399895808589662e-05	6.999485330755445e-06	1.3998950871732376e-05	0.014603294873367645	0.014609209699614212
ANGLE|B|F5-C3-F6	CC_FOURIER_1	0.0040588039635736095	0.0002633604428226022	0.0006643269114903205	1.4530698397560807e-05	7.265336068820993e-06	1.4530709840075885e-05	0.0037954435207510073	0.003394477052083289
ANGLE|B|F5-C3-C1	CC_FOURIER_1	0.00857187635958212	0.0026510631990106504	-0.000292666885357562	1.3788595997018432e-05	6.8942996002338705e-06	1.378860918744512e-05	0.00592081316057147	0.008864543244939682
ANGLE|B|F5-C3-C4	CC_FOURIER_1	-0.000465142308172517	0.0030788607117671063	0.005303627092629881	1.3912538857277055e-05	6.956256668731441e-06	1.3912556116660168e-05	0.0035440030199396233	0.005768769400802398
ANGLE|B|F6-C3-C1	CC_FOURIER_1	-0.008358497904410456	-0.0010973581156292767	-0.001164458155571424	1.3770984153460732e-05	6.885492273553746e-06	1.3771033974691762e-05	0.007261139788781179	0.007194039748839032
ANGLE|B|F6-C3-C4	CC_FOURIER_1	-0.004665816985891524	0.00011242153448165482	0.004116548630719308	1.3894927100259678e-05	6.947449385248852e-06	1.3894980990765543e-05	0.004778238520373179	0.008782365616610832
ANGLE|B|F7-C4-F8	CC_FOURIER_1	0.003791640547703423	-0.0013363313331282711	-0.0005593266362069471	1.4686974167252865e-05	7.343484540721001e-06	1.4686970408164557e-05	0.005127971880831694	0.00435096718391037
ANGLE|B|F7-C4-F9	CC_FOURIER_1	0.0006821016503977262	0.0007364686079824878	0.0006341739264570379	1.4708062798312969e-05	7.354026285256929e-06	1.4708057105555724e-05	5.436695758476162e-05	4.792772394068834e-05
ANGLE|B|F7-C4-C3	CC_FOURIER_1	0.015029720896819754	0.002901448357235381	-0.0008179722810552903	1.399562079332991e-05	6.997802614822179e-06	1.3995623280597038e-05	0.012128272539584373	0.015847693177875044
ANGLE|B|F8-C4-F9	CC_FOURIER_1	0.002979449303666115	1.0800420149337242e-05	0.0007525816549502906	1.4680564000364332e-05	7.340276112147394e-06	1.4680609281357995e-05	0.002968648883516778	0.0022268676487158245
ANGLE|B|F8-C4-C3	CC_FOURIER_1	-0.022512385958677328	-0.0001903836686878435	0.0029348631429115812	1.3968121868414502e-05	6.984052378275054e-06	1.396817532949363e-05	0.022322002289989484	0.02544724910158891
ANGLE|B|F9-C4-C3	CC_FOURIER_1	0.0006626008755006296	-0.002246393197111729	-0.002737546892319642	1.3989210560502205e-05	6.994594153319059e-06	1.3989262087846877e-05	0.0029089940726123587	0.003400147767820272
ANGLE|B|O1-S1-O2	CC_FOURIER_1	0.0029124405613600857	-6.901271490278305e-05	-0.0003291387997705897	1.365414877711959e-05	6.827060054000223e-06	1.3654128624188735e-05	0.0029814532762628687	0.0032415793611306754
ANGLE|B|O1-S1-O3	CC_FOURIER_1	0.0058665250724487805	-0.0004323497837077639	0.0002822829867454857	1.365839494136697e-05	6.8292005590490294e-06	1.365845544579848e-05	0.006298874856156544	0.005584242085703295
ANGLE|B|O1-S1-C2	CC_FOURIER_1	0.0021014540557473538	0.007438308875329369	-0.0024422971112159075	1.2412274029479618e-05	6.206103586895385e-06	1.2412410785778415e-05	0.005336854819582015	0.004543751166963261
ANGLE|B|O2-S1-O3	CC_FOURIER_1	0.002421401096839304	-0.0038787529510386776	-0.0013115977350963703	1.3655551844757933e-05	6.827783753876416e-06	1.3655569149758927e-05	0.006300154047877982	0.0037329988319356744
ANGLE|B|O2-S1-C2	CC_FOURIER_1	0.0035176273333803465	-0.004154523027217749	-0.00047171378156463106	1.2409430899014652e-05	6.204686764801867e-06	1.2409524455346148e-05	0.007672150360598096	0.0039893411149449776
ANGLE|B|O3-S1-C2	CC_FOURIER_1	-0.01845707209284342	0.0016987333967932727	0.0044544090324194485	1.2413677084730782e-05	6.206827280640673e-06	1.2413851298167204e-05	0.02015580548963669	0.022911481125262867
ANGLE|B|C1-C3-C4	CC_FOURIER_1	0.0005106812400867966	-0.004594668396045165	-0.007468905084664357	1.3152824708572703e-05	6.5764129211578675e-06	1.3152880347125468e-05	0.005105349636131962	0.007979586324751153
ANGLE|B|C2-C1-C3	CC_FOURIER_1	0.009290800941101907	0.016956728266528387	0.018499455533671494	1.3176369136586585e-05	6.588191741256911e-06	1.3176435634774834e-05	0.00766592732542648	0.009208654592569587
PES|T_CC_000	CC_FOURIER_1	0.1351656641766219	0.13519907255377106	0.1351903666849985	3.2179359252400395e-12	1.6089680528465648e-12	3.217936055811357e-12	3.3408377149157786e-05	2.4702508376606147e-05
PES|T_CC_030	CC_FOURIER_1	0.09508524996175716	0.09517452222574274	0.09516935114961989	2.9155226125734712e-12	1.45776113107781e-12	2.9155225497722005e-12	8.927226398558474e-05	8.410118786272847e-05
PES|T_CC_060	CC_FOURIER_1	0.01755427469526616	0.01744214950824441	0.017442010082455717	2.595111587578015e-12	1.2975558765384172e-12	2.5951119565637155e-12	0.0001121251870217499	0.00011226461281044209
PES|T_CC_090	CC_FOURIER_1	-0.1139090674211296	-0.11412992179732351	-0.11410393248685757	2.6383084420904107e-12	1.3191543390245726e-12	2.6383087679289257e-12	0.0002208543761939019	0.00019486506572796713
PES|T_CC_120	CC_FOURIER_1	-0.2533784589806398	-0.253502895097395	-0.25349992042184244	2.5425584463052374e-12	1.2712792864127743e-12	2.542558777645631e-12	0.00012443611675516664	0.00012146144120261937
PES|T_CC_150	CC_FOURIER_1	-0.37005251899497993	-0.3701251422753349	-0.37012621201840346	2.4602055793608077e-12	1.2301028951089168e-12	2.460206020506496e-12	7.262328035495536e-05	7.369302342352668e-05
PES|T_CC_180	CC_FOURIER_1	-0.4034068706955063	-0.4036200465666828	-0.40365897038360243	2.484294921277437e-12	1.2421473183982267e-12	2.484295100999937e-12	0.0002131758711765297	0.00025209968809614125
PES|T_CC_210	CC_FOURIER_1	-0.37803319387308854	-0.37815825846737566	-0.37814777967495217	2.42745334245584e-12	1.2139310646706793e-12	2.427452834300151e-12	0.00012506459428712757	0.00011458580186363143
PES|T_CC_240	CC_FOURIER_1	-0.2809791656106597	-0.28102882606178436	-0.28101869197657336	2.5919473986748124e-12	1.2959738646236148e-12	2.5919476855598515e-12	4.966045112464457e-05	3.952636591364467e-05
PES|T_CC_270	CC_FOURIER_1	-0.11826838799354977	-0.11836680376912101	-0.11837009934751563	2.546146871088619e-12	1.2730736643332774e-12	2.5461473795538964e-12	9.841577557123671e-05	0.00010171135396586095
PES|T_CC_330	CC_FOURIER_1	0.07659679064412117	0.07642592560110018	0.07639923610062382	2.6950066189811684e-12	1.347503266141026e-12	2.6950066914006723e-12	0.0001708650430209957	0.0001975545434973469
PES|T_CS_000	CC_FOURIER_1	-0.04962011707576153	-0.049720990256334474	-0.04971398246055969	2.6905810714593154e-12	1.345290492791084e-12	2.6905814488049317e-12	0.00010087318057294681	9.386538479816409e-05
PES|T_CS_010	CC_FOURIER_1	-0.06358522933795463	-0.06368261792961238	-0.06367427293380246	2.7124229188108557e-12	1.3562114295164049e-12	2.7124234686390015e-12	9.738859165775438e-05	8.90435958478264e-05
PES|T_CS_020	CC_FOURIER_1	-0.0730728539041614	-0.0732339530771986	-0.07323543817877365	2.6915641853198628e-12	1.3457815937659122e-12	2.691564331156165e-12	0.00016109917303719357	0.000162584274612243
PES|T_CS_030	CC_FOURIER_1	-0.045707610702678814	-0.04579003609882948	-0.04581024287762858	2.6372508963665478e-12	1.3186246462694996e-12	2.6372514018749594e-12	8.242539615066491e-05	0.00010263217494976828
PES|T_CS_040	CC_FOURIER_1	-0.02286689040392087	-0.022879337704946323	-0.022865336019357585	2.5524037070121785e-12	1.276201679951405e-12	2.5524040214158973e-12	1.2447301025453328e-05	1.5543845632848274e-06
PES|T_CS_050	CC_FOURIER_1	-0.015286774844647244	-0.015401525106956138	-0.015378382033939264	2.469823968614237e-12	1.234911833634105e-12	2.469824304680173e-12	0.00011475026230889362	9.160718929202005e-05
PES|T_CS_060	CC_FOURIER_1	-0.010375090056166658	-0.010398706484823217	-0.01039166212834619	2.425584498164678e-12	1.212792249082339e-12	2.425584498164678e-12	2.3616428656558774e-05	1.6572072179532604e-05
PES|T_CS_070	CC_FOURIER_1	-0.007461664243546863	-0.0075545585641730376	-0.007546230860420652	2.425584498164678e-12	1.212792249082339e-12	2.425584498164678e-12	9.289432062617453e-05	8.456661687378936e-05
PES|T_CS_080	CC_FOURIER_1	-0.008180436431644289	-0.008228273634679761	-0.008233583170410841	2.425584498164678e-12	1.212792249082339e-12	2.425584498164678e-12	4.783720303547234e-05	5.314673876655185e-05
PES|T_CS_090	CC_FOURIER_1	-0.01285809137069771	-0.012968997502389445	-0.012956968669932678	2.4651221208360624e-12	1.2325612390242518e-12	2.4651226571130976e-12	0.0001109061316917348	9.887729923496735e-05
PES|T_CS_100	CC_FOURIER_1	-0.021399592817878954	-0.02149412613826618	-0.02148210337715284	2.5462129152871503e-12	1.2731065344240417e-12	2.5462134219952146e-12	9.45333203872245e-05	8.251055927388506e-05
PES|T_CS_110	CC_FOURIER_1	-0.033314942202435915	-0.03344899463551654	-0.03344887980281985	2.6290248720872754e-12	1.314512382150612e-12	2.629024978975243e-12	0.00013405243308062254	0.00013393760038393765
PES|T_CS_120	CC_FOURIER_1	-0.04776073625119892	-0.04806382953632671	-0.04796338432958791	2.6901388944021795e-12	1.3450699172722121e-12	2.6901391222890024e-12	0.00030309328512778677	0.00020264807838898946
PES|T_CC_300_ANCHOR_ZERO	CC_FOURIER_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB_ENERGY|GEO_B_REVISED-GEO_A	CC_FOURIER_1	-0.3928646597191676	-0.39290553309751397	-0.39288943923518227	2.5022398212153946e-12	1.2511197705342905e-12	2.5022406847242125e-12	4.0873378346351075e-05	2.4779516014650227e-05
BOND|A|S1-O1	CC_FOURIER_2	2.1283048190490206e-06	-4.330108893058071e-05	-9.316086313493344e-06	1.732051839013532e-07	8.660259195088412e-08	1.7320518390213125e-07	4.542939374962973e-05	1.1444391132542364e-05
BOND|A|S1-O2	CC_FOURIER_2	7.997329989350987e-06	4.372435641497585e-05	2.0813392231922023e-06	1.7320518403229398e-07	8.660259201602139e-08	1.732051840315912e-07	3.5727026425624864e-05	5.915990766158785e-06
BOND|A|S1-O3	CC_FOURIER_2	6.392410807798399e-05	-9.970286381499882e-06	2.7097015076193998e-06	1.732051839470941e-07	8.660259197330344e-08	1.7320518394675887e-07	7.389439445948387e-05	6.121440657036459e-05
BOND|A|S1-C2	CC_FOURIER_2	-7.203701365754434e-05	2.9990542769198214e-05	-1.9583936859968176e-05	1.732052064682127e-07	8.660260323478222e-08	1.7320520646956616e-07	0.00010202755642674255	5.245307679757616e-05
BOND|A|F1-C1	CC_FOURIER_2	4.363293635512022e-05	1.1934684652215033e-05	1.1241839836806378e-05	1.7320517778729603e-07	8.66025888937885e-08	1.7320517778741472e-07	3.169825170290519e-05	3.2391096518313844e-05
BOND|A|F2-C1	CC_FOURIER_2	-2.4212161527925602e-05	-1.1368645337350713e-05	-1.5651452518472553e-05	1.732051779777904e-07	8.660258898908748e-08	1.732051779781246e-07	1.2843516190574888e-05	8.560709009453049e-06
BOND|A|F3-C2	CC_FOURIER_2	4.147178165769816e-05	3.727753507265508e-05	4.285635265555143e-05	1.7320517678862968e-07	8.660258839399972e-08	1.7320517678769442e-07	4.194246585043082e-06	1.3845709978532739e-06
BOND|A|F4-C2	CC_FOURIER_2	2.8663154042485317e-05	-9.045563632681386e-05	-2.295707061450436e-05	1.7320517715283733e-07	8.660258857605999e-08	1.732051771527016e-07	0.00011911879036929918	5.162022465698968e-05
BOND|A|F5-C3	CC_FOURIER_2	3.766786890624374e-05	-7.523179716417694e-06	5.406164902410637e-06	1.7320517739547955e-07	8.660258869770093e-08	1.7320517739531094e-07	4.5191048622661434e-05	3.22617040038331e-05
BOND|A|F6-C3	CC_FOURIER_2	4.867392625507172e-05	1.7809099984722465e-05	-1.4880154164398363e-06	1.7320517795639197e-07	8.660258897849421e-08	1.7320517795689842e-07	3.0864826270349255e-05	5.0161941671511556e-05
BOND|A|F7-C4	CC_FOURIER_2	-1.8217021412469947e-05	-4.908884943533032e-05	-2.4270003916582183e-05	1.7320517643865544e-07	8.660258821972282e-08	1.7320517643937616e-07	3.087182802286037e-05	6.0529825041122365e-06
BOND|A|F8-C4	CC_FOURIER_2	3.401582476803e-06	-2.70893619686019e-05	6.232301319464284e-07	1.7320517695146533e-07	8.66025884751232e-08	1.732051769507015e-07	3.04909444454049e-05	2.7783523448565717e-06
BOND|A|F9-C4	CC_FOURIER_2	2.915123912816675e-05	3.1598279496836135e-05	1.1569087687846036e-05	1.732051768048654e-07	8.66025884024007e-08	1.7320517680480735e-07	2.4470403686693842e-06	1.7582151440320715e-05
BOND|A|C1-C2	CC_FOURIER_2	-9.944968569985946e-05	2.3503361982757376e-05	-3.204938217815645e-05	1.7320518639589288e-07	8.660259319793948e-08	1.7320518639489908e-07	0.00012295304768261683	6.740030352170301e-05
BOND|A|C1-C3	CC_FOURIER_2	-7.40827502510033e-05	-2.9150133391553368e-05	7.5351823647373806e-06	1.7320518918652096e-07	8.660259459252215e-08	1.7320518918501356e-07	4.4932616859449936e-05	8.161793261574068e-05
BOND|A|C3-C4	CC_FOURIER_2	-2.7029253891752703e-05	5.140243618029228e-05	2.5986984987236283e-05	1.7320518700566232e-07	8.660259350277354e-08	1.7320518700467513e-07	7.843169007204498e-05	5.3016238878988986e-05
ANGLE|A|S1-C2-F3	CC_FOURIER_2	-0.019582019407451412	-0.02246790956064615	-0.01753883677103829	1.2951932202146456e-05	6.475960040289756e-06	1.2951943320228996e-05	0.0028858901531947367	0.002043182636413121
ANGLE|A|S1-C2-F4	CC_FOURIER_2	0.019054994954075255	0.016268791499669533	0.019833654469181283	1.292418937963769e-05	6.462091753441416e-06	1.2924139287626513e-05	0.0027862034544057224	0.0007786595151060283
ANGLE|A|S1-C2-C1	CC_FOURIER_2	0.0303885870977183	0.0308390448542184	0.015824930558494543	1.2284151536519225e-05	6.142046052605722e-06	1.228415394398937e-05	0.0004504577565001	0.014563656539223757
ANGLE|A|F1-C1-F2	CC_FOURIER_2	0.005876674002394111	0.0025827752716978125	0.003365724307755613	1.452011748282054e-05	7.260033875131872e-06	1.452008366214029e-05	0.0032938987306962986	0.002510949694638498
ANGLE|A|F1-C1-C2	CC_FOURIER_2	-0.04311274235178075	-0.035019275399932326	-0.040287222951249646	1.394215019309292e-05	6.971065014896433e-06	1.394220410318767e-05	0.008093466951848427	0.002825519400531107
ANGLE|A|F1-C1-C3	CC_FOURIER_2	-0.02463793917272028	-0.013603638076205016	-0.02297405704482003	1.3770357924343613e-05	6.88521272266757e-06	1.3770439443959991e-05	0.011034301096515264	0.0016638821279002514
ANGLE|A|F2-C1-C2	CC_FOURIER_2	0.015114696406612893	0.01779727822693644	0.013959834782184544	1.3927910578756932e-05	6.963941386180847e-06	1.3927948444941339e-05	0.0026825818203235485	0.0011548616244283494
ANGLE|A|F2-C1-C3	CC_FOURIER_2	0.024011398108072513	0.023757882505712757	0.026015621600095074	1.3756118623064383e-05	6.878089250444746e-06	1.3756184098820402e-05	0.0002535156023597551	0.002004223492022561
ANGLE|A|F3-C2-F4	CC_FOURIER_2	0.0030485227517118574	0.004010682153676726	0.003494484416535215	1.4657761715225839e-05	7.328932173224902e-06	1.465784352348502e-05	0.0009621594019648683	0.00044596166482335775
ANGLE|A|F3-C2-C1	CC_FOURIER_2	-0.038855370872781236	-0.03333854391254221	-0.02918492211051671	1.4017724200567416e-05	7.008886636518376e-06	1.4017858508121826e-05	0.00551682696023903	0.009670448762264527
ANGLE|A|F4-C2-C1	CC_FOURIER_2	0.006097865488285947	0.004439044329949127	0.008858328582448394	1.3989981263844091e-05	6.9950182926275724e-06	1.3990054361443256e-05	0.0016588211583368206	0.0027604630941624464
ANGLE|A|F5-C3-F6	CC_FOURIER_2	-0.0008311047916009784	-0.0033588144038532164	-0.001472062166740784	1.455117863092387e-05	7.275569992130306e-06	1.4551153563734247e-05	0.002527709612252238	0.0006409573751398057
ANGLE|A|F5-C3-C1	CC_FOURIER_2	0.006551864709365418	0.010390518564982187	0.015484434092982724	1.3799822740394411e-05	6.899958586766399e-06	1.3799925879003886e-05	0.0038386538556167693	0.008932569383617306
ANGLE|A|F5-C3-C4	CC_FOURIER_2	0.010483251224471246	0.024640057880489508	0.01181400366128571	1.393330645137258e-05	6.966659758200389e-06	1.3933380843710723e-05	0.014156806656018261	0.001330752436814464
ANGLE|A|F6-C3-C1	CC_FOURIER_2	0.0060044895875677184	0.015309986749798554	0.004826214830941922	1.3757715388165403e-05	6.878879719850147e-06	1.3757767998477304e-05	0.009305497162230836	0.0011782747566257967
ANGLE|A|F6-C3-C4	CC_FOURIER_2	-0.002466091690536132	-0.007116688478454591	-0.0026214380802258574	1.3891199243478588e-05	6.945580963310762e-06	1.3891223107425106e-05	0.0046505967879184595	0.00015534638968972558
ANGLE|A|F7-C4-F8	CC_FOURIER_2	0.0009967615485351189	0.0011184675718212134	0.0021898561021771457	1.4699932337322459e-05	7.349982183473386e-06	1.4699935041006587e-05	0.00012170602328609448	0.0011930945536420268
ANGLE|A|F7-C4-F9	CC_FOURIER_2	-0.008240447367882098	-0.007693709904970092	-0.0052152986273767965	1.4711120786771556e-05	7.355532408811656e-06	1.4711069717033628e-05	0.0005467374629120059	0.0030251487405053012
ANGLE|A|F7-C4-C3	CC_FOURIER_2	0.01226972866575693	0.0013085316687266868	0.009770208735062624	1.4006273791887123e-05	7.003110064436591e-06	1.400627994664398e-05	0.010961196997030243	0.002499519930694305
ANGLE|A|F8-C4-F9	CC_FOURIER_2	0.0020695754594157734	-0.00011891285154774778	-0.0012137169107973023	1.467183365141712e-05	7.335965716365758e-06	1.4671896300075847e-05	0.002188488310963521	0.0032832923702130756
ANGLE|A|F8-C4-C3	CC_FOURIER_2	-0.0009923446027926275	0.004431844205150526	0.0001932591285935814	1.3966986467620895e-05	6.983543277507731e-06	1.3967106340175779e-05	0.005424188807943153	0.001185603731386209
ANGLE|A|F9-C4-C3	CC_FOURIER_2	-0.006812600701451288	0.00016452651333764834	-0.006378869766763273	1.397817498326464e-05	6.989093535935726e-06	1.397824108234118e-05	0.006977127214788936	0.0004337309346880147
ANGLE|A|O1-S1-O2	CC_FOURIER_2	0.001176401411413508	-0.0021261632467783897	0.000960919329600074	1.3664142399255105e-05	6.832065748347215e-06	1.3664137291214369e-05	0.0033025646581918977	0.00021548208181343398
ANGLE|A|O1-S1-O3	CC_FOURIER_2	-0.003772408783930814	-0.0010701575801874696	-0.0009792897433413827	1.3669779812622827e-05	6.834892284322166e-06	1.3669750446068506e-05	0.0027022512037433444	0.0027931190405894313
ANGLE|A|O1-S1-C2	CC_FOURIER_2	0.021725049840810584	0.01757411954113053	0.012146010598783619	1.2445584503642232e-05	6.2227483411788e-06	1.24454725444278e-05	0.004150930299680056	0.009579039242026965
ANGLE|A|O2-S1-O3	CC_FOURIER_2	-0.002106879955690033	0.00015129182077799896	0.0004466681814108142	1.3661112071283674e-05	6.830580471075781e-06	1.36611807334987e-05	0.002258171776468032	0.0025535481371008473
ANGLE|A|O2-S1-C2	CC_FOURIER_2	-0.0011407333910540274	-0.002493470242157514	0.0014026814922374342	1.2436916767599019e-05	6.218436530491539e-06	1.2436902836768429e-05	0.0013527368511034865	0.0025434148832914616
ANGLE|A|O3-S1-C2	CC_FOURIER_2	-0.014979655991496088	-0.011476225669824203	-0.01390116412373743	1.2442554207934011e-05	6.2212630798999975e-06	1.2442516018465224e-05	0.0035034303216718854	0.0010784918677586575
ANGLE|A|C1-C3-C4	CC_FOURIER_2	-0.018242290791548044	-0.037025566818513767	-0.026270883192793804	1.3139843198372136e-05	6.5699694806465725e-06	1.3139995268168453e-05	0.018783276026965723	0.00802859240124576
ANGLE|A|C2-C1-C3	CC_FOURIER_2	0.024111438890770387	0.007212341745663764	0.02113148109607721	1.3178151742511238e-05	6.589120594729579e-06	1.3178304949213588e-05	0.016899097145106623	0.0029799577946931777
BOND|B|S1-O1	CC_FOURIER_2	2.6792737506387e-05	-5.358765921947839e-05	-3.2461283616669334e-06	1.7320518402048375e-07	8.660259201055653e-08	1.732051840206153e-07	8.038039672586539e-05	3.0038865868053932e-05
BOND|B|S1-O2	CC_FOURIER_2	-4.166328423926835e-05	3.3318397742454486e-05	-3.3845110536390166e-06	1.7320518406414737e-07	8.660259203201672e-08	1.732051840643495e-07	7.498168198172284e-05	3.8278773185629333e-05
BOND|B|S1-O3	CC_FOURIER_2	4.681242730897317e-05	-8.504219119465084e-06	6.305450920285338e-06	1.7320518399935885e-07	8.660259199938417e-08	1.732051839988873e-07	5.5316646428438254e-05	4.050697638868783e-05
BOND|B|S1-C2	CC_FOURIER_2	0.00020979744883353746	-0.00018237708206025882	-2.6345428743024257e-05	1.7320520703866825e-07	8.660260351933927e-08	1.7320520703743886e-07	0.0003921745308937963	0.00023614287757656172
