observable_id	variable_id	J_h_raw	J_2h_raw	J_h_tight_raw	rounding_bound_h_raw	rounding_bound_2h_raw	rounding_bound_tight_raw	step_disagreement_raw	convergence_disagreement_raw
BOND|B|F1-C1	CC_FOURIER_2	4.5591333232009035e-05	-3.839402630823052e-06	1.0024838069666586e-05	1.7320517786909908e-07	8.660258893459893e-08	1.73205177869081e-07	4.943073586283209e-05	3.556649516234245e-05
BOND|B|F2-C1	CC_FOURIER_2	1.3648418444311972e-05	8.708921401257008e-06	4.866163472172502e-08	1.732051777779753e-07	8.66025888889834e-08	1.7320517777790585e-07	4.939497043054963e-06	1.3599756809590247e-05
BOND|B|F3-C2	CC_FOURIER_2	2.6396681644946796e-05	1.2471587890194868e-05	1.5632820939970316e-05	1.7320517688125366e-07	8.660258844060479e-08	1.7320517688096006e-07	1.3925093754751927e-05	1.076386070497648e-05
BOND|B|F4-C2	CC_FOURIER_2	1.5812944555992914e-05	-4.897190231112347e-07	6.626284090316403e-06	1.73205176863432e-07	8.660258843181744e-08	1.7320517686405751e-07	1.630266357910415e-05	9.18666046567651e-06
BOND|B|F5-C3	CC_FOURIER_2	-1.0945013731999964e-05	4.5560940709066244e-06	5.2585614640499045e-06	1.732051776942632e-07	8.660258884704656e-08	1.7320517769434282e-07	1.550110780290659e-05	1.620357519604987e-05
BOND|B|F6-C3	CC_FOURIER_2	3.761940722268875e-05	-3.595367197739563e-05	-5.600368102598452e-06	1.7320517792920287e-07	8.660258896461936e-08	1.7320517792920804e-07	7.357307920008438e-05	4.32197753252872e-05
BOND|B|F7-C4	CC_FOURIER_2	4.6861520563989956e-06	-5.866840440627019e-05	3.368437256900947e-06	1.732051765994039e-07	8.660258829941083e-08	1.7320517659996638e-07	6.335455646266919e-05	1.3177147994980487e-06
BOND|B|F8-C4	CC_FOURIER_2	-3.971512774869623e-05	1.0126007747857102e-05	-1.2855953267498776e-05	1.7320517695926066e-07	8.660258847959719e-08	1.7320517695883288e-07	4.9841135496553335e-05	2.6859174481197456e-05
BOND|B|F9-C4	CC_FOURIER_2	2.9487656777460458e-05	-1.2023467877431138e-05	6.938357259844707e-06	1.732051766829896e-07	8.660258834138357e-08	1.7320517668285996e-07	4.1511124654891596e-05	2.254929951761575e-05
BOND|B|C1-C2	CC_FOURIER_2	5.109273209402687e-05	3.83752315091801e-06	-4.596914326970847e-07	1.7320518660277748e-07	8.660259330148002e-08	1.7320518660196615e-07	4.725520894310886e-05	5.1552423526723956e-05
BOND|B|C1-C3	CC_FOURIER_2	3.398707955737379e-05	-7.311779201490953e-05	-2.5309081158608748e-05	1.732051889985228e-07	8.660259449900047e-08	1.7320518899867436e-07	0.00010710487157228332	5.929616071598254e-05
BOND|B|C3-C4	CC_FOURIER_2	3.8053964095396964e-05	-5.691597397050607e-05	-1.0230280306222639e-05	1.7320518697764332e-07	8.660259348881592e-08	1.7320518697772236e-07	9.496993806590304e-05	4.82842444016196e-05
ANGLE|B|S1-C2-F3	CC_FOURIER_2	-0.008594027081869626	-0.00045732271956921977	-0.005810897245623892	1.2919518323236732e-05	6.459760615277878e-06	1.2919595086959144e-05	0.008136704362300407	0.0027831298362457346
ANGLE|B|S1-C2-F4	CC_FOURIER_2	0.02607502295703057	-0.01666995563624596	0.010038956923565934	1.2920878567929713e-05	6.460431313807365e-06	1.2920885175626297e-05	0.04274497859327653	0.016036066033464635
ANGLE|B|S1-C2-C1	CC_FOURIER_2	-0.02067150751514646	0.01288952741667515	0.0007884358521437207	1.2245766194925713e-05	6.122877124953979e-06	1.2245871620183324e-05	0.03356103493182161	0.02145994336729018
ANGLE|B|F1-C1-F2	CC_FOURIER_2	-0.0028883399312462643	-0.0033311881726305614	-0.0009775797808231346	1.4528933435190874e-05	7.264463343768401e-06	1.4528939987776742e-05	0.0004428482413842971	0.0019107601504231297
ANGLE|B|F1-C1-C2	CC_FOURIER_2	-0.0023846158539697626	0.0006789583676791722	0.014262134934028836	1.3922982029288723e-05	6.9614815753081785e-06	1.3923034442700432e-05	0.0030635742216489348	0.0166467507879986
ANGLE|B|F1-C1-C3	CC_FOURIER_2	0.010783445302493533	-0.005170173885780116	-0.006747827353166258	1.3775531149410817e-05	6.887777585322495e-06	1.3775523377119333e-05	0.01595361918827365	0.01753127265565979
ANGLE|B|F2-C1-C2	CC_FOURIER_2	-0.015752118204730436	0.013026018327302324	-0.011280763460916887	1.3929801619245413e-05	6.964895383970528e-06	1.3929857888816326e-05	0.02877813653203276	0.004471354743813549
ANGLE|B|F2-C1-C3	CC_FOURIER_2	-0.012568479064256621	0.005952367532131575	0.009339878291925174	1.3782351136311809e-05	6.891191592291726e-06	1.3782347219924619e-05	0.018520846596388196	0.021908357356181796
ANGLE|B|F3-C2-F4	CC_FOURIER_2	-0.01179401013857273	0.005446121839476348	-0.0004829978003328961	1.4672714054114766e-05	7.3363509643069226e-06	1.467268870585341e-05	0.017240131978049078	0.011311012338239834
ANGLE|B|F3-C2-C1	CC_FOURIER_2	0.023858062778217004	-0.010456697681782146	0.004645744498930071	1.3997602038429261e-05	6.998796954184489e-06	1.3997675506906532e-05	0.03431476045999915	0.019212318279286933
ANGLE|B|F4-C2-C1	CC_FOURIER_2	-0.0076838165355042065	0.007879962659842477	-0.0089360602502353	1.3998962303270806e-05	6.999467662781291e-06	1.3998965616620689e-05	0.015563779195346683	0.0012522437147310939
ANGLE|B|F5-C3-F6	CC_FOURIER_2	-0.006520658215904973	0.0035602771430021107	0.00046868384274034725	1.4530718565746128e-05	7.265364326172355e-06	1.4530712208811898e-05	0.010080935358907084	0.00698934205864532
ANGLE|B|F5-C3-C1	CC_FOURIER_2	0.02333029771726558	0.005612630316207401	0.00199693697418013	1.3788627661232334e-05	6.894335916155941e-06	1.3788612567603393e-05	0.01771766740105818	0.02133336074308545
ANGLE|B|F5-C3-C4	CC_FOURIER_2	0.012241607010352595	-0.003038020628487459	0.0021002211728671227	1.3912567043717584e-05	6.956290262146504e-06	1.3912556130224696e-05	0.015279627638840054	0.010141385837485473
ANGLE|B|F6-C3-C1	CC_FOURIER_2	0.012797698908784128	-0.004131991428835136	0.002701595783705102	1.377104025314874e-05	6.8855344929454325e-06	1.3771030748523728e-05	0.016929690337619263	0.010096103125079026
ANGLE|B|F6-C3-C4	CC_FOURIER_2	-0.0027350232453926537	-0.007950004185452997	0.0035234481592993916	1.3894979722104774e-05	6.947488882253654e-06	1.3894974398006139e-05	0.005214980940060343	0.006258471404692045
ANGLE|B|F7-C4-F8	CC_FOURIER_2	0.004829804051809106	0.0013818139051835487	0.0011813046376119019	1.4686977936688226e-05	7.343513840399525e-06	1.4686967355258906e-05	0.003447990146625557	0.003648499414197204
ANGLE|B|F7-C4-F9	CC_FOURIER_2	-0.005447594137280021	0.0030047744356309636	-0.0005495375333453012	1.4708087912863936e-05	7.354074828935018e-06	1.4708054668883063e-05	0.008452368572910984	0.0048980566039347195
ANGLE|B|F7-C4-C3	CC_FOURIER_2	0.023307443331148647	-0.0004176983511428034	-0.002587309481825173	1.3995663958101673e-05	6.9978546858441295e-06	1.3995615840647879e-05	0.02372514168229145	0.02589475281297382
ANGLE|B|F8-C4-F9	CC_FOURIER_2	-0.0023457751365185686	0.0014069609700584351	0.001225127415906968	1.4680567194962598e-05	7.3402946466182435e-06	1.46806097238221e-05	0.0037527361065770037	0.0035709025524255367
ANGLE|B|F8-C4-C3	CC_FOURIER_2	-0.016209014269747968	-0.002070021901658947	0.0006994213710243002	1.3968143113308495e-05	6.984074440070963e-06	1.3968170768641096e-05	0.01413899236808902	0.016908435640772268
ANGLE|B|F9-C4-C3	CC_FOURIER_2	-0.004881996567434044	-0.0024752360628710335	0.00038529607557791223	1.398925315044916e-05	6.994635459143308e-06	1.3989258143249558e-05	0.0024067605045630103	0.005267292643011956
ANGLE|B|O1-S1-O2	CC_FOURIER_2	-1.2829940914116378e-05	0.00453475375440604	0.001642648972506322	1.3654150316534078e-05	6.827058115333746e-06	1.3654128263104895e-05	0.0045475836953201565	0.0016554789134204384
ANGLE|B|O1-S1-O3	CC_FOURIER_2	-0.011290171312339226	0.009636654402882527	5.1129808156247236e-05	1.3658433694603905e-05	6.829215572268884e-06	1.3658456193440746e-05	0.020926825715221753	0.011341301120495473
ANGLE|B|O1-S1-C2	CC_FOURIER_2	0.00814870808078183	-0.002087438486313431	-0.003721276980144239	1.2412359238702468e-05	6.206158586165988e-06	1.2412404901577672e-05	0.010236146567095261	0.01186998506092607
ANGLE|B|O2-S1-O3	CC_FOURIER_2	-0.0027943013022024843	0.0004529713647372091	0.0008907668046731487	1.3655547542094495e-05	6.827797065591968e-06	1.3655565382456337e-05	0.0032472726669396934	0.003685068106875633
ANGLE|B|O2-S1-C2	CC_FOURIER_2	0.010937963898030034	0.000454141333321445	0.0011553814115927707	1.2409473052345169e-05	6.2047400626418e-06	1.2409514056186059e-05	0.01048382256470859	0.009782582486437263
ANGLE|B|O3-S1-C2	CC_FOURIER_2	-0.0026876703892497744	-0.015208123017025343	-0.0003835892128023488	1.2413756451784398e-05	6.206897530230688e-06	1.2413842007745692e-05	0.012520452627775569	0.0023040811764474256
ANGLE|B|C1-C3-C4	CC_FOURIER_2	-0.03667182069015951	0.00504433859440212	-0.00943168898182023	1.3152888826900439e-05	6.576460476791462e-06	1.3152874765840251e-05	0.04171615928456163	0.027240131708339277
ANGLE|B|C2-C1-C3	CC_FOURIER_2	0.021100737438786155	-0.011057076745473182	-0.0037639274788858756	1.317639945819007e-05	6.588209687806653e-06	1.31764414024235e-05	0.03215781418425934	0.02486466491767203
PES|T_CC_000	CC_FOURIER_2	-0.11959633192041963	-0.11956171579051045	-0.11951363952437788	3.217935922873604e-12	1.608967697070793e-12	3.2179360117321147e-12	3.4616129909181836e-05	8.269239604175027e-05
PES|T_CC_030	CC_FOURIER_2	-0.08747901498805	-0.0874953601702888	-0.08745046502987464	2.9155222687669834e-12	1.457760946489209e-12	2.915522523548312e-12	1.634518223880832e-05	2.8549958175361212e-05
PES|T_CC_060	CC_FOURIER_2	-8.681184870962255e-05	-3.9869448493767834e-05	2.1908114247182198e-05	2.595111875964513e-12	1.2975557385410748e-12	2.5951119544134195e-12	4.694240021585472e-05	0.00010871996295680475
PES|T_CC_090	CC_FOURIER_2	0.11943704012667311	0.11951584593212328	0.11954956612691081	2.6383085104229017e-12	1.3191540796698682e-12	2.638308800516031e-12	7.880580545016613e-05	0.00011252600023770043
PES|T_CC_120	CC_FOURIER_2	0.2389208809285348	0.2389435523404626	0.23898465261472435	2.5425585628101907e-12	1.271279106308829e-12	2.542558795599958e-12	2.2671411927799312e-05	6.377168618953988e-05
PES|T_CC_150	CC_FOURIER_2	0.3265768656919221	0.3264673427396031	0.32650444807958867	2.4602060948823958e-12	1.2301027376295652e-12	2.460206013579638e-12	0.00010952295231902998	7.241761233345301e-05
PES|T_CC_180	CC_FOURIER_2	0.3584444075011972	0.35842890853609033	0.35849628750119544	2.484295208437055e-12	1.2421476817211611e-12	2.4842951270937273e-12	1.5498965106885976e-05	5.187999999822779e-05
PES|T_CC_210	CC_FOURIER_2	0.32642063246653863	0.32645431343511	0.32650222664077466	2.4274529996423755e-12	1.213839421545203e-12	2.427452857788178e-12	3.368096857137015e-05	8.159417423603266e-05
PES|T_CC_240	CC_FOURIER_2	0.23897399115798468	0.23896171469347527	0.2390150630664456	2.5919475704286157e-12	1.295973601418253e-12	2.5919476963692288e-12	1.2276464509408669e-05	4.1071908460921236e-05
PES|T_CC_270	CC_FOURIER_2	0.1194492291204563	0.11944237932122403	0.11944556190487177	2.5461472067290065e-12	1.2730736195211309e-12	2.5461474233235922e-12	6.849799232266918e-06	3.6672155845351995e-06
PES|T_CC_330	CC_FOURIER_2	-0.08756381925908663	-0.08750919944729763	-0.08743736732433227	2.6950066685656176e-12	1.3475031484349879e-12	2.695006687318346e-12	5.461981178900288e-05	0.0001264519347543569
PES|T_CS_000	CC_FOURIER_2	0.0514611270936971	0.05165561039615074	0.051669830840097575	2.690581688560489e-12	1.3452903597256831e-12	2.6905814116230743e-12	0.00019448330245364076	0.00020870374640047373
PES|T_CS_010	CC_FOURIER_2	0.06494129703990659	0.06498297750238802	0.06505581529756554	2.712423267955427e-12	1.3562113201469613e-12	2.7124234635895207e-12	4.1680462481430425e-05	0.00011451825765895762
PES|T_CS_020	CC_FOURIER_2	0.07420180713431535	0.0741794345046598	0.07425205750597463	2.6915640386195904e-12	1.3457815499618292e-12	2.6915643719669916e-12	2.2372629655542653e-05	5.025037165928836e-05
PES|T_CS_030	CC_FOURIER_2	0.05002332807241938	0.05000395130736024	0.050038216826000514	2.637251383983501e-12	1.3186244064528372e-12	2.637251442108202e-12	1.9376765059142542e-05	1.4888753581132619e-05
PES|T_CS_040	CC_FOURIER_2	0.02727994663719091	0.02729997551625285	0.02732626930569193	2.552403657877554e-12	1.2762014042092925e-12	2.552403989048426e-12	2.002887906193962e-05	4.632266850101985e-05
PES|T_CS_050	CC_FOURIER_2	0.01887327282863449	0.018859420997848764	0.018900509297323786	2.4698239479230637e-12	1.2349114718927502e-12	2.4698242601727715e-12	1.385183078572716e-05	2.7236468689295634e-05
PES|T_CS_060	CC_FOURIER_2	0.013028644040392057	0.01293325372251436	0.012982195984703737	2.425584498164678e-12	1.212792249082339e-12	2.425584498164678e-12	9.539031787769714e-05	4.6448055688319556e-05
PES|T_CS_070	CC_FOURIER_2	0.00946250007289675	0.009487701625836512	0.009533556840344189	2.425584498164678e-12	1.212792249082339e-12	2.425584498164678e-12	2.5201552939762423e-05	7.105676744743883e-05
PES|T_CS_080	CC_FOURIER_2	0.009948170854445493	0.010022768828871903	0.01005121675549725	2.425584498164678e-12	1.212792249082339e-12	2.425584498164678e-12	7.459797442641025e-05	0.00010304590105175704
PES|T_CS_090	CC_FOURIER_2	0.014780403152485633	0.01484305442280065	0.01490343956500828	2.465122605071459e-12	1.2325608510760396e-12	2.4651226255899428e-12	6.265127031501727e-05	0.00012303641252264796
PES|T_CS_100	CC_FOURIER_2	0.02364899859344849	0.023611881323495343	0.023657072051865846	2.5462131811358615e-12	1.2731062935205346e-12	2.5462133972327366e-12	3.711726995314635e-05	8.07345841735696e-06
PES|T_CS_110	CC_FOURIER_2	0.03567278722873102	0.03568785560647658	0.03572731580664623	2.6290247161792375e-12	1.3145119922919994e-12	2.629024959778455e-12	1.5068377745564021e-05	5.4528577915213816e-05
PES|T_CS_120	CC_FOURIER_2	0.049973171938333394	0.04996385636471867	0.05000927039794156	2.6901387773869866e-12	1.34506907655443e-12	2.690139097523005e-12	9.315573614721018e-06	3.6098459608169264e-05
PES|T_CC_300_ANCHOR_ZERO	CC_FOURIER_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB_ENERGY|GEO_B_REVISED-GEO_A	CC_FOURIER_2	0.3449222085217496	0.3446957785558069	0.3447624401673055	2.5022402291694053e-12	1.2511197562261631e-12	2.502240680935291e-12	0.00022642996594268716	0.00015976835444408977
BOND|A|S1-O1	CC_FOURIER_3	-4.9200865979148745e-05	-9.261687028416787e-06	3.416567029290718e-06	3.464103678024803e-07	1.732051839018551e-07	3.464103678043241e-07	3.993917895073196e-05	5.261743300843946e-05
BOND|A|S1-O2	CC_FOURIER_3	-2.6837903637222382e-05	6.514993262096702e-05	-1.3418305075951764e-05	3.4641036806488617e-07	1.7320518403199646e-07	3.4641036806321666e-07	9.19878362581894e-05	1.3419598561270618e-05
BOND|A|S1-O3	CC_FOURIER_3	2.2885371286918144e-06	-7.602080097091068e-05	9.395003357504095e-06	3.464103678931698e-07	1.732051839467054e-07	3.464103678934204e-07	7.83093380996025e-05	7.10646622881228e-06
BOND|A|S1-C2	CC_FOURIER_3	-0.00018825392188004386	-2.701289315898414e-05	4.0593040675496184e-05	3.4641041293782805e-07	1.732052064691958e-07	3.464104129389665e-07	0.00016124102872105972	0.00022884696255554005
BOND|A|F1-C1	CC_FOURIER_3	-1.7101577665101786e-05	-7.081004220199638e-05	-1.949725176420003e-05	3.464103555751947e-07	1.732051777868627e-07	3.4641035557479466e-07	5.3708464536894596e-05	2.395674099098244e-06
BOND|A|F2-C1	CC_FOURIER_3	-5.097783125851407e-05	6.629183725292975e-06	2.2504679808577066e-05	3.4641035595647935e-07	1.7320517797822835e-07	3.4641035595626076e-07	5.760701498380705e-05	7.348251106709114e-05
BOND|A|F3-C2	CC_FOURIER_3	-3.0294882236159282e-05	-8.43619090873382e-05	-6.542332279702023e-05	3.4641035357664473e-07	1.7320517678798877e-07	3.4641035357537323e-07	5.406702685117892e-05	3.512844056086095e-05
BOND|A|F4-C2	CC_FOURIER_3	0.0001875920292748745	8.522053856818701e-05	3.9074289701623854e-05	3.4641035430494706e-07	1.732051771526536e-07	3.464103543054611e-07	0.0001023714907066875	0.00014851773957325065
BOND|A|F5-C3	CC_FOURIER_3	3.8271262192690614e-05	-3.966047867898226e-07	6.557118936711959e-07	3.4641035479184955e-07	1.7320517739603079e-07	3.464103547905361e-07	3.8667866979480436e-05	3.761555029901942e-05
BOND|A|F6-C3	CC_FOURIER_3	5.583543834397631e-05	6.541443139385095e-05	6.66359836865027e-06	3.464103559137877e-07	1.7320517795707682e-07	3.464103559138212e-07	9.57899304987464e-06	4.917183997532604e-05
BOND|A|F7-C4	CC_FOURIER_3	0.00012083519483452321	3.767613079408427e-05	4.4449405010027476e-05	3.4641035287838015e-07	1.7320517643903046e-07	3.464103528787878e-07	8.315906404043893e-05	7.638578982449573e-05
BOND|A|F8-C4	CC_FOURIER_3	4.867867874125409e-05	-2.1293794227883467e-06	-4.048538886358699e-06	3.4641035390084003e-07	1.732051769505966e-07	3.4641035390147636e-07	5.0808058164042436e-05	5.272721762761279e-05
BOND|A|F9-C4	CC_FOURIER_3	-7.133065751618872e-05	-4.7207397484427815e-05	-2.91935211138572e-05	3.464103536101245e-07	1.7320517680529301e-07	3.4641035360963036e-07	2.4123260031760907e-05	4.213713640233152e-05
BOND|A|C1-C2	CC_FOURIER_3	0.0002005627023837775	8.465551757375067e-05	9.523888026663485e-05	3.464103727926671e-07	1.7320518639628625e-07	3.464103727897537e-07	0.00011590718481002682	0.00010532382211714264
BOND|A|C1-C3	CC_FOURIER_3	0.00019575415613148905	-1.6336617336687453e-05	6.6548013410994145e-06	3.464103783715972e-07	1.7320518918580964e-07	3.464103783700835e-07	0.0002120907734681765	0.00018909935479038964
BOND|A|C3-C4	CC_FOURIER_3	-7.475762362485483e-05	-0.0001382108038283647	-3.561337402979703e-05	3.4641037401029735e-07	1.7320518700384266e-07	3.4641037400936567e-07	6.345318020350987e-05	3.91442495950578e-05
ANGLE|A|S1-C2-F3	CC_FOURIER_3	0.03687673402694713	0.03831315245179212	0.032328627224416095	2.5903848816553716e-05	1.2951937341289564e-05	2.590389524037485e-05	0.0014364184248449874	0.004548106802531038
ANGLE|A|S1-C2-F4	CC_FOURIER_3	-0.021465159072420192	-0.02773227813108292	-0.032335829195062615	2.5848371391845907e-05	1.2924159457495843e-05	2.5848281586714423e-05	0.006267119058662729	0.010870670122642423
ANGLE|A|S1-C2-C1	CC_FOURIER_3	-0.08961863610736032	-0.042525433628028964	-0.036705169070359034	2.456818480575365e-05	1.2284082816550468e-05	2.4568318093716165e-05	0.04709320247933135	0.05291346703700128
ANGLE|A|F1-C1-F2	CC_FOURIER_3	3.230923724117929e-05	0.0020304279463090324	-0.00689188351032044	2.9040122796313434e-05	1.4520117264837792e-05	2.904016907237197e-05	0.001998118709067853	0.006924192747561619
ANGLE|A|F1-C1-C2	CC_FOURIER_3	0.05221912049705679	0.0750156067234542	0.07864836054068292	2.7884199565561467e-05	1.3942157792472873e-05	2.7884413618760864e-05	0.022796486226397406	0.026429240043626123
ANGLE|A|F1-C1-C3	CC_FOURIER_3	0.01853313709503368	0.025547251212287847	0.042250279175988226	2.7540757363100603e-05	1.3770433040878594e-05	2.7540878112598572e-05	0.0070141141172541666	0.023717142080954545
ANGLE|A|F2-C1-C2	CC_FOURIER_3	-0.052028361441358584	-0.04720724662831799	-0.027538932151003337	2.7855698437987736e-05	1.392785305191942e-05	2.7855898834254815e-05	0.0048211148130405945	0.024489429290355247
ANGLE|A|F2-C1-C3	CC_FOURIER_3	-0.05165585419774743	-0.05605119325032604	-0.0476358292989687	2.7512256861573857e-05	1.3756128613482894e-05	2.7512363954326323e-05	0.004395339052578606	0.004020024898778729
ANGLE|A|F3-C2-F4	CC_FOURIER_3	-0.002734837540430135	-0.0061662288520381026	-0.009387388898431936	2.9315625639184756e-05	1.4657824662838444e-05	2.931568385566576e-05	0.0034313913116079675	0.006652551358001801
ANGLE|A|F3-C2-C1	CC_FOURIER_3	0.07541206829813518	0.05876981328576392	0.05744302663615031	2.803543970991307e-05	1.4017748350285909e-05	2.803572101913738e-05	0.016642255012371265	0.017969041661984875
ANGLE|A|F4-C2-C1	CC_FOURIER_3	0.005667203548682664	-0.02134390852837953	-0.013108007942008726	2.79799620567579e-05	1.3989970352199745e-05	2.798010713735813e-05	0.027011112077062194	0.01877521149069139
ANGLE|A|F5-C3-F6	CC_FOURIER_3	-0.006831798849731285	0.0009897536845926425	0.0004579727657016974	2.9102215111162563e-05	1.4551085894709917e-05	2.9102311785814235e-05	0.007821552534323928	0.007289771615432983
ANGLE|A|F5-C3-C1	CC_FOURIER_3	0.0008749253268547363	-0.006383845348381101	-0.028027259209295607	2.7599664895610793e-05	1.3799823781421839e-05	2.759985485539445e-05	0.007258770675235837	0.028902184536150344
ANGLE|A|F5-C3-C4	CC_FOURIER_3	-0.039651329976209126	-0.02220310124265268	-0.014192443750999928	2.7866609836138192e-05	1.3933378492885652e-05	2.7866767205424597e-05	0.017448228733556448	0.0254588862252092
ANGLE|A|F6-C3-C1	CC_FOURIER_3	-0.023448890721624593	-0.013604166728597988	-0.005555610865854987	2.7515442510556487e-05	1.3757706936244948e-05	2.7515530791212185e-05	0.009844723993026605	0.017893279855769606
ANGLE|A|F6-C3-C4	CC_FOURIER_3	0.007492652486575935	0.027532393781157793	0.00731721945442132	2.7782387739094e-05	1.3891261791920937e-05	2.7782443429786745e-05	0.02003974129458186	0.00017543303215461492
ANGLE|A|F7-C4-F8	CC_FOURIER_3	0.0018323337236836323	0.00015258932890560573	-0.0056507330829447255	2.939994164173032e-05	1.4699969657920899e-05	2.9399861752680707e-05	0.0016797443947780266	0.007483066806628358
ANGLE|A|F7-C4-F9	CC_FOURIER_3	0.01380332587018529	0.010034984747591125	0.008859395131253223	2.9422129130953557e-05	1.4711059217737934e-05	2.9422135502339706e-05	0.0037683411225941654	0.0049439307389320675
ANGLE|A|F7-C4-C3	CC_FOURIER_3	-0.012874412996239926	-0.029999968921714526	-0.018451861624555477	2.8012529399103997e-05	1.4006358571454238e-05	2.8012556196629923e-05	0.0171255559254746	0.005577448628315551
ANGLE|A|F8-C4-F9	CC_FOURIER_3	-0.005933627831780086	0.008897506371567943	0.0028167606667750533	2.9343796532068006e-05	1.4671867169509715e-05	2.9343785806896824e-05	0.014831134203348029	0.00875038849855514
ANGLE|A|F8-C4-C3	CC_FOURIER_3	-0.0027886166195401074	0.01200105609804325	0.008104871035641281	2.7934196422717122e-05	1.3967166334563124e-05	2.7934206122257318e-05	0.014789672717583358	0.010893487655181389
ANGLE|A|F9-C4-C3	CC_FOURIER_3	0.007099232735612304	0.0023771799640570634	0.005448598974595598	2.7956384044158465e-05	1.39782559604571e-05	2.7956480004181067e-05	0.004722052771555241	0.0016506337610167066
ANGLE|A|O1-S1-O2	CC_FOURIER_3	0.007950138841721355	-0.003118188341630912	-0.001714758575843689	2.732828006650487e-05	1.3664128800872459e-05	2.7328268233766805e-05	0.011068327183352267	0.009664897417565044
ANGLE|A|O1-S1-O3	CC_FOURIER_3	0.010593165266072901	0.006426723552834801	0.00031046410256863055	2.7339642051933226e-05	1.3669772287949783e-05	2.733950325455179e-05	0.0041664417132381	0.010282701163504271
ANGLE|A|O1-S1-C2	CC_FOURIER_3	-0.034605362942414786	-0.009914681254414859	-0.021665846785623444	2.489112141347972e-05	1.2445507372096782e-05	2.489094840859787e-05	0.024690681687999927	0.012939516156791342
ANGLE|A|O2-S1-O3	CC_FOURIER_3	0.002521576997480679	-0.0010564313612348997	-0.0006496433150005032	2.7322271861808483e-05	1.3661157480963037e-05	2.7322365644044885e-05	0.0035780083587155787	0.003171220312481182
ANGLE|A|O2-S1-C2	CC_FOURIER_3	0.01230994752091874	-0.002636660355435083	-0.0005920644267121133	2.4873751233599593e-05	1.2436892570361203e-05	2.487381080784643e-05	0.014946607876353823	0.012902011947630854
ANGLE|A|O3-S1-C2	CC_FOURIER_3	-0.0019875123153667573	0.009798959503797278	0.024390941908336572	2.4885113272571745e-05	1.2442536084231628e-05	2.4885045882360858e-05	0.011786471819164035	0.02637845422370333
ANGLE|A|C1-C3-C4	CC_FOURIER_3	0.054554300039058035	0.014851891284877183	0.037858667119650136	2.627983721363576e-05	1.3139999523572322e-05	2.627998619031323e-05	0.03970240875418085	0.0166956329194079
ANGLE|A|C2-C1-C3	CC_FOURIER_3	0.022849227488563884	-0.005539083216348217	-0.04105362749157848	2.635633444933884e-05	1.317816955040414e-05	2.6356609319437113e-05	0.0283883107049121	0.06390285498014237
BOND|B|S1-O1	CC_FOURIER_3	-1.5062685891908956e-05	9.824006141578856e-05	-1.5954782266458523e-05	3.464103680415246e-07	1.7320518402085813e-07	3.4641036804126967e-07	0.00011330274730769752	8.920963745495669e-07
BOND|B|S1-O2	CC_FOURIER_3	9.49430994068301e-05	-7.911780402269919e-05	-2.8094166415471022e-06	3.464103681288302e-07	1.7320518406406632e-07	3.464103681286198e-07	0.0001740609034295293	9.77525160483772e-05
BOND|B|S1-O3	CC_FOURIER_3	-1.7175941142699713e-05	-2.0141432686138216e-05	1.6454713718250247e-05	3.464103679976079e-07	1.7320518399898758e-07	3.4641036799779586e-07	2.965491543438503e-06	3.363065486094996e-05
BOND|B|S1-C2	CC_FOURIER_3	0.0005025034425898411	4.3694900260238256e-05	-8.666431548620679e-05	3.4641041407791465e-07	1.7320520703824868e-07	3.4641041407479784e-07	0.0004588085423296029	0.0005891677580760479
BOND|B|F1-C1	CC_FOURIER_3	-2.0758267662568386e-05	3.0388084970578433e-05	2.9499552394174344e-05	3.464103557383578e-07	1.7320517786947985e-07	3.4641035573813104e-07	5.114635263314682e-05	5.025782005674273e-05
BOND|B|F2-C1	CC_FOURIER_3	-9.811290888617208e-06	-1.1640634051124366e-05	-2.1317303879886396e-05	3.4641035555569894e-07	1.7320517777831602e-07	3.4641035555586464e-07	1.8293431625071577e-06	1.1506012991269188e-05
BOND|B|F3-C2	CC_FOURIER_3	2.5138049801753937e-05	4.309594789475568e-05	4.085162806255482e-05	3.4641035376233394e-07	1.7320517688141923e-07	3.4641035376192403e-07	1.7957898093001745e-05	1.5713578260800887e-05
BOND|B|F4-C2	CC_FOURIER_3	-8.568269275865958e-05	5.922505847966164e-06	5.274851926362345e-06	3.4641035372704665e-07	1.7320517686360366e-07	3.464103537281117e-07	9.160519860662575e-05	9.095754468502193e-05
BOND|B|F5-C3	CC_FOURIER_3	-5.7501056693887165e-06	3.403502913945644e-06	7.150403047440079e-07	3.4641035538839087e-07	1.7320517769423061e-07	3.4641035538881905e-07	9.15360858333436e-06	6.465145974132724e-06
BOND|B|F6-C3	CC_FOURIER_3	0.00010208900588892789	6.507815590861554e-06	-9.762299622018134e-06	3.464103558584883e-07	1.732051779291508e-07	3.464103558583317e-07	9.558119029806633e-05	0.00011185130551094602
BOND|B|F7-C4	CC_FOURIER_3	-8.436375593667833e-06	1.4180811149788752e-05	2.103271947939689e-05	3.464103531989694e-07	1.7320517659951907e-07	3.4641035319977383e-07	2.2617186743456585e-05	2.946909507306472e-05
