ray_id	basin	observable_id	quantity_class	qm_value	baseline_error	tangent_response_per_unit_ray	budget	no_new_flag_abs_error_limit	heavy_backbone_scope	baseline_major_flag	predicted_error_at_geometry_endpoint	predicted_BASE_change	endpoint_error_increase	endpoint_budget_pass
individual_CC_FOURIER_1_minus	B	ANGLE|B|F9-C4-C3	angles	111.3974313862652	3.9580423138960867	-0.001607946796594888	0.5	4.458042313896087	False	False	3.954826420302897	-0.003215893593189776	-0.0032158935931896337	True
individual_CC_FOURIER_1_minus	A	ANGLE|A|O1-S1-O2	angles	115.87508867620741	-3.618181495307482	0.0009152397274537065	0.5	4.118181495307482	False	False	-3.6163510158525747	0.001830479454907413	-0.00183047945490733	True
individual_CC_FOURIER_1_minus	B	ANGLE|B|O1-S1-O2	angles	115.8617593435942	-3.516363558456277	-0.007067677759063747	0.5	4.016363558456277	False	False	-3.5304989139744043	-0.014135355518127495	0.01413535551812739	True
individual_CC_FOURIER_1_minus	A	ANGLE|A|O1-S1-O3	angles	115.79825616835085	-2.9801946734126403	-0.008057080808334888	0.5	3.4801946734126403	False	False	-2.99630883502931	-0.016114161616669776	0.016114161616669787	True
individual_CC_FOURIER_1_minus	B	ANGLE|B|O1-S1-O3	angles	115.96678545732925	-3.054015124304769	-0.014236413723812905	0.5	3.554015124304769	False	False	-3.0824879517523947	-0.02847282744762581	0.028472827447625804	True
individual_CC_FOURIER_1_minus	A	ANGLE|A|O1-S1-C2	angles	101.68837783605547	4.182271180870245	0.036089689565694846	0.5	4.682271180870245	True	False	4.254450560001635	0.07217937913138969	0.07217937913138961	True
individual_CC_FOURIER_1_minus	B	ANGLE|B|O1-S1-C2	angles	102.50601319835522	3.926857923886118	-0.0050996405861632186	0.5	4.426857923886118	True	False	3.9166586427137915	-0.010199281172326437	-0.01019928117232638	True
individual_CC_FOURIER_1_minus	A	ANGLE|A|O2-S1-O3	angles	116.27786596346955	-3.59984973875882	0.007354689736247292	0.5	4.09984973875882	False	False	-3.5851403592863256	0.014709379472494583	-0.014709379472494621	True
individual_CC_FOURIER_1_minus	B	ANGLE|B|O2-S1-O3	angles	116.12933095760322	-3.619903218732915	-0.005876062469721876	0.5	4.119903218732915	False	False	-3.631655343672359	-0.011752124939443751	0.011752124939443664	True
individual_CC_FOURIER_1_minus	A	ANGLE|A|O2-S1-C2	angles	101.28230695055689	4.524678198083862	0.019419413633571594	0.5	5.024678198083862	True	False	4.563517025351005	0.03883882726714319	0.03883882726714294	True
individual_CC_FOURIER_1_minus	B	ANGLE|B|O2-S1-C2	angles	100.92184273605463	4.633089992091186	-0.008536296602460754	0.5	5.133089992091186	True	False	4.616017398886265	-0.017072593204921507	-0.017072593204921382	True
individual_CC_FOURIER_1_minus	A	ANGLE|A|O3-S1-C2	angles	102.18621881661765	4.56016837451304	-0.05518566095012244	0.5	5.06016837451304	True	False	4.449797052612795	-0.11037132190024487	-0.1103713219002449	True
individual_CC_FOURIER_1_minus	B	ANGLE|B|O3-S1-C2	angles	101.71880765541988	4.7008584538955915	0.04479014598914498	0.5	5.2008584538955915	True	False	4.790438745873882	0.08958029197828996	0.0895802919782902	True
individual_CC_FOURIER_1_minus	A	ANGLE|A|C1-C3-C4	angles	119.38890145578634	-3.52236001432712	-0.00020831523545258507	0.5	4.02236001432712	True	False	-3.522776644798025	-0.00041663047090517014	0.00041663047090523264	True
individual_CC_FOURIER_1_minus	B	ANGLE|B|C1-C3-C4	angles	119.16297945581584	-2.638853839530924	-0.001239280378943431	0.5	3.138853839530924	True	False	-2.6413324002888108	-0.002478560757886862	0.002478560757886772	True
individual_CC_FOURIER_1_minus	A	ANGLE|A|C2-C1-C3	angles	121.44059188743243	0.38867399549285153	0.10117543088721045	0.5	0.8886739954928515	True	False	0.5910248572672725	0.2023508617744209	0.20235086177442096	True
individual_CC_FOURIER_1_minus	B	ANGLE|B|C2-C1-C3	angles	117.05902651940126	-1.8073461989810227	-0.02254617245979082	0.5	2.3073461989810227	True	False	-1.8524385439006044	-0.04509234491958164	0.045092344919581695	True
individual_CC_FOURIER_1_plus	A	BOND|A|S1-O1	bonds	1.4824048021793783	-0.03077275852866168	1.287601768664981e-05	0.005	0.03577275852866168	False	False	-0.030747006493288383	2.575203537329962e-05	-2.5752035373298454e-05	True
individual_CC_FOURIER_1_plus	B	BOND|B|S1-O1	bonds	1.480465887667455	-0.027146956557600577	-1.966808704543226e-05	0.005	0.032146956557600574	False	False	-0.02718629273169144	-3.933617409086452e-05	3.933617409086418e-05	True
individual_CC_FOURIER_1_plus	A	BOND|A|S1-O2	bonds	1.4795360895746836	-0.026059641892111962	-1.0342220474958452e-05	0.005	0.031059641892111963	False	False	-0.026080326333061878	-2.0684440949916904e-05	2.068444094991545e-05	True
individual_CC_FOURIER_1_plus	B	BOND|B|S1-O2	bonds	1.4806664390483129	-0.026749760721457516	3.126624794964386e-05	0.005	0.031749760721457514	False	False	-0.02668722822555823	6.253249589928772e-05	-6.253249589928747e-05	True
individual_CC_FOURIER_1_plus	A	BOND|A|S1-O3	bonds	1.4813346426421938	-0.029070129905947928	5.447642924230536e-05	0.005	0.034070129905947925	False	False	-0.028961177047463316	0.00010895285848461072	-0.00010895285848461222	True
individual_CC_FOURIER_1_plus	B	BOND|B|S1-O3	bonds	1.4823240170020167	-0.02932586961957817	-7.253998909747992e-05	0.005	0.03432586961957817	False	False	-0.02947094959777313	-0.00014507997819495985	0.0001450799781949584	True
individual_CC_FOURIER_1_plus	A	BOND|A|S1-C2	bonds	1.8736790713925773	-0.10442979261240293	4.817972515301161e-05	0.005	0.10942979261240293	True	True	-0.10433343316209691	9.635945030602321e-05	-9.635945030601889e-05	True
individual_CC_FOURIER_1_plus	B	BOND|B|S1-C2	bonds	1.8779260960849893	-0.10068060525356004	-0.00024908836890456863	0.005	0.10568060525356004	True	True	-0.10117878199136918	-0.0004981767378091373	0.0004981767378091362	True
individual_CC_FOURIER_1_plus	A	BOND|A|F1-C1	bonds	1.3595551426661177	0.006032455246079316	-4.066306856742763e-06	0.005	0.011032455246079317	False	False	0.00602432263236583	-8.132613713485526e-06	-8.132613713485518e-06	True
individual_CC_FOURIER_1_plus	B	BOND|B|F1-C1	bonds	1.3609327811824499	0.005805030997336091	5.493015823614975e-05	0.005	0.010805030997336092	False	False	0.005914891313808391	0.0001098603164722995	0.00010986031647229957	True
individual_CC_FOURIER_1_plus	A	BOND|A|F2-C1	bonds	1.3774984810535549	-0.009230855726468201	-6.110144533728708e-05	0.005	0.014230855726468202	False	False	-0.009353058617142775	-0.00012220289067457415	0.0001222028906745741	True
individual_CC_FOURIER_1_plus	B	BOND|B|F2-C1	bonds	1.361694349976532	0.003761666180506884	5.786993670108469e-05	0.005	0.008761666180506885	False	False	0.0038774060539090533	0.00011573987340216938	0.00011573987340216928	True
individual_CC_FOURIER_1_plus	A	BOND|A|F3-C2	bonds	1.375531096363811	-0.0240095301631027	-2.788237245134244e-05	0.005	0.0290095301631027	False	False	-0.024065294908005384	-5.576474490268488e-05	5.576474490268449e-05	True
individual_CC_FOURIER_1_plus	B	BOND|B|F3-C2	bonds	1.3737307862856514	-0.02089804406329554	-3.201354173591895e-05	0.005	0.02589804406329554	False	False	-0.02096207114676738	-6.40270834718379e-05	6.40270834718383e-05	True
individual_CC_FOURIER_1_plus	A	BOND|A|F4-C2	bonds	1.3712622667249406	-0.01461903729287295	3.294964067979791e-05	0.005	0.01961903729287295	False	False	-0.014553138011513353	6.589928135959582e-05	-6.589928135959655e-05	True
individual_CC_FOURIER_1_plus	B	BOND|B|F4-C2	bonds	1.3746418065114232	-0.02205963693614743	2.838635896549313e-05	0.005	0.027059636936147432	False	False	-0.022002864218216445	5.677271793098626e-05	-5.677271793098557e-05	True
individual_CC_FOURIER_1_plus	A	BOND|A|F5-C3	bonds	1.3493720025730402	0.010698904702354683	-0.00010623721587352151	0.005	0.015698904702354684	False	False	0.01048643027060764	-0.00021247443174704302	-0.00021247443174704332	True
individual_CC_FOURIER_1_plus	B	BOND|B|F5-C3	bonds	1.3601883799422818	0.004084868184351498	-1.2580771160846993e-06	0.005	0.009084868184351499	False	False	0.004082352030119328	-2.5161542321693987e-06	-2.5161542321697206e-06	True
individual_CC_FOURIER_1_plus	A	BOND|A|F6-C3	bonds	1.3764797496427925	-0.008515701225140004	-7.653440649399848e-05	0.005	0.013515701225140005	False	False	-0.008668770038128002	-0.00015306881298799696	0.00015306881298799736	True
individual_CC_FOURIER_1_plus	B	BOND|B|F6-C3	bonds	1.3700696599680562	-0.0024912806564183487	-9.17271823372042e-05	0.005	0.007491280656418349	False	False	-0.002674735021092757	-0.0001834543646744084	0.0001834543646744083	True
individual_CC_FOURIER_1_plus	A	BOND|A|F7-C4	bonds	1.330175822145935	0.01643273077393781	6.101638590606662e-05	0.005	0.02143273077393781	False	False	0.016554763545749942	0.00012203277181213323	0.00012203277181213265	True
individual_CC_FOURIER_1_plus	B	BOND|B|F7-C4	bonds	1.3403759103553696	0.008485827134460555	-5.6546393456901714e-05	0.005	0.013485827134460556	False	False	0.008372734347546752	-0.00011309278691380343	-0.00011309278691380362	True
individual_CC_FOURIER_1_plus	A	BOND|A|F8-C4	bonds	1.3572512969131418	-0.0034453906866040995	-2.974761272547788e-06	0.005	0.0084453906866041	False	False	-0.003451340209149195	-5.949522545095576e-06	5.94952254509562e-06	True
individual_CC_FOURIER_1_plus	B	BOND|B|F8-C4	bonds	1.3559843534831049	-0.0020621055111986752	-9.476844742530659e-05	0.005	0.007062105511198675	False	False	-0.0022516424060492883	-0.00018953689485061317	0.000189536894850613	True
individual_CC_FOURIER_1_plus	A	BOND|A|F9-C4	bonds	1.351186931996573	0.0005750218207176694	-6.0575440370532264e-05	0.005	0.0055750218207176695	False	False	0.00045387093997660484	-0.00012115088074106453	-0.00012115088074106454	True
individual_CC_FOURIER_1_plus	B	BOND|B|F9-C4	bonds	1.3442475330395833	0.005794006790206252	7.184855078456209e-06	0.005	0.010794006790206253	False	False	0.005808376500363165	1.4369710156912418e-05	1.436971015691263e-05	True
individual_CC_FOURIER_1_plus	A	BOND|A|C1-C2	bonds	1.5463338589367104	-0.059583577632589035	2.611266690213192e-05	0.005	0.06458357763258904	True	False	-0.05953135229878477	5.222533380426384e-05	-5.222533380426497e-05	True
