baseline_branch_gap_residual_kcal_mol	branch_gap_weight	variable_id	branch_gap_h_kcal_per_kJmol	branch_gap_2h_kcal_per_kJmol	branch_gap_tight_kcal_per_kJmol	branch_gap_uncertainty
-0.22529106333816173	0.20412414523193154	CC_FOURIER_1	2.9508168069014573e-05	2.7182606920916896e-05	-7.655066980305492e-07	3.259923596023658e-05
-0.22529106333816173	0.20412414523193154	CC_FOURIER_2	-4.360556765448109e-05	1.3967799965541872e-05	1.0434082042820592e-06	0.00010222234352387972
-0.22529106333816173	0.20412414523193154	CC_FOURIER_3	7.663907993560315e-05	5.381558196404512e-05	2.2999616078323015e-06	9.716261638951602e-05
-0.22529106333816173	0.20412414523193154	CC_FOURIER_4	-3.4643307245119104e-05	-3.794930698575172e-05	5.544939440937924e-06	4.349424665215647e-05
