observable_id	kind	source_id	J_raw__R_OG2P1-SG3O1	J_normalized__R_OG2P1-SG3O1	E_raw__R_OG2P1-SG3O1	E_normalized__R_OG2P1-SG3O1	J_raw__R_CG312-SG3O1	J_normalized__R_CG312-SG3O1	E_raw__R_CG312-SG3O1	E_normalized__R_CG312-SG3O1	J_raw__R_CG312-CG312	J_normalized__R_CG312-CG312	E_raw__R_CG312-CG312	E_normalized__R_CG312-CG312	J_raw__TH_CG312-CG312-SG3O1	J_normalized__TH_CG312-CG312-SG3O1	E_raw__TH_CG312-CG312-SG3O1	E_normalized__TH_CG312-CG312-SG3O1	J_raw__CC_FOURIER_1	J_normalized__CC_FOURIER_1	E_raw__CC_FOURIER_1	E_normalized__CC_FOURIER_1	J_raw__CC_FOURIER_2	J_normalized__CC_FOURIER_2	E_raw__CC_FOURIER_2	E_normalized__CC_FOURIER_2	J_raw__CC_FOURIER_3	J_normalized__CC_FOURIER_3	E_raw__CC_FOURIER_3	E_normalized__CC_FOURIER_3	J_raw__CC_FOURIER_4	J_normalized__CC_FOURIER_4	E_raw__CC_FOURIER_4	E_normalized__CC_FOURIER_4
BOND|A|F7-C4	bond	GEO_A	-0.01826171136198873	-0.001014539520110485	0.006171529775461624	0.00034286276530342354	0.011351589728869627	0.0006306438738260903	0.003756946334049098	0.00020871924078050543	-0.058259354292045096	-0.003236630794002505	0.004651440491737358	0.00025841336065207546	1.0090298152465316e-05	0.0002802860597907032	3.3751630506173116e-06	9.37545291838142e-05	2.5143562465412828e-05	0.0003389799217003701	5.7405052185638525e-06	7.739221568885151e-05	-1.8217021412469947e-05	-0.0001990189348177439	3.7531028644509016e-05	0.0004100223178269672	0.00012083519483452321	0.000533661924920292	0.00016075729010000923	0.0007099756407661297	-0.00012637174512941662	-0.00016155925549545195	0.0002531814642556175	0.00032367843641390386
BOND|A|F8-C4	bond	GEO_A	-0.01246770315832535	-0.0006926501754625194	0.006235245038928182	0.0003464025021626768	-0.005825750500565441	-0.00032365280558696894	0.0032416782993218577	0.00018009323885121432	-0.04919483352128218	-0.002733046306737899	0.004794037264806173	0.0002663354036003429	-1.1750532054044527e-06	-3.264036681679035e-05	3.580815125277155e-06	9.946708681325429e-05	-1.225836220308807e-06	-1.6526451514154377e-05	1.4304176138860254e-05	0.0001928457239983053	3.401582476803e-06	3.716191060546424e-05	3.387551490959023e-05	0.0003700862364411722	4.867867874125409e-05	0.00021498668028970748	0.00010474771203030897	0.00046261245086452453	0.00015350572941663643	0.00019624854696309094	0.0003289212227656354	0.0004205075099046
BOND|A|F9-C4	bond	GEO_A	2.7386838685750092e-05	1.5214910380972272e-06	0.006486690273122292	0.00036037168184012734	-0.006082788838401854	-0.0003379327132445474	0.0033911110846388485	0.0001883950602577138	-0.050775803338343195	-0.0028208779632412887	0.0023787841891056323	0.0001321546771725351	-6.554906139766281e-06	-0.00018208072610461891	2.5223135586619103e-06	7.00642655183864e-05	-2.4961858133831782e-05	-0.0003365302242807348	2.5015602910019104e-05	0.00033725479941000867	2.915123912816675e-05	0.00031847404844865195	2.063540992780704e-05	0.0002254395606379666	-7.133065751618872e-05	-0.000315027886105941	6.74728326717276e-05	0.00029799001700398094	-0.00012948460321182687	-0.0001655388716172533	0.000215475045469161	0.00027547287479646294
BOND|A|C1-C2	bond	GEO_A	-0.0602948583218188	-0.004102545472273893	0.009709969294562108	0.0006606797274935972	-0.6723915602604436	-0.04575045083310928	0.0047044749046971516	0.00032009897289545956	8.063361910135457	0.5486422858673717	0.005154260325826064	0.00035070299443736746	-0.0008726426635009554	-0.02968790629667476	4.752873320527767e-06	0.0001616960339913971	1.0760477888727138e-05	0.0001776741937041276	2.9766456869405632e-05	0.0004914959426886515	-9.944968569985946e-05	-0.0013306568474192532	0.00019095956935670446	0.0025550775425436027	0.0002005627023837775	0.0010848472037680277	0.00022244344323194083	0.001203200517935492	1.1008799732925567e-05	1.7237229386274648e-05	0.00011219200242184216	0.00017566667829071767
BOND|A|C1-C3	bond	GEO_A	-0.014639146939110503	-0.000996067785290193	0.00878263396318145	0.0005975825502064483	-0.09241272321225402	-0.0062878893780854775	0.004228595127701142	0.00028771945532463534	8.196260396536758	0.5576848825137993	0.0008085593401306438	5.501549472448743e-05	-0.0001768482559806328	-0.006016499847967415	4.730783822219015e-06	0.0001609445339979177	4.60333544183289e-05	0.0007600906961893694	0.00011467345327069045	0.0018934580378147119	-7.40827502510033e-05	-0.0009912421361959844	0.0001271567676373412	0.0017013831905208937	0.00019575415613148905	0.0010588376920593028	0.0004024025645828652	0.0021766025875612376	0.00045880430634692715	0.0007183812280878814	0.0006974309596526544	0.0010920152718072655
BOND|A|C3-C4	bond	GEO_A	-0.0011420506035308975	-0.00010989387056278973	0.005354369165928235	0.0005152244132148832	-0.04129496472549121	-0.003973609833406409	0.009799133344530107	0.000942922045714916	-0.5883101229046117	-0.05661016797099324	0.01724929948309747	0.0016598146166498	-2.2154780203287316e-05	-0.001065922359517077	1.6062931218983855e-06	7.728281386045645e-05	3.4335994764100874e-05	0.0008017840744030389	0.00020727659867210017	0.004840141576019718	-2.7029253891752703e-05	-0.0005114600464834631	0.00013205414710555275	0.0024987896627641777	-7.475762362485483e-05	-0.0005718589029174242	0.00010380986610760147	0.0007940942109422617	0.0001460119707696883	0.0003233187941782756	0.0003079619061622151	0.0006819295132333156
ANGLE|A|S1-C2-F3	angle	GEO_A	-14.294697347693841	-0.007183355696058937	0.8063456015257516	0.0004052039108506584	-58.7005617801708	-0.02949814218301564	0.9224064603145015	0.0004635266868277349	96.06675486321592	0.04827536071338441	0.06792901577121531	3.41356148017054e-05	-0.06942740436142714	-0.017444291699631655	0.00035295419915956953	8.868307930247465e-05	0.018279525296307497	0.002229138176661316	0.008266199227510086	0.0010080404154506793	-0.019582019407451412	-0.0019350821974367645	0.00497440455737267	0.0004915673660377076	0.03687673402694713	0.0014731607349390344	0.006075188757590797	0.00024269311725072873	0.0040707755449176375	4.7074306341018935e-05	0.019013324300702576	0.0002198694186934155
ANGLE|A|S1-C2-F4	angle	GEO_A	-20.967624148930497	-0.010536627582908702	0.5110513444313785	0.0002568129633462979	-65.66388532721135	-0.032997343925345965	2.2326914696945845	0.0011219696784248625	121.16929455356029	0.0608898615373051	0.7259489168815949	0.0003648030567062348	-0.07225409025536322	-0.018154523253448046	0.0020076483932045274	0.0005044406387287364	-0.02543581009810225	-0.003101827559791208	0.011983638245185035	0.0014613719489223662	0.019054994954075255	0.0018830019897665602	0.003610097579312094	0.0003567474534356819	-0.021465159072420192	-0.000857495392395725	0.017228258365133056	0.0006882386530312831	-0.00981926436658398	-0.0001135496304661469	0.02793875023332986	0.0003230827327021279
ANGLE|A|S1-C2-C1	angle	GEO_A	-3.5565003676580886	-0.0025274947536789876	0.7059531789434508	0.0005016990782142137	-95.09755999984293	-0.06758289305212385	1.5071387540504324	0.0010710768733695143	-187.5191844451507	-0.1332640815137532	0.7563215028808937	0.000537494287364528	0.3283696212175826	0.11668106412168176	0.004089638112492926	0.001453189625364497	0.004054044426169412	0.0006991583968698606	0.008195781409115092	0.0014134402065512199	0.0303885870977183	0.0042468551343780156	0.015057108798793491	0.002104255772254901	-0.08961863610736032	-0.005063035958713469	0.10009265828685442	0.005654769477884776	-0.045158855873239645	-0.0007385241483682539	0.05204027576963103	0.000851062313259149
ANGLE|A|F1-C1-F2	angle	GEO_A	0.9286161518176073	0.0003810158222490656	0.4562646160392063	0.0001872076395645956	8.65206766291493	0.003549986362274232	0.24685260785640503	0.00010128485184393814	25.549274857880278	0.01048299445232421	0.4937342259218923	0.00020258160672084147	0.02291350297917205	0.004700762075442783	0.0005771350006316898	0.00011840067954018804	0.009691031942011819	0.0009649314730343457	0.009014370729495702	0.0008975566357161605	0.005876674002394111	0.0004741632718703613	0.00585566877783771	0.0004724684516373558	3.230923724117929e-05	1.0538499023093025e-06	0.00902395198855931	0.00029433969148198784	-0.011352598464497987	-0.00010719053047802282	0.022302468149833672	0.00021057852080524477
ANGLE|A|F1-C1-C2	angle	GEO_A	-8.932987087639788	-0.0022444974565750614	0.6709054704416934	0.00016857134206454337	-16.652994663374443	-0.004184222343500293	0.8763979660095247	0.0002202032742639575	61.22357245087784	0.015383001374598589	1.3357152247002928	0.0003356110778103125	-0.07136784954636965	-0.008965923448478939	0.001098123914695954	0.00013795700751373938	0.028074284585812848	0.0017117911580923637	0.0015059965796318255	9.182608451699788e-05	-0.04311274235178075	-0.0021301863324643417	0.010967783921883804	0.0005419145740529312	0.05221912049705679	0.001043031059544221	0.04932332124056588	0.0009851900132382932	-0.04778601477646305	-0.00027629790362823756	0.061264031324277934	0.0003542275601323027
ANGLE|A|F1-C1-C3	angle	GEO_A	5.29609110580509	0.001330692958598023	0.8725752802010109	0.00021924278831560474	14.665581409339268	0.003684865974787114	0.46211959095428634	0.00011611191602029419	28.955597621532547	0.007275367643267478	1.6275751807523557	0.00040894365095836625	-0.014855514956543914	-0.0018662942870594306	0.00136097326510137	0.00017097869962295968	-0.028387002063112732	-0.0017308586791537342	0.018848339365557968	0.001149251749303381	-0.02463793917272028	-0.0012173524211838672	0.01274637959243083	0.0006297943975507058	0.01853313709503368	0.00037018313286223977	0.03082764902408839	0.0006157552084138332	-0.02797835262562387	-0.00016177034669229314	0.022800486064123476	0.00013183201258132714
ANGLE|A|F2-C1-C2	angle	GEO_A	0.6851913038019575	0.00017216079275193263	0.8570401245994449	0.00021533943360422728	-10.509633380962669	-0.002640644743094502	0.9792916703439021	0.000246056290215995	1.0028556098546915	0.000251976952787201	1.2496710265519857	0.00031399165957963614	0.11601367738852986	0.014574766607844387	0.0017622051471665164	0.00022138535139334673	0.02501796324480665	0.0015254361387211043	0.012424610582346084	0.000757573660429041	0.015114696406612893	0.0007468121476012948	0.003886191155740534	0.00019201541896256472	-0.052028361441358584	-0.0010392208149807612	0.029408039252157993	0.0005873997502892686	0.007891761197598157	4.5630025542641226e-05	0.019480603704459996	0.00011263651070576187
ANGLE|A|F2-C1-C3	angle	GEO_A	4.8393856055284346	0.0012159413840442943	1.4658512110045878	0.00036830897465078036	17.254011192548546	0.004335233428354246	1.1814140984342665	0.00029684146110170174	18.018973355978574	0.004527437403726665	0.26992607688240344	6.782147864784522e-05	0.050595903148867194	0.006356349495225522	4.906920269825952e-05	6.1645505345462725e-06	0.01774917997089176	0.0010822320064717299	0.013443447367933492	0.0008196958418786479	0.024011398108072513	0.0011863952345184912	0.00230588560497771	0.00011393304466392639	-0.05165585419774743	-0.0010317803100221695	0.008511656957648292	0.00017001287058278242	0.05574933565846152	0.0003223416860174498	0.08198995015577032	0.0004740644611732941
