geometry	class	unit	term	qm	baseline	candidate	baseline_minus_qm	candidate_minus_qm	candidate_minus_baseline	abs_error_change
GEO_B_REVISED_10nm	bonds	angstrom	C1-C2(14-15)	1.5414727177177037	1.4897810340782536	1.5486860204009336	-0.05169168363945009	0.00721330268322995	0.05890498632268004	-0.04447838095622014
GEO_B_REVISED_10nm	bonds	angstrom	C1-C3(14-16)	1.5582651596570543	1.5236943502418367	1.5172329092832557	-0.03457080941521751	-0.04103225037379854	-0.006461440958581033	0.006461440958581033
GEO_B_REVISED_10nm	bonds	angstrom	C3-C4(16-17)	1.545069010019299	1.4948014653577615	1.4939887975969728	-0.05026754466153749	-0.05108021242232619	-0.000812667760788699	0.000812667760788699
GEO_B_REVISED_10nm	angles	degree	S1-C2-F3	109.47537283316586	108.0073502475959	107.79932514354306	-1.468022585569969	-1.6760476896228056	-0.2080251040528367	0.2080251040528367
GEO_B_REVISED_10nm	angles	degree	S1-C2-F4	109.71820108431614	107.23681570043424	106.98358455149457	-2.4813853838819	-2.734616532821562	-0.2532311489396619	0.2532311489396619
GEO_B_REVISED_10nm	angles	degree	S1-C2-C1	116.91210244206768	111.87182320632627	108.68418002003432	-5.040279235741409	-8.227922422033359	-3.1876431862919503	3.1876431862919503
GEO_B_REVISED_10nm	angles	degree	F1-C1-F2	108.74266895623758	102.69638907824621	102.84582015043078	-6.046279877991367	-5.896848805806798	0.1494310721845693	-0.1494310721845693
GEO_B_REVISED_10nm	angles	degree	F1-C1-C2	110.38735878107522	112.70645723213002	112.17425346184719	2.319098451054799	1.7868946807719652	-0.5322037702828339	-0.5322037702828339
GEO_B_REVISED_10nm	angles	degree	F1-C1-C3	104.5121831407152	105.035192958096	105.89282801868077	0.5230098173808102	1.3806448779655796	0.8576350605847693	0.8576350605847693
GEO_B_REVISED_10nm	angles	degree	F2-C1-C2	109.60661113251722	111.10022006512526	110.96430637440244	1.4936089326080406	1.3576952418852244	-0.13591369072281623	-0.13591369072281623
GEO_B_REVISED_10nm	angles	degree	F2-C1-C3	106.15292052824611	109.16460420827013	110.02143960537194	3.0116836800240208	3.868519077125825	0.8568353971018041	0.8568353971018041
