observable_id	kind	block	family	geometry	source_id	unit	row_weight	observable_scale	J_h_tight_normalized__R_OG2P1-SG3O1	J_h_tight_normalized__R_CG312-SG3O1	J_h_tight_normalized__R_CG312-CG312	J_h_tight_normalized__R_CG302-CG312	J_h_tight_normalized__TH_OG2P1-SG3O1-OG2P1	J_h_tight_normalized__TH_FGA2-CG312-FGA2	J_h_tight_normalized__TH_CG312-CG312-SG3O1	J_h_tight_normalized__TH_FGA3-CG302-FGA3	J_h_tight_normalized__LAMBDA_CS	J_h_tight_normalized__LAMBDA_CC
ANGLE|B|F3-C2-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.0036770846021370587	0.02151597045903563	-0.008766687493127515	0.0007383766409901577	-0.0031446447686422686	-0.024540263125871938	-0.012269465533368619	0.0003204683707800723	-0.0006454426406297183	-8.391624490936072e-05
ANGLE|B|F4-C2-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.005066346394013511	0.026511296931474373	-0.0038190952459622183	0.001607461185995799	-0.009723046223291626	-0.022481313563107466	-0.011707089421765696	-0.0009892925204867847	-0.0006034169856492082	-0.0006541837162385975
ANGLE|B|F5-C3-F6	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0005061585678959076	0.0008539862308827985	0.010548872644670384	0.002652076732206402	-0.0006913141639742752	0.1713157971916101	-3.073232406066718e-05	-0.0015705409124994497	5.4411990368748326e-05	7.933791943521648e-05
ANGLE|B|F5-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-0.0007336504486589381	-0.000510102933737925	-0.008407308725519062	0.014287362877237933	0.0006206234580966087	-0.016989232353267877	0.0006599516765784487	-0.007022372479790517	-0.00012158646399163131	0.00011898779839626203
ANGLE|B|F5-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	0.0005782970434308338	0.0005576217380795512	0.043202021678850615	-0.001012660319289165	-3.198414623106857e-05	-0.06077323176001868	0.000498857512781207	0.0014178288241619942	-0.00029358851489322713	0.0005503342658078277
ANGLE|B|F6-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	9.28486076148854e-05	-0.000120106449027972	-0.009616694130221643	0.013364273787945613	0.0007484613303569352	-0.02550264196680558	-0.0013469425289841304	-0.00829183967955747	-5.794239255469876e-05	0.00010565783816968827
ANGLE|B|F6-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	0.001788040351176971	0.0033850293601949567	0.053849752308955584	-0.016642860528738913	-0.0014895968322736267	-0.04178610201716074	0.002994349510803674	0.011844892107699652	-0.0006649560359419469	0.0005904213157599911
ANGLE|B|F7-C4-F8	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0005787185633019808	0.0003550656781484784	0.004971653597614087	0.01241536382539754	2.4230633423946568e-05	-0.0001112735118087014	0.0003886481391127049	0.12487378489174315	-0.00021224116211227378	0.0001345335932243315
ANGLE|B|F7-C4-F9	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.00012305733328972818	-0.0002789555306312211	0.0017738125623908182	0.007786252319250182	-3.894103340258518e-05	-0.001782471292737699	0.00018440207876438362	0.12869338358173626	9.693102101167607e-05	-1.3265238712615558e-05
ANGLE|B|F7-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.0008343669894227716	0.00017842698629532926	-0.00088600402361572	-0.0039041631356364764	0.00037833984420262615	0.0014922792425671454	-0.000371380349364736	-0.11198966450394839	0.00028497878543558085	-7.111943496123059e-05
ANGLE|B|F8-C4-F9	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.00039184687815324815	9.635840394875013e-05	0.003255936380478234	0.009925211566193462	-0.00030446838299517546	-0.0005938166647549368	0.00012106727911573996	0.126667880861112	2.968575654577762e-06	4.569217453444918e-05
ANGLE|B|F8-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.00033185680341248026	-0.0004152663724949081	-0.0014173903420467988	-0.014246699048282076	-9.87801821440082e-05	-0.0030447741374759786	-3.489923416997435e-05	-0.10330385934631156	-0.00011334485897587854	5.063724301989745e-05
ANGLE|B|F9-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.0001868623201773567	9.191572267370074e-05	-0.006081205068954814	-0.007487895207113049	-1.648830963651969e-05	0.0035872406559948754	-0.00017693158006028934	-0.10725420669749963	-8.448308522006395e-05	-0.00011598154122691038
ANGLE|B|O1-S1-O2	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.03341731731978026	0.007260536115806862	0.002733597983073991	0.00026223566770135535	0.1000714067906484	-0.001458682356311031	0.004206258717074255	-0.00020844976057843005	-0.0004472373538546386	-2.2325148951517343e-05
ANGLE|B|O1-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.034158158488287196	0.005256039951072052	0.0021317011280391003	2.386403183944717e-05	0.10510033506963179	-0.0028503406193284217	-0.0011726562415802512	-3.9723373267391096e-05	0.00013947180057339732	3.666914253990773e-05
ANGLE|B|O1-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.03901096106117306	-0.005565597809316796	-0.0034591462838345043	0.00012533708813121348	-0.11762663794421307	0.007373788106345975	-0.006160416383895249	-2.9967795090389113e-05	0.003442064815179872	-4.3641704991965126e-05
ANGLE|B|O2-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.03367532078864302	0.006321477792752415	0.002415587145352512	-2.1305559501919787e-05	0.10148618853504655	-0.0015563697017949155	0.0038343468518787682	-5.437954665597288e-05	-4.8648274835318985e-05	3.779055474571038e-05
ANGLE|B|O2-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.03754747801385704	-0.00835585755915989	-0.0012254908526647347	-0.0001382340430284926	-0.12085511364850088	-0.004943646614944083	0.008869751049977375	0.0002969064887702004	-0.000939367555146816	-3.7431136395949834e-05
ANGLE|B|O3-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.040130359651917136	-0.007787231243188998	-0.003687188052033027	-0.0002914047046190368	-0.11504136611481196	0.004271198093818682	-0.010459857757367255	8.270004125047591e-05	-0.002101332736110341	2.0485657325137505e-05
ANGLE|B|C1-C3-C4	angle	angle	CG302-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	-0.0018287265319221493	-0.004222669534502653	-0.08724340838441301	-0.053158900467866387	-0.0007551962306977408	0.006630487303626209	-0.002562141423404961	0.025215486656675272	0.0015546831621364744	-0.0020838561564557865
ANGLE|B|C2-C1-C3	angle	angle	CG312-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	1.4136288093242782e-06	-0.011737546833928459	-0.12757929758437722	-0.018580675937035447	-0.00218707921156448	0.0054875003733528644	0.03422711059355057	0.00743090122886194	0.0002638487344033899	0.0022675146993029168
PES|T_CC_000	profile_energy	PES	T_CC		T_CC_000	kcal/mol	0.20412414523193154	1.0	0.06632170689616086	0.07853857882885902	-0.4739540455062091	-0.09031636481054528	-0.015853988087606224	0.13881111832511392	-0.10897782138633524	0.06768885110315334	0.013631087289675261	0.09962538731638586
PES|T_CC_030	profile_energy	PES	T_CC		T_CC_030	kcal/mol	0.20412414523193154	1.0	0.0381940775466036	0.1298161681997873	-0.26849198358874965	-0.14594575956664133	-0.08361889313899287	0.01002267638431934	-0.10075320901309077	0.10570042420847409	-0.017182662318459583	0.06201813673537796
PES|T_CC_060	profile_energy	PES	T_CC		T_CC_060	kcal/mol	0.20412414523193154	1.0	0.01214979114736385	0.054562939196458035	-0.17535752245796887	-0.07548592142746509	-0.03286607003967505	0.03810679421956093	-0.029400000778504836	0.04712958067529435	-0.003110560162647236	0.008641429665063987
PES|T_CC_090	profile_energy	PES	T_CC		T_CC_090	kcal/mol	0.20412414523193154	1.0	0.07368440435338565	-0.0458035685512636	-0.12428254319265236	0.08334836779204909	0.09157877412450843	-0.04039511426753557	-0.056408467784116505	-0.045636081070971495	-0.020890730481653044	-0.01668791224944604
PES|T_CC_120	profile_energy	PES	T_CC		T_CC_120	kcal/mol	0.20412414523193154	1.0	-0.03411856466263645	-0.01629861650337844	-0.28171084044568534	-0.009944396593274023	-0.06757522182321997	0.16852553976717932	0.059573209271522536	-0.01654755901714845	-0.01605870225797249	-0.00718889577472214
PES|T_CC_150	profile_energy	PES	T_CC		T_CC_150	kcal/mol	0.20412414523193154	1.0	-0.05654454802003891	-0.0145745222249517	-0.19291143879159808	-0.07747888642490455	-0.06023457877667979	0.06261153345780661	0.06108107241332043	0.03162457261052619	-0.014242738353618806	-0.002262000274468447
PES|T_CC_180	profile_energy	PES	T_CC		T_CC_180	kcal/mol	0.20412414523193154	1.0	-0.06607382463132494	-0.07486671096731244	-0.009869527294324344	-0.015531257021124942	0.01215349964607388	-0.20364355455917324	0.055124318478705976	0.0010945401657943303	-0.021993764903215807	0.002129025204412262
PES|T_CC_210	profile_energy	PES	T_CC		T_CC_210	kcal/mol	0.20412414523193154	1.0	-0.061659156265978725	-0.02942182815974659	-0.09279017904124437	0.00283115280797415	-0.04562122382639316	-0.0926501381879223	0.04366718991587967	-0.016696356350633424	-0.011284199953050467	-0.006234087191361361
PES|T_CC_240	profile_energy	PES	T_CC		T_CC_240	kcal/mol	0.20412414523193154	1.0	-0.060134573030042285	-0.030570336614628324	-0.32810264763419617	-0.05353020039184676	-0.07229980434119238	0.12269083374972914	0.03492173218044872	0.02562993728984094	-0.019894826113471712	-0.020797230259218723
PES|T_CC_270	profile_energy	PES	T_CC		T_CC_270	kcal/mol	0.20412414523193154	1.0	-0.014906423853571563	-0.04741235200551625	-0.20411325370614858	-0.051080791883058016	0.008619517916981779	0.08508116471277392	0.03385813789162043	0.03137976466180946	-0.015518495054914653	-0.01885397808372484
PES|T_CC_330	profile_energy	PES	T_CC		T_CC_330	kcal/mol	0.20412414523193154	1.0	0.019883126521717885	0.03278390532401469	-0.12881563009032226	-0.041916288919065015	-0.002765719427673984	0.023287756752306498	-0.09051398655405296	0.0353225723870919	-0.013148451732795196	0.05271365784078539
PES|T_CS_000	profile_energy	PES	T_CS		T_CS_000	kcal/mol	0.19611613513818404	1.0	-0.0907013107506768	-0.1546371733670801	-0.06968511471397609	-0.013227983728718092	0.1895637801145067	0.08371452743907284	-0.002752075652071286	0.0018184300479805633	0.3716455991322838	-0.013768709347721253
PES|T_CS_010	profile_energy	PES	T_CS		T_CS_010	kcal/mol	0.19611613513818404	1.0	-0.0785319915571581	-0.15799080923552897	-0.1085643251652437	-0.022975133335958714	0.1899856903068341	0.09403246659655869	-0.001237170632909566	0.009610156516648649	0.3579302259927161	-0.016050902729967072
PES|T_CS_020	profile_energy	PES	T_CS		T_CS_020	kcal/mol	0.19611613513818404	1.0	-0.04971271203319517	-0.13273594254745089	-0.14048401622306922	-0.0232466361363532	0.16064854980010423	0.09333961441700493	0.0003174877346676487	0.01066669704684184	0.281485192437231	-0.017222064311233586
PES|T_CS_030	profile_energy	PES	T_CS		T_CS_030	kcal/mol	0.19611613513818404	1.0	0.007661037712168046	-0.06466758654445806	-0.1242910939853383	0.03145596342991359	0.11907203471568588	0.07919160974985605	-0.016216680298151456	-0.025438295508192488	0.17375443931949552	-0.012396762565256866
PES|T_CS_040	profile_energy	PES	T_CS		T_CS_040	kcal/mol	0.19611613513818404	1.0	0.027715531294142375	-0.016753183609534275	-0.07733706737243189	0.04133100412691249	0.06814858984246695	0.05274017112360585	-0.022656741191392486	-0.030858059593690843	0.07250490169718717	-0.007107494859641479
PES|T_CS_050	profile_energy	PES	T_CS		T_CS_050	kcal/mol	0.19611613513818404	1.0	0.028088182117588175	0.00475458294659986	-0.04148497355021753	0.028149611999500106	0.02837206943383895	0.02932692140302925	-0.016149261511794417	-0.021175983124810484	0.0056389714235055045	-0.005073728808035884
PES|T_CS_060	profile_energy	PES	T_CS		T_CS_060	kcal/mol	0.19611613513818404	1.0	0.01785635956530127	0.009239002618507814	-0.015353668327990606	0.013689333070460663	0.005334644740336963	0.012910888907266415	-0.005611893807002222	-0.010745963932756992	-0.020526886629439037	-0.003582185589942247
PES|T_CS_070	profile_energy	PES	T_CS		T_CS_070	kcal/mol	0.19611613513818404	1.0	-0.00020198131322291956	-0.001162498838388577	-0.003660004797428506	0.0035511825761093026	0.0006432144827743228	0.006041374765551695	0.006093441402850492	-0.003820951173524713	-0.0035879441767513827	-0.0026681890677887833
PES|T_CS_080	profile_energy	PES	T_CS		T_CS_080	kcal/mol	0.19611613513818404	1.0	-0.023101456676895074	-0.024187698453435106	-0.004057545517126791	-0.00036374189482006234	0.016587671307991617	0.009057938402600637	0.014757889384311447	-0.0023300811690629233	0.052506847455521685	-0.0029326072543587075
PES|T_CS_090	profile_energy	PES	T_CS		T_CS_090	kcal/mol	0.19611613513818404	1.0	-0.04860529469735044	-0.056864941308325485	-0.009308586208730275	-0.00011262313763459087	0.05429802057514322	0.02038939056576112	0.01668961516026664	-0.004849782812623885	0.1371492493955278	-0.0045340046771238365
PES|T_CS_100	profile_energy	PES	T_CS		T_CS_100	kcal/mol	0.19611613513818404	1.0	-0.07292977417112069	-0.09453929615558605	-0.019195912903578524	0.000142220994827499	0.1066169379162434	0.0384222093138382	0.012591147743129945	-0.007439327748651931	0.23420894613753412	-0.007154679742489774
PES|T_CS_110	profile_energy	PES	T_CS		T_CS_110	kcal/mol	0.19611613513818404	1.0	-0.08957290794451402	-0.13086416585389896	-0.038585759070341535	-0.003733189450890814	0.15828172904495114	0.060713295547079785	0.006065993421799005	-0.005706798061817554	0.32195234544859325	-0.010311405777535287
PES|T_CS_120	profile_energy	PES	T_CS		T_CS_120	kcal/mol	0.19611613513818404	1.0	-0.09268563502840559	-0.1557452337177663	-0.06932446032295313	-0.012665398116350408	0.19060669372902472	0.08154793097246263	0.0007614644205972687	0.0011689102207674592	0.37195244578052816	-0.013430587710200566
PES|T_CC_300_ANCHOR_ZERO	profile_anchor	PES	T_CC		T_CC_300	kcal/mol	0.20412414523193154	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB_ENERGY|GEO_B_REVISED-GEO_A	AB_energy	AB_energy	AB_energy		GEO_B_REVISED-GEO_A	kcal/mol	1.0	1.0	-0.309131399384559	-0.29582642412643523	-0.016003198814531494	0.0206238021044447	-0.005207022496415137	-1.018693076874999	0.2301649080861612	-0.07201775583950742	-0.08086178328035265	0.018655099182600665
