state_key	source_id	phase	atom_i_1based	atom_i_name	atom_i_xyz_raw_nm	atom_j_1based	atom_j_name	atom_j_xyz_raw_nm	distance_nm	coordinate_g96_sha256
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	7	F6	"[""5.201427777"",""5.102918687"",""4.869849277""]"	8	F7	"[""5.135139996"",""4.838382593"",""5.092930536""]"	0.35233317052997642	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	7	F6	"[""5.201427777"",""5.102918687"",""4.869849277""]"	9	F8	"[""5.310329752"",""4.893908183"",""4.988054692""]"	0.26366181194203497	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	7	F6	"[""5.201427777"",""5.102918687"",""4.869849277""]"	10	F9	"[""5.236359834"",""5.018651969"",""5.143188003""]"	0.28815826814451373	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	7	F6	"[""5.201427777"",""5.102918687"",""4.869849277""]"	11	O1	"[""4.693724382"",""5.161830157"",""4.954045345""]"	0.51799833634747083	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	7	F6	"[""5.201427777"",""5.102918687"",""4.869849277""]"	12	O2	"[""4.653233644"",""5.037932686"",""5.157376547""]"	0.62242422733634528	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	7	F6	"[""5.201427777"",""5.102918687"",""4.869849277""]"	13	O3	"[""4.789419965"",""5.237557656"",""5.163303199""]"	0.52344368699946375	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	7	F6	"[""5.201427777"",""5.102918687"",""4.869849277""]"	14	C1	"[""4.997990816"",""5.102175200"",""4.988097806""]"	0.23530802044235261	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	7	F6	"[""5.201427777"",""5.102918687"",""4.869849277""]"	15	C2	"[""4.890050886"",""5.023976960"",""5.054447330""]"	0.37049130311244738	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	7	F6	"[""5.201427777"",""5.102918687"",""4.869849277""]"	16	C3	"[""5.114906092"",""5.019867477"",""4.935566800""]"	0.13675634642296805	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	7	F6	"[""5.201427777"",""5.102918687"",""4.869849277""]"	17	C4	"[""5.195302944"",""4.945562067"",""5.037366253""]"	0.22991423767415273	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	8	F7	"[""5.135139996"",""4.838382593"",""5.092930536""]"	9	F8	"[""5.310329752"",""4.893908183"",""4.988054692""]"	0.21159745841313826	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	8	F7	"[""5.135139996"",""4.838382593"",""5.092930536""]"	10	F9	"[""5.236359834"",""5.018651969"",""5.143188003""]"	0.21276352252543576	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	8	F7	"[""5.135139996"",""4.838382593"",""5.092930536""]"	11	O1	"[""4.693724382"",""5.161830157"",""4.954045345""]"	0.56458406567989272	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	8	F7	"[""5.135139996"",""4.838382593"",""5.092930536""]"	12	O2	"[""4.653233644"",""5.037932686"",""5.157376547""]"	0.52555424082397906	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	8	F7	"[""5.135139996"",""4.838382593"",""5.092930536""]"	13	O3	"[""4.789419965"",""5.237557656"",""5.163303199""]"	0.5327432612932862	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	8	F7	"[""5.135139996"",""4.838382593"",""5.092930536""]"	14	C1	"[""4.997990816"",""5.102175200"",""4.988097806""]"	0.31525598862159859	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	8	F7	"[""5.135139996"",""4.838382593"",""5.092930536""]"	15	C2	"[""4.890050886"",""5.023976960"",""5.054447330""]"	0.3098304343455644	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	8	F7	"[""5.135139996"",""4.838382593"",""5.092930536""]"	16	C3	"[""5.114906092"",""5.019867477"",""4.935566800""]"	0.24105916161691962	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	8	F7	"[""5.135139996"",""4.838382593"",""5.092930536""]"	17	C4	"[""5.195302944"",""4.945562067"",""5.037366253""]"	0.13488665428526017	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	9	F8	"[""5.310329752"",""4.893908183"",""4.988054692""]"	10	F9	"[""5.236359834"",""5.018651969"",""5.143188003""]"	0.21236502795037426	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	9	F8	"[""5.310329752"",""4.893908183"",""4.988054692""]"	11	O1	"[""4.693724382"",""5.161830157"",""4.954045345""]"	0.67315748688420629	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	9	F8	"[""5.310329752"",""4.893908183"",""4.988054692""]"	12	O2	"[""4.653233644"",""5.037932686"",""5.157376547""]"	0.69367733363126838	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	9	F8	"[""5.310329752"",""4.893908183"",""4.988054692""]"	13	O3	"[""4.789419965"",""5.237557656"",""5.163303199""]"	0.64819287692113126	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	9	F8	"[""5.310329752"",""4.893908183"",""4.988054692""]"	14	C1	"[""4.997990816"",""5.102175200"",""4.988097806""]"	0.37540746285936788	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	9	F8	"[""5.310329752"",""4.893908183"",""4.988054692""]"	15	C2	"[""4.890050886"",""5.023976960"",""5.054447330""]"	0.44492717869008741	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	9	F8	"[""5.310329752"",""4.893908183"",""4.988054692""]"	16	C3	"[""5.114906092"",""5.019867477"",""4.935566800""]"	0.23835085365774952	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	9	F8	"[""5.310329752"",""4.893908183"",""4.988054692""]"	17	C4	"[""5.195302944"",""4.945562067"",""5.037366253""]"	0.13539172921272244	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	10	F9	"[""5.236359834"",""5.018651969"",""5.143188003""]"	11	O1	"[""4.693724382"",""5.161830157"",""4.954045345""]"	0.59222307651890105	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	10	F9	"[""5.236359834"",""5.018651969"",""5.143188003""]"	12	O2	"[""4.653233644"",""5.037932686"",""5.157376547""]"	0.58361735263166215	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	10	F9	"[""5.236359834"",""5.018651969"",""5.143188003""]"	13	O3	"[""4.789419965"",""5.237557656"",""5.163303199""]"	0.49807586511775259	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	10	F9	"[""5.236359834"",""5.018651969"",""5.143188003""]"	14	C1	"[""4.997990816"",""5.102175200"",""4.988097806""]"	0.29639313093333047	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	10	F9	"[""5.236359834"",""5.018651969"",""5.143188003""]"	15	C2	"[""4.890050886"",""5.023976960"",""5.054447330""]"	0.35753762045204351	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	10	F9	"[""5.236359834"",""5.018651969"",""5.143188003""]"	16	C3	"[""5.114906092"",""5.019867477"",""4.935566800""]"	0.24053908796839574	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	10	F9	"[""5.236359834"",""5.018651969"",""5.143188003""]"	17	C4	"[""5.195302944"",""4.945562067"",""5.037366253""]"	0.13500386944048751	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	11	O1	"[""4.693724382"",""5.161830157"",""4.954045345""]"	12	O2	"[""4.653233644"",""5.037932686"",""5.157376547""]"	0.24152362387713797	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	11	O1	"[""4.693724382"",""5.161830157"",""4.954045345""]"	13	O3	"[""4.789419965"",""5.237557656"",""5.163303199""]"	0.24224192075524412	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	11	O1	"[""4.693724382"",""5.161830157"",""4.954045345""]"	14	C1	"[""4.997990816"",""5.102175200"",""4.988097806""]"	0.31192362343032715	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	11	O1	"[""4.693724382"",""5.161830157"",""4.954045345""]"	15	C2	"[""4.890050886"",""5.023976960"",""5.054447330""]"	0.26005414568493834	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	11	O1	"[""4.693724382"",""5.161830157"",""4.954045345""]"	16	C3	"[""5.114906092"",""5.019867477"",""4.935566800""]"	0.44484704334931052	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	11	O1	"[""4.693724382"",""5.161830157"",""4.954045345""]"	17	C4	"[""5.195302944"",""4.945562067"",""5.037366253""]"	0.5525353511949983	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	12	O2	"[""4.653233644"",""5.037932686"",""5.157376547""]"	13	O3	"[""4.789419965"",""5.237557656"",""5.163303199""]"	0.24172705243506498	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	12	O2	"[""4.653233644"",""5.037932686"",""5.157376547""]"	14	C1	"[""4.997990816"",""5.102175200"",""4.988097806""]"	0.38940968196107112	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	12	O2	"[""4.653233644"",""5.037932686"",""5.157376547""]"	15	C2	"[""4.890050886"",""5.023976960"",""5.054447330""]"	0.25859542167042837	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	12	O2	"[""4.653233644"",""5.037932686"",""5.157376547""]"	16	C3	"[""5.114906092"",""5.019867477"",""4.935566800""]"	0.51251084367331223	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	12	O2	"[""4.653233644"",""5.037932686"",""5.157376547""]"	17	C4	"[""5.195302944"",""4.945562067"",""5.037366253""]"	0.56282672992929128	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	13	O3	"[""4.789419965"",""5.237557656"",""5.163303199""]"	14	C1	"[""4.997990816"",""5.102175200"",""4.988097806""]"	0.30418273950988844	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	13	O3	"[""4.789419965"",""5.237557656"",""5.163303199""]"	15	C2	"[""4.890050886"",""5.023976960"",""5.054447330""]"	0.25998633845049979	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	13	O3	"[""4.789419965"",""5.237557656"",""5.163303199""]"	16	C3	"[""5.114906092"",""5.019867477"",""4.935566800""]"	0.45298355415180291	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	13	O3	"[""4.789419965"",""5.237557656"",""5.163303199""]"	17	C4	"[""5.195302944"",""4.945562067"",""5.037366253""]"	0.51561859063185289	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	14	C1	"[""4.997990816"",""5.102175200"",""4.988097806""]"	15	C2	"[""4.890050886"",""5.023976960"",""5.054447330""]"	0.14889006871691962	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	14	C1	"[""4.997990816"",""5.102175200"",""4.988097806""]"	16	C3	"[""5.114906092"",""5.019867477"",""4.935566800""]"	0.15232612914064647	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	14	C1	"[""4.997990816"",""5.102175200"",""4.988097806""]"	17	C4	"[""5.195302944"",""4.945562067"",""5.037366253""]"	0.25668488298642717	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	15	C2	"[""4.890050886"",""5.023976960"",""5.054447330""]"	16	C3	"[""5.114906092"",""5.019867477"",""4.935566800""]"	0.25438028997725171	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	15	C2	"[""4.890050886"",""5.023976960"",""5.054447330""]"	17	C4	"[""5.195302944"",""4.945562067"",""5.037366253""]"	0.31562553374040664	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	LBFGS_FINAL	16	C3	"[""5.114906092"",""5.019867477"",""4.935566800""]"	17	C4	"[""5.195302944"",""4.945562067"",""5.037366253""]"	0.14949273025092949	fb63d36a1d7d78f1a5c4f7aeaf513eeb23794b4874de4861604351bdac6c5e42
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	0.29552111890641986	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	3	F2	"[""5.045597080"",""5.200177591"",""5.070390201""]"	0.3102755312895577	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	4	F3	"[""4.851889946"",""4.915261220"",""4.983625350""]"	0.25501842473348296	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	5	F4	"[""4.928487705"",""4.972422517"",""5.173400395""]"	0.25377038023001935	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	6	F5	"[""5.076804693"",""4.933063799"",""4.837455488""]"	0.45536827705169253	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	7	F6	"[""5.201427677"",""5.102918655"",""4.869849303""]"	0.50462805563556656	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	8	F7	"[""5.135140042"",""4.838382560"",""5.092930326""]"	0.48328461436709469	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	9	F8	"[""5.310329787"",""4.893908318"",""4.988054631""]"	0.61765873640519431	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	10	F9	"[""5.236359742"",""5.018651888"",""5.143188091""]"	0.50569075287640963	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	11	O1	"[""4.693724432"",""5.161830150"",""4.954045222""]"	0.14532613569023234	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	12	O2	"[""4.653233626"",""5.037932816"",""5.157376446""]"	0.14538632736780241	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	13	O3	"[""4.789419893"",""5.237557696"",""5.163303163""]"	0.14529591027998506	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	14	C1	"[""4.997990805"",""5.102175241"",""4.988097834""]"	0.27140444388720802	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	15	C2	"[""4.890050950"",""5.023976874"",""5.054447420""]"	0.17844277795193914	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	16	C3	"[""5.114906021"",""5.019867502"",""4.935566848""]"	0.41189298741799085	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	1	S1	"[""4.745208128"",""5.123770344"",""5.084508113""]"	17	C4	"[""5.195302951"",""4.945562097"",""5.037366232""]"	0.48638039221830603	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	3	F2	"[""5.045597080"",""5.200177591"",""5.070390201""]"	0.21337957548761047	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	4	F3	"[""4.851889946"",""4.915261220"",""4.983625350""]"	0.29540294860992966	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	5	F4	"[""4.928487705"",""4.972422517"",""5.173400395""]"	0.35604311967425029	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	6	F5	"[""5.076804693"",""4.933063799"",""4.837455488""]"	0.27321536761671328	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	7	F6	"[""5.201427677"",""5.102918655"",""4.869849303""]"	0.25833002897843099	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	8	F7	"[""5.135140042"",""4.838382560"",""5.092930326""]"	0.43626716080565425	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	9	F8	"[""5.310329787"",""4.893908318"",""4.988054631""]"	0.46600779332749825	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	10	F9	"[""5.236359742"",""5.018651888"",""5.143188091""]"	0.4162818523359324	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	11	O1	"[""4.693724432"",""5.161830150"",""4.954045222""]"	0.2697803596427763	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	12	O2	"[""4.653233626"",""5.037932816"",""5.157376446""]"	0.42998870010850554	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	13	O3	"[""4.789419893"",""5.237557696"",""5.163303163""]"	0.33334512314256498	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	14	C1	"[""4.997990805"",""5.102175241"",""4.988097834""]"	0.13666432989523519	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
tight_audit__R_CG312-SG3O1_+1h	GEO_B_REVISED	CG_FINAL	2	F1	"[""4.952948521"",""5.172824430"",""4.880130136""]"	15	C2	"[""4.890050950"",""5.023976874"",""5.054447420""]"	0.23769353139286295	c8cade5b75d22ee6a66d79c58800cc697b51aa9413cf6d0d30e7c102702bdf2f
