observable_id	kind	block	family	geometry	source_id	unit	row_weight	observable_scale	J_h_raw__R_OG2P1-SG3O1	J_h_raw__R_CG312-SG3O1	J_h_raw__R_CG312-CG312	J_h_raw__R_CG302-CG312	J_h_raw__TH_OG2P1-SG3O1-OG2P1	J_h_raw__TH_FGA2-CG312-FGA2	J_h_raw__TH_CG312-CG312-SG3O1	J_h_raw__TH_FGA3-CG302-FGA3	J_h_raw__LAMBDA_CS	J_h_raw__LAMBDA_CC
BOND|B|F7-C4	bond	bond	CG302-FGA3	B	GEO_B_REVISED	angstrom	0.16666666666666666	0.03	-0.012635653183212803	0.0036193219827840295	-0.10191827626182537	-0.11659143402042993	5.241771443009746e-06	8.911245836162873e-05	6.3488289623325755e-06	-0.001231605641613509	0.00018282675450231878	-1.544862891611487e-05
BOND|B|F8-C4	bond	bond	CG302-FGA3	B	GEO_B_REVISED	angstrom	0.16666666666666666	0.03	-0.013044131443873397	-0.0015061769490509747	-0.05037679400010653	-0.2338558367850352	1.2997517117030455e-06	1.4369468358199633e-05	-9.843615150328944e-06	-0.0010678420410745737	0.00011590343128364822	1.0793833560285293e-05
BOND|B|F9-C4	bond	bond	CG302-FGA3	B	GEO_B_REVISED	angstrom	0.16666666666666666	0.03	-0.0043693432520974795	-0.0016840739163193064	-0.0452033866984447	-0.13469883994488008	1.791940589357388e-05	3.466980611821491e-05	9.445613528002994e-07	-0.0012002133458216546	-0.0001409406289942794	1.1293138906243172e-05
BOND|B|C1-C2	bond	bond	CG312-CG312	B	GEO_B_REVISED	angstrom	0.20412414523193154	0.03	-0.07839326808734004	-0.7518158484310922	8.036903745585521	-0.11973603237747099	0.00020999011298372672	0.0005000571553541722	-0.0009615248133595378	-6.645389882264929e-06	1.2361763790380564e-05	5.7138546813995106e-05
BOND|B|C1-C3	bond	bond	CG312-CG312	B	GEO_B_REVISED	angstrom	0.20412414523193154	0.03	-0.019925494076922234	-0.091710020339697	8.040923951142641	-0.49486872351767186	3.447535488843023e-05	0.0006043786477917257	-7.017603837899955e-05	0.0003415296914627275	-0.0001812103101306306	-0.00014979340799081697
BOND|B|C3-C4	bond	bond	CG302-CG312	B	GEO_B_REVISED	angstrom	0.2886751345948129	0.03	-0.003961002165930871	9.972044856532136e-05	-0.5790533690023247	9.080732430164606	6.783991450265425e-06	0.0002077353102288848	-4.631428747925437e-05	0.0009651824228094075	-0.000385768884976212	2.791166265447842e-05
ANGLE|B|S1-C2-F3	angle	angle	FGA2-CG312-SG3O1	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	-10.791672121740703	-51.92112320142428	115.88943710593469	1.4262450935476068	-0.010655204555831688	-0.15658785953161214	-0.06634983728179833	-0.00018237866743930908	0.11763499386304943	-0.04130542803366666
ANGLE|B|S1-C2-F4	angle	angle	FGA2-CG312-SG3O1	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	-17.557951174516973	-68.86194111664423	126.2468885404715	3.2483659209390225	0.0325286244062184	-0.16470916094831978	-0.06764425971113752	-0.0085427192571359	-0.06267327729872818	0.03328797804428518
ANGLE|B|S1-C2-C1	angle	angle	CG312-CG312-SG3O1	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	-12.263652159958838	-98.94132549919732	-183.49860549498942	-9.168857125445129	0.08597235033147399	-0.08257429472806166	0.31674022019524983	0.007276360911262714	0.023612484413746415	0.06880332741189932
ANGLE|B|F1-C1-F2	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.5365646293356008	6.984943976199531	23.04360863314514	10.354331595976873	-0.011567951540065735	0.8430548247116718	-0.007839751076019752	-0.00592224034669897	-0.01459813037243407	-0.14886297975749585
ANGLE|B|F1-C1-C2	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-8.179440371627322	-32.24950371210156	56.98932964525483	15.623630327802118	0.055259907855990775	-0.21254828367882084	-0.12127255361551903	-0.00265672583450538	0.14571204613730515	-0.07600266457600924
ANGLE|B|F1-C1-C3	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	6.074931951182805	28.781114179906808	30.0957669584605	14.8493639827052	-0.020418971367327288	-0.2096017556518177	0.04615659470865552	-0.010507487829094941	-0.10756313353724067	0.031745185704750156
ANGLE|B|F2-C1-C2	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-2.0241441485779887	-0.5288500447235833	45.39891098145432	16.040005985971106	0.004027078865640021	-0.19029184727082793	-0.054037818953212025	-0.024947100880595485	-0.0754425236502243	-0.11696631889719811
ANGLE|B|F2-C1-C3	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	7.25716457399983	21.51691079653517	43.65647130381234	-29.89447542154977	-0.024149590652093877	-0.15446451394893757	0.037124960365616744	0.01587423327492843	0.04483833020671568	0.19990551427980563
ANGLE|B|F3-C2-F4	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	4.305642435134871	29.871739362327787	18.26329142753025	-1.8853607808964057	-0.009547010875870399	0.8348073002371947	-0.018703651151852796	0.005409156678034321	0.07454816028413802	-0.01114546703362862
ANGLE|B|F3-C2-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	14.436041338946382	83.81935370268678	-35.881893603004755	3.3830117384638925	-0.026041812878368376	-0.19094967747994218	-0.0994982406333591	0.0016143407141768762	-0.03082790844956662	-0.0027605191804980223
ANGLE|B|F4-C2-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	20.67630350919103	104.17786144495267	-12.169878921277189	3.615084596169993	-0.07552327530984826	-0.183594617347687	-0.09105113310705093	-0.006184990157642289	-0.11403247004352579	-0.051573478726396615
ANGLE|B|F5-C3-F6	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	1.9765529707314045	2.0094883116570372	25.78350098735882	6.529324946633608	-0.0033225683685245144	0.8354686871618497	6.497777084746303e-05	-0.007323078683121764	0.019245778138383685	-0.008348624011489392
ANGLE|B|F5-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-3.483545815001321	-0.25669758658608544	-31.925754738622913	54.98227430299352	0.00481933358168618	-0.1361174479367051	0.004638174669651107	-0.056641597900529916	-0.003155095133422492	-0.01370964456071988
ANGLE|B|F5-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	1.9876948313921616	-1.1263459769494943	86.02787707544479	-2.1354833251834293	0.001024913362456914	-0.2417714975232812	-0.00018926787826245572	0.0057963872197603905	-0.006834444488248437	0.0408538133798686
ANGLE|B|F6-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-0.3608167562774156	-2.8517344867822203	-40.21601124127017	53.45669623135052	0.005855137579025893	-0.2019221089637071	-0.012337571983799478	-0.06502382292083553	-0.0186952378059857	0.03896291714937661
ANGLE|B|F6-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	4.7719620642538985	8.831904573277427	103.58032894268376	-31.456090981116347	-0.005278093090893776	-0.16379461731079914	0.012634176668868236	0.04297802235614512	0.03360338502716331	0.010817580081692313
ANGLE|B|F7-C4-F8	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	1.1289270949248476	0.3593064029985271	11.338235994337253	30.25334049467432	0.00044742896232463636	0.0006972282316581868	0.0012484975044344537	0.6083046806717078	0.004622349625691413	-0.005717182622788641
ANGLE|B|F7-C4-F9	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.5301721849235719	-0.5843989887921452	4.107284898140051	18.63601756727462	0.00012659576420759322	-0.008532076510377351	0.0005871209311436587	0.6278384180482917	0.03176353473421045	-0.0014079394864552341
ANGLE|B|F7-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-4.865691337961664	-2.268866649679069	0.610267017997046	-10.527110698880904	0.0016155721620805252	0.004932361830213949	0.00016129288817978704	-0.5425815451358176	-0.09758989273478846	0.003354184503621127
ANGLE|B|F8-C4-F9	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	2.038459615576471	0.1189515365709326	7.215225734441333	24.34652338958898	-0.0009631482893794896	-0.0018006672260355572	0.000946937075653409	0.6172783737350045	0.02833129966390402	-0.0013887784496091626
