observable_id	kind	block	family	geometry	source_id	unit	row_weight	observable_scale	E_raw__R_OG2P1-SG3O1	E_raw__R_CG312-SG3O1	E_raw__R_CG312-CG312	E_raw__R_CG302-CG312	E_raw__TH_OG2P1-SG3O1-OG2P1	E_raw__TH_FGA2-CG312-FGA2	E_raw__TH_CG312-CG312-SG3O1	E_raw__TH_FGA3-CG302-FGA3	E_raw__LAMBDA_CS	E_raw__LAMBDA_CC
ANGLE|B|O1-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	1.1161157297673483	0.6552463232393881	1.1753570938667686	0.9187577733992782	0.0013844447950038651	0.0004389636463191814	0.0006713914319409575	0.0003031147004825491	0.012333521114223492	0.030864576310628417
ANGLE|B|O1-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	2.7358512814437033	6.366424951877532	0.25220968620518736	5.160817321807417	0.0038990070244246853	0.00718521089719146	0.007051583272925821	0.0016046838229502485	0.028487023836590648	0.01943109218862382
ANGLE|B|O2-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.8406538911278401	1.1699462853385099	2.724228113387203	0.5785926386329332	0.0016769637635747662	0.001179249858956757	0.0006423966173359574	0.0021060073017873135	0.005081029491310223	0.014353243865820677
ANGLE|B|O2-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	1.0597690278618765	6.421060539062463	0.6642203151754801	1.9047266398650158	0.0011949358619964424	0.004810413220500796	0.0017802896224381217	0.003876245676506965	0.018686761851679133	0.0040811456185871064
ANGLE|B|O3-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	4.82345299881988	2.4163589445599807	1.7067089503559991	4.3033183252443985	0.002907323659556239	0.00045354973145219203	0.004627547509617287	0.0008089303503080025	0.03907513654253485	0.04871407449311976
ANGLE|B|C1-C3-C4	angle	angle	CG302-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	1.2266337018758207	1.6520739557445678	9.25997959518954	1.5656038576345777	0.002408864465809096	0.0051926042125080025	0.0067592858588289085	0.0031795457914964398	0.12359252932459386	0.012620432055543609
ANGLE|B|C2-C1-C3	angle	angle	CG312-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	3.978572434912223	4.150675333171155	7.054323616144074	3.9736117204008736	0.0008119511451255972	0.0030450397540504434	0.002170236246695286	0.0098268969403126	0.0030454599959042336	0.048065781074568145
PES|T_CC_180	profile_energy	PES	T_CC		T_CC_180	kcal/mol	0.20412414523193154	1.0	0.008699422296504646	0.016633868341143745	0.00389936463593227	0.03609621495923539	7.536217946444019e-06	0.0001779437713045383	7.340916381190843e-06	3.622279418933616e-05	0.0006240219139036673	1.7454578819605607e-05
PES|T_CS_050	profile_energy	PES	T_CS		T_CS_050	kcal/mol	0.19611613513818404	1.0	0.010497445415053349	0.0135586459413439	0.006315505763809183	0.002189974454132014	3.061047003272912e-05	8.02188369188003e-06	9.823274645505025e-06	1.5184010544026399e-05	0.000513638340662746	2.992586695597983e-05
PES|T_CS_060	profile_energy	PES	T_CS		T_CS_060	kcal/mol	0.19611613513818404	1.0	0.003976924008655903	0.004305638157864667	0.012147021642533564	0.0022611006937011133	1.0474294527296535e-05	9.745003597455893e-06	1.335233832510696e-05	1.2256349319306526e-05	0.0005409272791677756	2.3218806414655477e-05
PES|T_CS_070	profile_energy	PES	T_CS		T_CS_070	kcal/mol	0.19611613513818404	1.0	0.00559643022276199	0.0066293246419775196	0.0019500322782065604	0.008231172156308976	4.783965177352482e-06	1.2163235014826093e-05	1.0947368917791134e-05	7.932195392017099e-07	0.00029181772849912164	0.00013441170913969905
PES|T_CS_080	profile_energy	PES	T_CS		T_CS_080	kcal/mol	0.19611613513818404	1.0	0.007707879374299399	0.00244962316017261	0.004862171379539038	0.007789585695939017	8.67895340630509e-06	3.990392041583802e-06	1.9506774928785054e-05	3.627119216567999e-06	0.00034301391396585724	9.36076305065381e-05
PES|T_CC_300_ANCHOR_ZERO	profile_anchor	PES	T_CC		T_CC_300	kcal/mol	0.20412414523193154	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB_ENERGY|GEO_B_REVISED-GEO_A	AB_energy	AB_energy	AB_energy		GEO_B_REVISED-GEO_A	kcal/mol	1.0	1.0	0.027513326999167857	0.009251811702905254	0.026181408858603254	0.008610170749086531	1.3600488567067662e-05	0.00018317237701120906	1.1560644398703461e-05	5.66799979481611e-05	0.00040606087196768016	0.00018695499361589093
