observable_id	kind	block	family	geometry	source_id	unit	row_weight	observable_scale	J_2h_raw__R_OG2P1-SG3O1	J_2h_raw__R_CG312-SG3O1	J_2h_raw__R_CG312-CG312	J_2h_raw__R_CG302-CG312	J_2h_raw__TH_OG2P1-SG3O1-OG2P1	J_2h_raw__TH_FGA2-CG312-FGA2	J_2h_raw__TH_CG312-CG312-SG3O1	J_2h_raw__TH_FGA3-CG302-FGA3	J_2h_raw__LAMBDA_CS	J_2h_raw__LAMBDA_CC
ANGLE|B|O2-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-81.93926725197898	15.796073454158233	6.3447011526704955	-0.22509135094139765	0.4942519256902109	-0.006972196310883305	0.019327845819226752	-0.00034489687546468417	-0.004112805452649582	-0.0040785690753608606
ANGLE|B|O2-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	90.45572039597971	-20.302312833340608	-3.2946118084780096	-1.1453573865054523	-0.5879083582294271	-0.024192632790626334	0.04245022979718982	0.0005584137307153014	-0.058414478569517314	-0.0058188314259410845
ANGLE|B|O3-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	95.71089966869906	-19.2957727387153	-9.685399624071778	-2.020526921629795	-0.5593798861300989	0.020979772428841414	-0.05137532702394765	0.0012077004863328966	-0.06669572422921988	0.007609511129871294
ANGLE|B|C1-C3-C4	angle	angle	CG302-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	-3.7952765151167966	-4.294352265475254	-125.703478678453	-73.24020314597135	-0.002563479574227756	0.01864428122059536	-0.007597851027451696	0.07366008052543549	0.044661019309018	-0.05043354723845539
ANGLE|B|C2-C1-C3	angle	angle	CG312-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	-1.3932586553124793	-18.300585458035812	-181.3307425531967	-26.293617452914475	-0.006344569828776514	0.012402766935661447	0.09415800286992138	0.021154465009580292	0.005259757286566469	0.08113655646447171
PES|T_CC_000	profile_energy	PES	T_CC		T_CC_000	kcal/mol	0.20412414523193154	1.0	32.486646576183276	38.476553476338715	-232.16260182104432	-44.235691865020854	-0.0155209372765297	0.13611532781787705	-0.10676121163240904	0.06633999174169425	0.13326226860421286	0.9760231267327946
PES|T_CC_030	profile_energy	PES	T_CC		T_CC_030	kcal/mol	0.20412414523193154	1.0	18.707775939232896	63.59310499784865	-131.4987268369978	-71.48010842047059	-0.08173868443092713	0.009896834250000097	-0.09872639332468935	0.10350447438019827	-0.16855490582934785	0.6076801780592689
PES|T_CC_060	profile_energy	PES	T_CC		T_CC_060	kcal/mol	0.20412414523193154	1.0	5.9568800443954295	26.725314023362976	-85.90530444604427	-36.9749337744385	-0.03211603816085096	0.037317598346677805	-0.028803950752927854	0.04611559927067388	-0.030568918306643766	0.08451175617710582
PES|T_CC_090	profile_energy	PES	T_CC		T_CC_090	kcal/mol	0.20412414523193154	1.0	36.082559266790156	-22.44486052216765	-60.88646569000966	40.83517429570982	0.0895637051808078	-0.03945560465087228	-0.05525756709351093	-0.04472348409912752	-0.20499975093092537	-0.16363909109703645
PES|T_CC_120	profile_energy	PES	T_CC		T_CC_120	kcal/mol	0.20412414523193154	1.0	-16.709983479624935	-7.986808365439746	-138.00739493755975	-4.870336152366095	-0.06608689060916584	0.16507269012111625	0.0583756938462594	-0.01620164299916338	-0.15751214811305037	-0.07046867735061912
PES|T_CC_150	profile_energy	PES	T_CC		T_CC_150	kcal/mol	0.20412414523193154	1.0	-27.688637811603744	-7.142151426684951	-94.48371213635276	-37.955862842674435	-0.05889827397663716	0.06128768723494271	0.059847694165750476	0.03094429050621411	-0.13969309303417776	-0.022180260342973268
PES|T_CC_180	profile_energy	PES	T_CC		T_CC_180	kcal/mol	0.20412414523193154	1.0	-32.36073171874998	-36.68021361890528	-4.83131053537289	-7.612742585504373	0.011902620873864733	-0.19935117546020553	0.05401218680162523	0.0010715755216897938	-0.21580262640416015	0.020852069685706187
PES|T_CC_210	profile_energy	PES	T_CC		T_CC_210	kcal/mol	0.20412414523193154	1.0	-30.19624288910133	-14.418636593929223	-45.446920311543984	1.3849694526171241	-0.044596891209906786	-0.09057909584124044	0.04278803998440489	-0.016342798275035875	-0.11067456046964685	-0.06106330124521997
PES|T_CC_240	profile_energy	PES	T_CC		T_CC_240	kcal/mol	0.20412414523193154	1.0	-29.45163290051389	-14.97716493481116	-160.71049518618528	-26.227434545291526	-0.0707041844956382	0.12024708270757656	0.034223802455305874	0.02509531155646516	-0.1951123253871856	-0.20394305881692
PES|T_CC_270	profile_energy	PES	T_CC		T_CC_270	kcal/mol	0.20412414523193154	1.0	-7.301811727294494	-23.222793634082304	-99.98330825430202	-25.025299747848837	0.008424037290391873	0.083250986782206	0.03318199722293258	0.030706490424653454	-0.1521620492017206	-0.1847004325561663
PES|T_CC_330	profile_energy	PES	T_CC		T_CC_330	kcal/mol	0.20412414523193154	1.0	9.74292406817634	16.06150763850378	-63.075165870757566	-20.533093807122427	-0.0026977543081381228	0.0228445548038958	-0.0886729232294452	0.03460928891150816	-0.12904031246892878	0.5165040307528646
PES|T_CS_000	profile_energy	PES	T_CS		T_CS_000	kcal/mol	0.19611613513818404	1.0	-46.22545100711051	-78.85890613187118	-35.520349310528495	-6.7453956421488215	0.19313197276661098	0.08532664788575506	-0.0027958884942638207	0.0018299956308553966	3.7898220720626163	-0.14030746596558785
PES|T_CS_010	profile_energy	PES	T_CS		T_CS_010	kcal/mol	0.19611613513818404	1.0	-40.02313935665658	-80.57142088766733	-55.332407160970654	-11.699685439173102	0.193569239566862	0.0958275240878943	-0.001258379894120143	0.009746791957038425	3.6499750412583687	-0.16369265148183487
PES|T_CS_020	profile_energy	PES	T_CS		T_CS_020	kcal/mol	0.19611613513818404	1.0	-25.33105690690718	-67.69179003668756	-71.6021779231597	-11.839016834130245	0.1636906728298877	0.095121367049952	0.0002994199419812382	0.010823196092077048	2.8703564143749993	-0.17570558960086302
PES|T_CS_030	profile_energy	PES	T_CS		T_CS_030	kcal/mol	0.19611613513818404	1.0	3.8951919132408364	-33.026439526768755	-63.361854125478125	15.823113495399221	0.12131948761693345	0.0807560923446462	-0.016498843848171685	-0.025524289381273935	1.7719910459034383	-0.12635640974426376
PES|T_CS_040	profile_energy	PES	T_CS		T_CS_040	kcal/mol	0.19611613513818404	1.0	14.138662455126516	-8.552696768642454	-39.420478036747085	21.07301571074327	0.06943741080240184	0.05379328545112316	-0.023103038378585072	-0.031445788548458475	0.7392094932660109	-0.0725868168785837
PES|T_CS_050	profile_energy	PES	T_CS		T_CS_050	kcal/mol	0.19611613513818404	1.0	14.319739175669199	2.4184929139579037	-21.146953460444596	14.353394791348006	0.028903336667662538	0.029915730784357053	-0.01646287716132888	-0.02158016622490444	0.05733971946821237	-0.05171478692997278
PES|T_CS_060	profile_energy	PES	T_CS		T_CS_060	kcal/mol	0.19611613513818404	1.0	9.104273789077439	4.708420142686409	-7.827399149378605	6.978427823195521	0.005435160306704101	0.013173287301386255	-0.005717127869502875	-0.010947710943236155	-0.20960119869383342	-0.03653944368188333
PES|T_CS_070	profile_energy	PES	T_CS		T_CS_070	kcal/mol	0.19611613513818404	1.0	-0.10110154541109057	-0.5861311023542068	-1.8665565550908223	1.812005322597992	0.0006607366041467503	0.006164103482731836	0.0062194321763862324	-0.003895829508962714	-0.03677833184153916	-0.027241906718451225
PES|T_CS_080	profile_energy	PES	T_CS		T_CS_080	kcal/mol	0.19611613513818404	1.0	-11.771769960265285	-12.332364978310222	-2.066411761830783	-0.18339600764818997	0.016913590557002867	0.00923901976272705	0.01505700633908938	-0.0023725987514937735	0.5352817209643884	-0.029916199958174017
PES|T_CS_090	profile_energy	PES	T_CS		T_CS_090	kcal/mol	0.19611613513818404	1.0	-24.77352294556645	-29.00022260874757	-4.740688408759519	-0.05247148177578431	0.055336250045590285	0.02079600631722045	0.01702937100466062	-0.0049441280467853455	1.3984797694765772	-0.046226372882409716
PES|T_CS_100	profile_energy	PES	T_CS		T_CS_100	kcal/mol	0.19611613513818404	1.0	-37.167445692817935	-48.2133256738766	-9.785385855700435	0.07316922693600958	0.10862943991933549	0.039181934759142	0.012844878502330292	-0.007579463825466037	2.388293881535608	-0.07290992772107874
PES|T_CS_110	profile_energy	PES	T_CS		T_CS_110	kcal/mol	0.19611613513818404	1.0	-45.65119165236609	-66.73941414579355	-19.66611949856589	-1.905483195207891	0.16125495803148904	0.0618953197114005	0.0061854540963790505	-0.005820277627210713	3.2830544779911586	-0.10519446006453492
PES|T_CS_120	profile_energy	PES	T_CS		T_CS_120	kcal/mol	0.19611613513818404	1.0	-47.237656115260314	-79.42604987063805	-35.334795397944596	-6.466118208293903	0.19418920104236337	0.08311971156733966	0.0007816895688335102	0.0011725147369743283	3.7930172091658676	-0.13690510504062559
PES|T_CC_300_ANCHOR_ZERO	profile_anchor	PES	T_CC		T_CC_300	kcal/mol	0.20412414523193154	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB_ENERGY|GEO_B_REVISED-GEO_A	AB_energy	AB_energy	AB_energy		GEO_B_REVISED-GEO_A	kcal/mol	1.0	1.0	-30.90983973972272	-29.582299790630874	-1.5741384734703212	2.053770040571168	-0.0010278040115917486	-0.2035754172904518	0.04602370184966542	-0.014401343587416293	-0.16198018823972316	0.03715483371415029
