observable_id	kind	block	family	geometry	source_id	unit	row_weight	observable_scale	J_2h_raw__R_OG2P1-SG3O1	J_2h_raw__R_CG312-SG3O1	J_2h_raw__R_CG312-CG312	J_2h_raw__R_CG302-CG312	J_2h_raw__TH_OG2P1-SG3O1-OG2P1	J_2h_raw__TH_FGA2-CG312-FGA2	J_2h_raw__TH_CG312-CG312-SG3O1	J_2h_raw__TH_FGA3-CG302-FGA3	J_2h_raw__LAMBDA_CS	J_2h_raw__LAMBDA_CC
ANGLE|B|F5-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-3.260720007737916	-2.8412435945313064	-32.421813740608485	56.50136236462089	0.0050843581670179105	-0.13570944975815635	0.00436050154703338	-0.0561688694538276	-0.03125533119131774	0.013447842935221388
ANGLE|B|F5-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	0.8001958923244956	0.3541418518082651	86.12010575509998	-2.389029148272215	0.00037205328944267535	-0.24205901506093142	0.001263086417296222	0.0046392477348717875	-0.02145308826470682	0.021767259154543694
ANGLE|B|F6-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	1.4985616700897708	-1.105149567866448	-38.88873093004719	52.53203313808186	0.004809432020763893	-0.20308044917161183	-0.010932021149230309	-0.06665222894300271	0.0037382754810977303	0.0031653136481679667
ANGLE|B|F6-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	4.531805706719183	6.801119047121773	110.10769045746116	-33.566336529862184	-0.005067891586339357	-0.16546800340668355	0.014056809697670758	0.04568557524402905	-0.0010180882114241285	0.0154413390729502
ANGLE|B|F7-C4-F8	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	1.416156324040685	1.4969349346962701	12.77424049016318	30.244082429572217	0.0005551620757806575	-0.0005482856134442216	0.0016829358475476397	0.6075703382265658	-0.011705021516661418	0.0034082802964974235
ANGLE|B|F7-C4-F9	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.16346064405325933	-0.962622267053348	4.382786234838676	19.218931102553682	-0.000562178793526158	-0.008847510578906537	0.0010965094875636794	0.627137891137064	0.0064262128759651205	0.0004478057983448025
ANGLE|B|F7-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-2.048033341459643	0.3476176947359022	-5.317762660318692	-9.419374188503582	0.0006864504757650991	0.00702295050512447	-0.0035863664619775193	-0.5440175626253243	-0.024183304441578457	-0.00484176213376486
ANGLE|B|F8-C4-F9	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	1.381890383747475	0.19227382915332214	8.481034925299724	24.309299941606355	-0.0015502869812635822	-0.003020879701299606	0.0014702691440824367	0.6169404851699944	0.005455382971604195	-0.0008256312851528946
ANGLE|B|F8-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.15845542623793563	-1.9129911975106495	-2.2953315663691853	-35.75863314650718	-0.0008676549464539107	-0.014999845227954722	0.0010515779766073763	-0.5032807265619184	0.03211227760502311	0.007870013217328165
ANGLE|B|F9-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.28517580862796876	0.9410994510083981	-13.843298616755817	-17.633853767510033	0.0014631089809533648	0.0181367279508855	-0.0009987079036974933	-0.5237470591971878	-0.0073918304310893745	-0.005336580915269451
ANGLE|B|O1-S1-O2	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-81.55169007187268	17.723815500708895	6.744930410423677	0.1746844151355731	0.4873968813762133	-0.006851236563466756	0.020823133984606557	-0.0011512444586685433	-0.019402127834524663	-0.008066592992506116
ANGLE|B|O1-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-82.8335613504727	13.460546978947718	5.439364118831946	0.06176162806070806	0.5113114420608653	-0.01345958280857218	-0.005053120340374306	6.502160551136171e-05	0.010565433343217023	-0.00024042912464494748
ANGLE|B|O1-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	97.68900806799863	-14.540832122992953	-8.32678984084012	3.1451759314151673	-0.5739039025088886	0.03437521477645333	-0.03072458451440241	-0.0001247948523328546	0.13938066351251166	0.012331878399223228
