observable_id	kind	block	family	geometry	source_id	unit	row_weight	observable_scale	J_h_tight_raw__R_OG2P1-SG3O1	J_h_tight_raw__R_CG312-SG3O1	J_h_tight_raw__R_CG312-CG312	J_h_tight_raw__R_CG302-CG312	J_h_tight_raw__TH_OG2P1-SG3O1-OG2P1	J_h_tight_raw__TH_FGA2-CG312-FGA2	J_h_tight_raw__TH_CG312-CG312-SG3O1	J_h_tight_raw__TH_FGA3-CG302-FGA3	J_h_tight_raw__LAMBDA_CS	J_h_tight_raw__LAMBDA_CC
BOND|B|F3-C2	bond	bond	CG312-FGA2	B	GEO_B_REVISED	angstrom	0.11785113019775793	0.03	-0.05696344531413988	-0.37968009797506586	-0.20940921629586384	0.0007022537437118004	0.00010889420588988674	-0.00011608350546543633	0.0001516840006845488	2.0805086778930004e-06	-0.00013668894030649525	4.684960141831951e-05
BOND|B|F4-C2	bond	bond	CG312-FGA2	B	GEO_B_REVISED	angstrom	0.11785113019775793	0.03	-0.05911971893091117	-0.36597761098300374	-0.20669678508467015	-0.03744245992320927	9.36896061730641e-05	-2.2393650291774314e-05	0.00013956058685693495	4.16084669879746e-05	-1.8228594496072503e-05	6.430104932952929e-06
BOND|B|F5-C3	bond	bond	CG312-FGA2	B	GEO_B_REVISED	angstrom	0.11785113019775793	0.03	-0.0072549919489794945	0.0004919812235382182	-0.20738669396103138	-0.1146757456768066	1.4283015383864672e-05	-0.0001364061329515165	-7.911219321310448e-06	0.0001284294033743194	-1.1559026857899113e-05	-2.1587173770765133e-05
BOND|B|F6-C3	bond	bond	CG312-FGA2	B	GEO_B_REVISED	angstrom	0.11785113019775793	0.03	-0.013482566839195798	-0.016129487560245792	-0.27487940334625094	-0.13912985259867394	2.4689824721479958e-05	-0.0001841823826317368	-2.6831489994716406e-05	0.00016137897113444044	3.9134825857711775e-05	-5.268371590094745e-05
BOND|B|F7-C4	bond	bond	CG302-FGA3	B	GEO_B_REVISED	angstrom	0.16666666666666666	0.03	-0.003600026064698447	-0.003466794607942525	-0.08961443740251873	-0.11862938947571067	7.3492574188538384e-06	8.343561751089634e-05	1.1628454651413378e-06	-0.0012236423168338062	-1.1903433678739361e-05	8.430891198507595e-06
BOND|B|F8-C4	bond	bond	CG302-FGA3	B	GEO_B_REVISED	angstrom	0.16666666666666666	0.03	-0.009148634431133118	-0.004643144740024141	-0.05485341374045216	-0.232803206019927	1.0653981203812002e-05	2.3398779734229436e-05	-7.909317761956025e-06	-0.0010773316803448507	3.24394422190899e-05	-2.528747689245492e-05
BOND|B|F9-C4	bond	bond	CG302-FGA3	B	GEO_B_REVISED	angstrom	0.16666666666666666	0.03	-0.0039756184788686255	-0.00011146484091284492	-0.04855987828489283	-0.13515204548630866	1.0986803137935652e-05	3.521097172509702e-05	6.450894312060029e-07	-0.001198753845984113	-2.7175061243500664e-05	3.5458678748767625e-06
BOND|B|C1-C2	bond	bond	CG312-CG312	B	GEO_B_REVISED	angstrom	0.20412414523193154	0.03	-0.07437653408093325	-0.7382749610017614	8.03586605873563	-0.10084482632088942	0.00020194091399483582	0.0004845182914190449	-0.0009519989421249431	-8.501549103479e-06	0.00010642626676382605	6.581286657203478e-05
BOND|B|C1-C3	bond	bond	CG312-CG312	B	GEO_B_REVISED	angstrom	0.20412414523193154	0.03	-0.009530593650053376	-0.11016119962592441	8.035199407034787	-0.4890151379055574	5.8703392406100896e-05	0.0006286272487299183	-6.420534231565966e-05	0.00032885449367614505	0.00014366096148910046	-0.0003351506832371953
BOND|B|C3-C4	bond	bond	CG302-CG312	B	GEO_B_REVISED	angstrom	0.2886751345948129	0.03	-0.005171686848992607	0.0008176436235851625	-0.5892504448274938	9.07716650686574	1.0925179523946227e-05	0.0002285536244025499	-5.083095738478427e-05	0.000969312358898522	4.605624466247349e-06	-0.00012770839327158612
ANGLE|B|S1-C2-F3	angle	angle	FGA2-CG312-SG3O1	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	-13.085633754442938	-53.09328711226158	115.96628743503601	0.6460035264481689	-0.010992923165453306	-0.15534866798874702	-0.06856027968755996	-0.0005726408026376362	0.08128292591024433	-0.027541000041253483
ANGLE|B|S1-C2-F4	angle	angle	FGA2-CG312-SG3O1	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	-15.77269780683821	-65.74009288039662	125.52831315034751	1.5498878411719375	0.03260020367240912	-0.16850770184776565	-0.06481979280179928	-0.0071240371689569315	-0.07331133651788946	0.018315696546693516
ANGLE|B|S1-C2-C1	angle	angle	CG312-CG312-SG3O1	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	-12.105894874913758	-103.18624088519357	-180.97015818882056	-8.990570028053924	0.08713245052191354	-0.08099798232905187	0.31660831093892483	0.007425951341986092	0.014437563994391667	0.06947698841528904
ANGLE|B|F1-C1-F2	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	1.444929413025875	7.358692152450885	22.299449177332065	9.457619206067136	-0.011750252196890187	0.8434609077206545	-0.007912861904586066	-0.006691657520896399	-0.005600915526429162	-0.1520432712402453
ANGLE|B|F1-C1-C2	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-11.069121212337052	-33.80268793253549	61.74103420829624	15.614211871863404	0.05536731678690643	-0.22142581238196613	-0.11988994924620044	0.0018577282347393975	0.011638923099042131	-0.05742621739713627
ANGLE|B|F1-C1-C3	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	8.326862692555892	27.399613792709943	28.798512464788928	15.534019576875835	-0.02018474680114224	-0.20630240794249488	0.04705774827365872	-0.00996239175287883	-0.04771184508328474	0.04914314447674428
ANGLE|B|F2-C1-C2	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-3.8629312605920063	-0.4943589840635809	43.00177361300683	18.5609171085801	0.0023128202887718885	-0.18487891354010344	-0.0565064756535989	-0.025358486316036988	0.012866663190465033	-0.08653223373528363
ANGLE|B|F2-C1-C3	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	6.120471844198505	20.70714382168859	46.29789251512051	-30.285867251720333	-0.022108799242680277	-0.1559367554414237	0.0359361114506882	0.017578751249530455	0.017569320195605087	0.1708332366179377
ANGLE|B|F3-C2-F4	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	5.0094352322176405	29.34353578530846	18.212951469863015	-2.125108859374336	-0.009684674536785565	0.8353504915965502	-0.018836616055914135	0.005011754634104193	0.08372496047456934	-0.006000850950584891
ANGLE|B|F3-C2-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	14.634611937218267	85.63248121559042	-34.89097568280641	2.938701926552767	-0.025031056311696886	-0.19533802810826728	-0.0976637125257156	0.002550896023329585	-0.051376585503959404	-0.006679648756318102
ANGLE|B|F4-C2-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	20.163804056295476	105.51362955288113	-15.199807163384094	6.39761474280931	-0.07739447074065708	-0.17894899651957275	-0.09318725519792537	-0.007874669036063153	-0.04803138560461662	-0.05207236633737011
ANGLE|B|F5-C3-F6	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	1.2336154933265675	2.08134508101665	25.709833947274774	6.463671967345874	-0.0033697576906774884	0.8350656694232796	-0.00014980234855954677	-0.007655480813518523	0.002652270596570361	0.003867265826613675
ANGLE|B|F5-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-2.9198919185731143	-2.0301840428018636	-33.460666247073334	56.86298628894093	0.004940100351838339	-0.135232582060695	0.005253149018344061	-0.055897379168598604	-0.009678160335511166	0.009471309165860475
ANGLE|B|F5-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	1.1507965862591618	1.109653248093423	85.9709376561284	-2.0151685914981954	-0.00012729529474597712	-0.2418744084543505	0.0019854278324942243	0.005642887472035341	-0.01168467535990203	0.021903027227523353
ANGLE|B|F6-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.36953279251861204	-0.4780176315932749	-38.27395938427003	53.18913810023673	0.005957676966922065	-0.2029984669599969	-0.010721527158750632	-0.06600221049329491	-0.004612156213426033	0.008410257728854731
ANGLE|B|F6-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	3.55815537292159	6.736123375262082	107.159654077428	-33.11887428722571	-0.005928520537864301	-0.1663065862109221	0.011917360582224035	0.04714207536417803	-0.026464916079618206	0.02349847167124608
