observable_id	kind	block	family	geometry	source_id	unit	row_weight	observable_scale	J_h_normalized__R_OG2P1-SG3O1	J_h_normalized__R_CG312-SG3O1	J_h_normalized__R_CG312-CG312	J_h_normalized__R_CG302-CG312	J_h_normalized__TH_OG2P1-SG3O1-OG2P1	J_h_normalized__TH_FGA2-CG312-FGA2	J_h_normalized__TH_CG312-CG312-SG3O1	J_h_normalized__TH_FGA3-CG302-FGA3	J_h_normalized__LAMBDA_CS	J_h_normalized__LAMBDA_CC
ANGLE|B|F3-C2-F4	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0017666264898821206	0.012256523120849832	0.007493519240015882	-0.0007735728985149922	-0.0019585930051779876	0.17126279211104625	-0.003837100511731457	0.001109701934066765	0.0015293740331901375	-0.0002286520258050579
ANGLE|B|F3-C2-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.003627191862071586	0.02106040503044687	-0.00901566498853185	0.000850013681655505	-0.0032716258400830706	-0.023988955834861533	-0.012499936798535824	0.00020280918305754048	-0.000387290171964543	-3.468032707686104e-05
ANGLE|B|F4-C2-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.005195116726628434	0.026175672566253038	-0.003057797130752391	0.0009083241811279803	-0.009487968452328736	-0.023064941639058797	-0.011438728986848274	-0.0007770186244295671	-0.001432586807014459	-0.0006479162048061888
ANGLE|B|F5-C3-F6	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0008109895072231933	0.0008245030412913559	0.010579098597336984	0.002679014475898943	-0.0006816331572707525	0.17139847728216295	1.3330351156879407e-05	-0.0015023477894407105	0.0003948319210185157	-0.0001712740962000145
ANGLE|B|F5-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-0.0008752738188160748	-6.449769540119795e-05	-0.008021647698251753	0.013814816210865832	0.000605451561742904	-0.017100397811620704	0.0005826926170970959	-0.00711586847584242	-3.963737399787392e-05	-0.00017223389021607812
ANGLE|B|F5-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	0.0009988542353722033	-0.0005660101499496614	0.04323063481364655	-0.0010731207478324159	0.00025751917165841746	-0.06074737441568664	-4.755534371691126e-05	0.0014563970869361004	-0.00017172187892448932	0.0010264906836077675
ANGLE|B|F6-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	-9.065862110949235e-05	-0.0007165252495737384	-0.010104653019091522	0.013431500297832973	0.000735579335058287	-0.025367419405677095	-0.0015499657990251364	-0.008168925116019802	-0.00023486776200349116	0.0004894900640991895
ANGLE|B|F6-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	0.0023980011637787894	0.0044381990384522955	0.05205107375219272	-0.015807280478128093	-0.0013261707872016556	-0.041154946083316074	0.0031744563292195604	0.010798634423245416	0.0008443168168253583	0.0002718019262923903
ANGLE|B|F7-C4-F8	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.00046320439773755393	0.00014742520287836566	0.004652134578728366	0.012413095961982952	9.179116346645862e-05	0.00014303810431281634	0.0002561323655080216	0.12479521685597898	9.482865120901943e-05	-0.00011728942220669763
ANGLE|B|F7-C4-F9	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.00021753228239337658	-0.00023978180952413173	0.0016852394066298522	0.007646450627576235	2.5971435613301154e-05	-0.0017503766980201505	0.00012044931799941181	0.1288026116194497	0.0006516368082012979	-2.8884228432741798e-05
ANGLE|B|F7-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.001996417338116419	-0.0009309272624742666	0.0002503955904692256	-0.004319325838765787	0.00033143864369199335	0.0010118862862176423	3.308963681735463e-05	-0.11131195228106315	-0.002002080900206377	6.881192859508292e-05
ANGLE|B|F8-C4-F9	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0008363901112748843	4.880640663599573e-05	0.0029604429780161158	0.009989499547292351	-0.0001975922649565253	-0.00036941135601722643	0.00019426649417631216	0.12663619228723244	0.000581223652835369	-2.8491135000392987e-05
ANGLE|B|F8-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0005958791730230492	0.0006139175206921064	-0.002028205465097493	-0.014175966827127313	-0.00021012718452996922	-0.003159705234980251	-0.0006040587550317605	-0.10346576000123923	0.00104350636808513	0.0006290653522674856
ANGLE|B|F9-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.00015054746786779548	0.00037724874262356865	-0.006036727970432932	-0.007073179785200818	-6.194608332226691e-05	0.0037540626243932843	7.650424540132795e-05	-0.1077809081512638	-0.00013665331174731252	-0.0005334120057320828
ANGLE|B|O1-S1-O2	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.03346008679693582	0.007035844917368757	0.0025989625337034684	0.000289328329280835	0.10022711834176036	-0.0013067340334617912	0.004197324273247039	-0.00024015476118114125	-0.00042363931266122104	-0.0002256470920266578
ANGLE|B|O1-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.034300583340897396	0.005424596301300116	0.0024218963362659367	-0.00016290215163429275	0.10514009478848535	-0.002795048889383602	-0.0011730366670199821	-4.3794020684409366e-05	0.00030364404678679806	-0.0002997481640832905
ANGLE|B|O1-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.03898624786966886	-0.00446069011241641	-0.0033869845717661	-0.0003499540430730841	-0.11808172470625863	0.006476388111041206	-0.005508941335322626	-0.0001919416953889781	0.003159528429369783	0.00030310051634945803
ANGLE|B|O2-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-0.03381918636155193	0.006162305744049381	0.001951523128671802	-0.000174550029720058	0.1016131260334843	-0.0013728937885605778	0.00395133246462397	-0.00027810405622817966	-1.537297389804623e-05	-0.0001691908196766882
ANGLE|B|O2-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.03738172948148421	-0.009659404181828613	-0.0011532678170277848	8.577841857065628e-05	-0.12061890194677526	-0.0044604240848615155	0.008607090694130992	0.0006028984196541107	-0.0008780868114234391	-9.269138489982205e-05
ANGLE|B|O3-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.040689160727858525	-0.007357360670932981	-0.0034813335927503224	0.0003217266201939794	-0.11519754655950719	0.004241547521560721	-0.010974047637776405	0.00023859601903978005	-0.0021347327590518117	0.00058709765522271
ANGLE|B|C1-C3-C4	angle	angle	CG302-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	-0.002669476991811506	-0.0036976303178700475	-0.08499973568957529	-0.053026802711471775	-0.0012602029776521242	0.005705984189045502	-0.0014308741850921195	0.02625881158522564	-0.000623377173766637	-0.002160555082636238
ANGLE|B|C2-C1-C3	angle	angle	CG312-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	-0.001906451530765368	-0.013844842849831826	-0.12571771647398852	-0.017223045373862458	-0.0020773241800879035	0.005126431165977272	0.033726248212110205	0.009219005059605542	0.000172903890134632	0.003427621211709949
PES|T_CC_180	profile_energy	PES	T_CC		T_CC_180	kcal/mol	0.20412414523193154	1.0	-0.06606081205735423	-0.07485296487317694	-0.009869679085556115	-0.015498510832010618	0.012154626412453184	-0.2036331479195887	0.05512139175156579	0.0011125910432489483	-0.0219776696309387	0.0021277246030759417
PES|T_CS_050	profile_energy	PES	T_CS		T_CS_050	kcal/mol	0.19611613513818404	1.0	0.028075456984119063	0.0047621142343734395	-0.04148250947542714	0.028147320116926288	0.028369765573251715	0.029333342162680243	-0.016151036617454324	-0.021168664509846252	0.005655979945465865	-0.005070923204073811
PES|T_CS_060	profile_energy	PES	T_CS		T_CS_060	kcal/mol	0.19611613513818404	1.0	0.017859554420418436	0.009240709138947737	-0.01536414164465291	0.013685360814546146	0.005337264398172916	0.012918957815855052	-0.005615545980197581	-0.010746548032604471	-0.020513466425747987	-0.003581448018907025
PES|T_CS_070	profile_energy	PES	T_CS		T_CS_070	kcal/mol	0.19611613513818404	1.0	-0.00019464112782723863	-0.001162211853548397	-0.003658399523584014	0.003544337364121041	0.000646238208517434	0.006048851278027296	0.006090680815603589	-0.003820174245440372	-0.003582870622336715	-0.0026763289741447683
PES|T_CS_080	profile_energy	PES	T_CS		T_CS_080	kcal/mol	0.19611613513818404	1.0	-0.023093608453916878	-0.024189130062317155	-0.004059823950699294	-0.00036934384488131823	0.016590660888950014	0.009060727772374615	0.014751685434235214	-0.002329862828971429	0.05251458694911771	-0.0029376554964800294
PES|T_CC_300_ANCHOR_ZERO	profile_anchor	PES	T_CC		T_CC_300	kcal/mol	0.20412414523193154	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB_ENERGY|GEO_B_REVISED-GEO_A	AB_energy	AB_energy	AB_energy		GEO_B_REVISED-GEO_A	kcal/mol	1.0	1.0	-0.30925246502151005	-0.2957784519622364	-0.01589190527724771	0.02062123720363296	-0.005197343898780682	-1.0187430126039676	0.23017061027605146	-0.07215393688097538	-0.08102745391372013	0.01856951927581285
