matrix_id	singular_index_1based	singular_value	supported	variable_id	right_singular_coefficient	absolute_coefficient	null_highlight_abs_ge_0_25
MVP_SHARED_CC_CS_GUARD	1	1.4438742288078152	True	TH_CG312-CG312-SG3O1	-0.008919442739168337	0.008919442739168337	False
MVP_SHARED_CC_CS_GUARD	1	1.4438742288078152	True	LAMBDA_CC	0.02449915515168271	0.02449915515168271	False
MVP_SHARED_CC_CS_GUARD	1	1.4438742288078152	True	LAMBDA_CS	0.07413051864755749	0.07413051864755749	False
MVP_SHARED_CC_CS_GUARD	2	1.1618243241631774	True	R_CG312-SG3O1	-0.8937994746876811	0.8937994746876811	False
MVP_SHARED_CC_CS_GUARD	2	1.1618243241631774	True	R_CG312-CG312	-0.1308945111686815	0.1308945111686815	False
MVP_SHARED_CC_CS_GUARD	2	1.1618243241631774	True	TH_CG312-CG312-SG3O1	0.12129939598562262	0.12129939598562262	False
MVP_SHARED_CC_CS_GUARD	2	1.1618243241631774	True	LAMBDA_CC	-0.025193895340480003	0.025193895340480003	False
MVP_SHARED_CC_CS_GUARD	2	1.1618243241631774	True	LAMBDA_CS	0.4106590436907888	0.4106590436907888	False
MVP_SHARED_CC_CS_GUARD	3	0.7608879415647182	True	R_CG312-SG3O1	-0.36996258400441234	0.36996258400441234	False
MVP_SHARED_CC_CS_GUARD	3	0.7608879415647182	True	R_CG312-CG312	-0.13509440839724962	0.13509440839724962	False
MVP_SHARED_CC_CS_GUARD	3	0.7608879415647182	True	TH_CG312-CG312-SG3O1	0.18279676527757907	0.18279676527757907	False
MVP_SHARED_CC_CS_GUARD	3	0.7608879415647182	True	LAMBDA_CC	0.0349463462411957	0.0349463462411957	False
MVP_SHARED_CC_CS_GUARD	3	0.7608879415647182	True	LAMBDA_CS	-0.9001340359885407	0.9001340359885407	False
MVP_SHARED_CC_CS_GUARD	4	0.33047613443529095	True	R_CG312-SG3O1	-0.18137286408677586	0.18137286408677586	False
MVP_SHARED_CC_CS_GUARD	4	0.33047613443529095	True	R_CG312-CG312	-0.02730530464459513	0.02730530464459513	False
MVP_SHARED_CC_CS_GUARD	4	0.33047613443529095	True	TH_CG312-CG312-SG3O1	-0.9586913542386815	0.9586913542386815	False
MVP_SHARED_CC_CS_GUARD	4	0.33047613443529095	True	LAMBDA_CC	0.18827062242649406	0.18827062242649406	False
