observable_id	kind	family	variable_id	J_h_raw	J_2h_raw	J_h_tight_raw	endpoint_rounding_raw	binary_arithmetic_bound_raw	uncertainty_envelope_raw	J_h_normalized	J_2h_normalized	J_h_tight_normalized	uncertainty_envelope_normalized	step_disagreement_normalized	convergence_disagreement_normalized
BOND|A|S1-C2	bond	CG312-SG3O1	R_CG312-CG312	-1.1246305935219691	-1.1180582211626766	-1.1252245094792723	6.062182226445665e-05	1.410851095823307e-11	0.007226910138860171	-0.10821762931813293	-0.10758520249299093	-0.10827477890777043	0.0006954097523466927	0.0006324268251420018	5.7149589637497944e-05
BOND|A|S1-C2	bond	CG312-SG3O1	R_CG302-CG312	-0.04311663061118409	-0.042855466929725416	-0.04933253085959155	6.0621822264300405e-05	1.4108471894364115e-11	0.006537685752130434	-0.004148899714986133	-0.00412376922802068	-0.004747024995265118	0.0006290891048116147	2.513048696545315e-05	0.0005981252802789846
BOND|A|S1-C2	bond	CG312-SG3O1	TH_OG2P1-SG3O1-OG2P1	0.0011104583468967144	0.0011116549075838034	0.0011138800446894859	6.062182226484796e-08	1.410860878304028e-14	4.678880302125264e-06	0.05342695212539042	0.05348452167828979	0.053591578637202264	0.00022511273349483824	5.756955289937249e-05	0.00016462651181184396
BOND|A|S1-C2	bond	CG312-SG3O1	TH_FGA2-CG312-FGA2	0.0009183106287786735	0.0009150711613314377	0.0009133914401188159	6.062182226431964e-08	1.4108476702184639e-14	8.219277929357751e-06	0.04418224072708848	0.0440263817768641	0.043945566152341534	0.0003954501937549207	0.00015585895022438012	0.0002366745747469437
BOND|A|S1-C2	bond	CG312-SG3O1	TH_CG312-CG312-SG3O1	-0.0007878624735512263	-0.0007896418603542399	-0.0007888143623806521	6.062182226444954e-08	1.4108509179868354e-14	2.791897454703806e-06	-0.03790605093243375	-0.03799166171990978	-0.03795184870509271	0.00013432522891858946	8.561078747602868e-05	4.579777265895785e-05
BOND|A|S1-C2	bond	CG312-SG3O1	TH_FGA3-CG302-FGA3	8.015642884151575e-05	8.099353727136771e-05	7.892874506876257e-05	6.062182226411243e-08	1.4108424901265247e-14	2.1254140248692494e-06	0.0038565279807440175	0.003896803378853679	0.0037974610176874524	0.00010225902994980561	4.027539810966133e-05	5.906696305656503e-05
BOND|A|S1-C2	bond	CG312-SG3O1	LAMBDA_CS	-0.0010114759939860996	-0.0008885025256244461	-0.000944193919807379	1.2124364452841317e-06	2.8216896875303004e-13	0.00019146797898565815	-0.004866466145055991	-0.004274809769541137	-0.004542755114733318	0.0009212007434046946	0.0005916563755148548	0.00032371103032267316
BOND|A|S1-C2	bond	CG312-SG3O1	LAMBDA_CC	9.112892277451934e-05	1.052695599579323e-06	0.00012174125940900282	1.2124364452879696e-06	2.82169928315539e-13	0.00012190100025471146	0.000438444234123578	5.064784064932139e-06	0.0005857279074272654	0.0005864964609295192	0.00043337945005864585	0.00014728367330368733
BOND|A|F1-C1	bond	CG312-FGA2	R_OG2P1-SG3O1	-0.03356771065976538	-0.03312149062323355	-0.03203447143251825	6.0621812225594583e-05	1.1598795442039277e-11	0.0020400810760045547	-0.0013186642131348923	-0.0013011350345941718	-0.001258432887870022	8.014195350073162e-05	1.752917854072047e-05	6.0231325264870376e-05
BOND|A|F1-C1	bond	CG312-FGA2	R_CG312-SG3O1	-0.06862514874106385	-0.06329412207733975	-0.0637149843265572	6.062181222559577e-05	1.1598795737325246e-11	0.010301812890456334	-0.00269585044637454	-0.0024864279405631172	-0.002502960971139066	0.0004046934307420368	0.0002094225058114226	0.0001928894752354737
BOND|A|F1-C1	bond	CG312-FGA2	R_CG312-CG312	-0.3347270945330827	-0.32878256774332426	-0.33009116525173354	6.0621812225801036e-05	1.1598847053676114e-11	0.010641077883333381	-0.013149322132845186	-0.012915799065957224	-0.01296720563107056	0.0004180210183577349	0.00023352306688796155	0.00018211650177462659
BOND|A|F1-C1	bond	CG312-FGA2	R_CG302-CG312	-0.028895065314893387	-0.026850624538776735	-0.024975940088101112	6.062181222548689e-05	1.1598768517361782e-11	0.006024187815134413	-0.0011351053681660733	-0.0010547921494701636	-0.0009811475890447352	0.00023665244751238423	8.031321869590973e-05	0.00015395777912133811
BOND|A|F1-C1	bond	CG312-FGA2	TH_OG2P1-SG3O1-OG2P1	-6.391305784836376e-06	-6.309708913909695e-06	-3.4881268431430357e-06	6.062181222560162e-08	1.1598797198544955e-14	3.0453976248456234e-06	-0.00012553710169707253	-0.00012393438778718753	-6.851328178959071e-05	5.981725866493738e-05	1.6027139098850006e-06	5.702381990748182e-05
BOND|A|F1-C1	bond	CG312-FGA2	TH_FGA2-CG312-FGA2	-0.00012284962699671276	-0.00012768820675923553	-0.0001266314125527579	6.062181222564476e-08	1.1598807986469697e-14	8.680987130793557e-06	-0.0024129945643225985	-0.0025080332465834835	-0.002487275847980178	0.00017051069076603543	9.503868226088492e-05	7.428128365757946e-05
BOND|A|F1-C1	bond	CG312-FGA2	TH_CG312-CG312-SG3O1	-2.1664105104957088e-05	-2.5340968816289777e-05	-2.5910661801242796e-05	6.06218122255773e-08	1.1598791118295682e-14	7.984042219843974e-06	-0.0004255232118903683	-0.000497743635884315	-0.0005089334629080562	0.00015682139985920474	7.222042399394668e-05	8.341025101768793e-05
BOND|A|F1-C1	bond	CG312-FGA2	TH_FGA3-CG302-FGA3	2.5665083913106734e-05	2.753401009519818e-05	2.9619042318795863e-05	6.062181222551476e-08	1.1598775480701455e-14	5.883506400006089e-06	0.0005041098576299874	0.0005408190347659303	0.0005817729354408855	0.00011556297979440994	3.670917713594285e-05	7.766307781089808e-05
