observable_id	kind	block	family	geometry	source_id	unit	row_weight	observable_scale	E_normalized__R_OG2P1-SG3O1	E_normalized__R_CG312-SG3O1	E_normalized__R_CG312-CG312	E_normalized__R_CG302-CG312	E_normalized__TH_OG2P1-SG3O1-OG2P1	E_normalized__TH_FGA2-CG312-FGA2	E_normalized__TH_CG312-CG312-SG3O1	E_normalized__TH_FGA3-CG302-FGA3	E_normalized__LAMBDA_CS	E_normalized__LAMBDA_CC
ANGLE|B|F7-C4-F8	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0002354748984503807	0.0006765242596966782	0.0009108279505272372	8.17564015169751e-06	9.071681718505675e-05	0.0005108864499587801	0.00022269645255852766	0.00023027477707217436	0.0006441390456267532	0.00044114330376195864
ANGLE|B|F7-C4-F9	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0006273027925972073	0.00019647278706815322	0.00020372489979220775	0.00038108618031305967	0.00020727236903534524	9.78627637426283e-05	0.00016951117694376225	0.000253998952924791	0.0010766194193869425	5.5802241902042666e-05
ANGLE|B|F7-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0023201592996517587	0.0021849206423943976	0.003570709518858329	0.0008716824043112935	0.00023851776071485284	0.0009102873477632823	0.001174316548654272	0.0009733197015769344	0.0037950239553905074	0.0003100831162338386
ANGLE|B|F8-C4-F9	angle	angle	FGA3-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0007160450814116677	7.974473312687639e-05	0.0008169694359341312	8.166918464111997e-05	0.00022838319726626314	0.00047578904861924893	0.00018161620644924616	0.00010206136412237129	0.0010496684298466645	8.784464525049523e-05
ANGLE|B|F8-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0007968924146338538	0.0024300171326123356	0.0016992405597874587	0.0005687162673273959	0.00014447558561920377	0.00019838377194843681	0.0013899550739756214	0.00037937192187772844	0.0015435721689980632	0.0010480441105979827
ANGLE|B|F9-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0006069752556114006	0.00029623101345466413	0.00040323979342892023	0.0005788024733729572	0.0004085687840066961	0.0002010942591732547	0.0005358319568279716	0.0008606033872023437	6.917110364986983e-05	0.0008433701401771498
ANGLE|B|O1-S1-O2	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	4.5707337553356585e-05	0.0004629766918411111	0.00030511221101790466	0.0002467079349843174	0.0003931289140986212	0.00025174290861547854	8.45082655841569e-05	3.6659512186337026e-05	5.115870457498609e-05	0.0002654416987246176
ANGLE|B|O1-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0004579478309418298	0.00026885082295420695	0.0004822548570573203	0.0003769708805885636	0.00028402228999267065	9.005448285192086e-05	0.00013773762064726942	6.218473403358471e-05	0.00025302525049580843	0.0006331944527534407
ANGLE|B|O1-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.001122533377768745	0.0026121757984487737	0.00010348288771475386	0.0021175089960441392	0.0007998909799588767	0.0014740638705604094	0.0014466498313822703	0.0003292048738622694	0.0005844183729349557	0.0003986336848090952
ANGLE|B|O2-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0003449244695216783	0.0004800347754268301	0.0011177643341488185	0.00023739943519664674	0.0003440332832945519	0.00024192603896025836	0.00013178926237993808	0.0004320526313172699	0.00010423858263255597	0.00029446036463897144
ANGLE|B|O2-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.000434828499110788	0.002634593051405855	0.0002725328964457072	0.0007815188066967978	0.0002451440614630271	0.0009868682258968942	0.00036523084000156947	0.0007952214328723909	0.0003833635629831501	8.372571651594302e-05
ANGLE|B|O3-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.001979086737644909	0.0009914440840904494	0.000700271164556973	0.0017656728960433938	0.0005964446733571123	9.304685446287711e-05	0.0009493528708941498	0.00016595407152974323	0.000801636136206937	0.0009993813435060655
ANGLE|B|C1-C3-C4	angle	angle	CG302-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	0.000871730613152864	0.0011740778361239628	0.006580780943775817	0.0011126262132559969	0.0008559527161901234	0.0018451115630964438	0.0024018076452577844	0.0011298024007208455	0.0043916692980342	0.00044844752582653437
ANGLE|B|C2-C1-C3	angle	angle	CG312-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	0.002827448310653237	0.0029497565146388407	0.005013289494554055	0.0028239228843617192	0.0002885142763108925	0.0010820077614914438	0.000771159870760577	0.0034918357787123372	0.0001082157087931895	0.0017079431595483118
PES|T_CC_180	profile_energy	PES	T_CC		T_CC_180	kcal/mol	0.20412414523193154	1.0	1.7757621402856176e-05	3.3953741570364535e-05	7.959544732572966e-06	7.368109024661983e-05	7.691620232997138e-06	0.00018161310108442592	7.492291407648324e-06	3.6969734509052096e-05	6.368896989079003e-05	1.7814504909676856e-06
PES|T_CS_050	profile_energy	PES	T_CS		T_CS_050	kcal/mol	0.19611613513818404	1.0	2.058718423624313e-05	2.659069239723391e-05	1.2385725818411822e-05	4.294893259957249e-06	3.0016035387910188e-05	7.866104130897693e-06	9.632513289386803e-06	1.4889147318959463e-05	5.0366383114783853e-05	2.9344726840331283e-06
PES|T_CS_060	profile_energy	PES	T_CS		T_CS_060	kcal/mol	0.19611613513818404	1.0	7.799389663158498e-06	8.444051148239089e-06	2.382226937973559e-05	4.434383292069293e-06	1.0270890804962145e-05	9.555762212203748e-06	1.3093044936887153e-05	1.2018339297029543e-05	5.304228369059884e-05	2.276791288281954e-06
PES|T_CS_070	profile_energy	PES	T_CS		T_CS_070	kcal/mol	0.19611613513818404	1.0	1.097550265858608e-05	1.3001175273609569e-05	3.824327937965788e-06	1.614265670952349e-05	4.69106380609013e-06	1.1927033209425631e-05	1.0734778410445408e-05	7.778157517216531e-07	2.8615082539025822e-05	1.3180152456897754e-05
PES|T_CS_080	profile_energy	PES	T_CS		T_CS_080	kcal/mol	0.19611613513818404	1.0	1.5116395129989225e-05	4.804106267180371e-06	9.535502593346889e-06	1.527663441015242e-05	8.51041399544466e-06	3.912901324407915e-06	1.912796654021875e-05	3.5566830121937698e-06	3.3635281552802745e-05	9.178983357192713e-06
PES|T_CC_300_ANCHOR_ZERO	profile_anchor	PES	T_CC		T_CC_300	kcal/mol	0.20412414523193154	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB_ENERGY|GEO_B_REVISED-GEO_A	AB_energy	AB_energy	AB_energy		GEO_B_REVISED-GEO_A	kcal/mol	1.0	1.0	0.0002751332699916786	9.251811702905254e-05	0.0002618140885860325	8.610170749086531e-05	6.800244283533831e-05	0.0009158618850560453	5.780322199351731e-05	0.0002833999897408055	0.00020303043598384008	9.347749680794546e-05
