observable_id	kind	block	family	geometry	source_id	unit	row_weight	observable_scale	E_normalized__R_OG2P1-SG3O1	E_normalized__R_CG312-SG3O1	E_normalized__R_CG312-CG312	E_normalized__R_CG302-CG312	E_normalized__TH_OG2P1-SG3O1-OG2P1	E_normalized__TH_FGA2-CG312-FGA2	E_normalized__TH_CG312-CG312-SG3O1	E_normalized__TH_FGA3-CG302-FGA3	E_normalized__LAMBDA_CS	E_normalized__LAMBDA_CC
ANGLE|B|F2-C1-C2	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.0005800661482973431	0.00020419153091204973	0.001307013373175583	0.0018270168195165166	0.000741015702207926	0.0012618066463869638	0.0008881026042671889	0.00014581847075375006	0.0014794530856081804	0.0010423785228637565
ANGLE|B|F2-C1-C3	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.0006733664596469778	0.0005084877422644495	0.0014370924512007138	0.00020302909594740304	0.0005484180148847109	0.00021269358681047867	0.00022588819321161757	0.0003693988603737573	0.000372426515364873	0.0009185877778482236
ANGLE|B|F3-C2-F4	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0006376285085880922	0.00047536168308916167	0.00013106106042415905	0.00011862208087436172	0.0001248611427279108	0.0001885810162056361	7.23114958913192e-05	0.0001285952062454769	0.0005025365723476742	0.00026062086963821965
ANGLE|B|F3-C2-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.00013830731819563247	0.0012149336690991767	0.0005268747089314848	0.0007986733292532805	0.0003815371335734906	0.0009202800981450061	0.0004832504141488693	0.0001862982417085976	0.000543772659457286	0.0003737380010875079
ANGLE|B|F4-C2-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.0001909789238430028	0.00039924307885582446	0.0016527226669899734	0.001947251570144985	0.0006192966212724867	0.0010499335620198563	0.0007414074668352084	0.0003212640993609147	0.00111190849931991	0.0002627845206396178
ANGLE|B|F5-C3-F6	angle	angle	FGA2-CG312-FGA2	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.0005822611960257855	0.00021255582367734536	0.00011353113757118123	3.699203438300335e-05	3.64703831501594e-05	0.00016764838378830176	7.118593013092134e-05	7.170606250346645e-05	0.0006983035421423269	0.0004908728264925346
ANGLE|B|F5-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.00019882304242010006	0.0010962094368295724	0.0005115131315339868	0.0008554444903685259	4.907315314354113e-05	0.00016302844964135655	0.0001127493478823258	0.00015349103124668358	0.0004361841708900763	0.0006336130478059293
ANGLE|B|F5-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	0.0010197448208002665	0.0018700519787439997	7.74067462038574e-05	0.00019031901764268014	0.0004547640730428229	9.932232462038921e-05	0.0009125540839844939	0.0003305339726514927	0.0004916208473038641	0.0009581711055986332
ANGLE|B|F6-C3-C1	angle	angle	CG312-CG312-FGA2	B	GEO_B_REVISED	degree	0.07537783614444091	3.0	0.0006519046757271623	0.0010364758059092673	0.0008226616569792305	0.0003007678930022358	0.0001448592151173743	0.00028135004270560314	0.00038020775685148147	0.000328096283753418	0.0004599680167927913	0.0008347675794709153
ANGLE|B|F6-C3-C4	angle	angle	CG302-CG312-FGA2	B	GEO_B_REVISED	degree	0.15075567228888181	3.0	0.0007330877973022903	0.0020761216715914008	0.005081244994311956	0.0018984622616631905	0.00021746310129099554	0.0010528319432486113	0.0005387787556022759	0.0017277778728076627	0.0023816139643849515	0.0004372395800245093
