state_key	source_id	observable_id	kind	block	family	unit	raw_value	raw_input_numeric_strings	serialized_input_sha256	source_geometry_sha256	row_weight	observable_scale
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|F5-C3-C1	angle	angle	CG312-CG312-FGA2	degree	113.45727875321438	F5:5.073506214,4.954182242,4.822150398;C3:5.113808144,5.023682150,4.931886666;C1:5.001831729,5.103959176,4.997443583	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.07537783614444091	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|F5-C3-C4	angle	angle	CG302-CG312-FGA2	degree	109.99372995446771	F5:5.073506214,4.954182242,4.822150398;C3:5.113808144,5.023682150,4.931886666;C4:5.192095629,4.934577438,5.022929533	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.15075567228888181	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|F6-C3-C1	angle	angle	CG312-CG312-FGA2	degree	107.90138935040109	F6:5.203039926,5.112252347,4.877978758;C3:5.113808144,5.023682150,4.931886666;C1:5.001831729,5.103959176,4.997443583	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.07537783614444091	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|F6-C3-C4	angle	angle	CG302-CG312-FGA2	degree	106.51434405639833	F6:5.203039926,5.112252347,4.877978758;C3:5.113808144,5.023682150,4.931886666;C4:5.192095629,4.934577438,5.022929533	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.15075567228888181	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|F7-C4-F8	angle	angle	FGA3-CG302-FGA3	degree	103.25715255971923	F7:5.127615698,4.826748765,5.071400531;C4:5.192095629,4.934577438,5.022929533;F8:5.302154113,4.881382024,4.964747995	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|F7-C4-F9	angle	angle	FGA3-CG302-FGA3	degree	103.77092007400509	F7:5.127615698,4.826748765,5.071400531;C4:5.192095629,4.934577438,5.022929533;F9:5.241185695,4.995065513,5.133399738	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|F7-C4-C3	angle	angle	CG312-CG302-FGA3	degree	116.46397940385908	F7:5.127615698,4.826748765,5.071400531;C4:5.192095629,4.934577438,5.022929533;C3:5.113808144,5.023682150,4.931886666	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|F8-C4-F9	angle	angle	FGA3-CG302-FGA3	degree	103.40403007388437	F8:5.302154113,4.881382024,4.964747995;C4:5.192095629,4.934577438,5.022929533;F9:5.241185695,4.995065513,5.133399738	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|F8-C4-C3	angle	angle	CG312-CG302-FGA3	degree	113.46131052915443	F8:5.302154113,4.881382024,4.964747995;C4:5.192095629,4.934577438,5.022929533;C3:5.113808144,5.023682150,4.931886666	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|F9-C4-C3	angle	angle	CG312-CG302-FGA3	degree	114.90298374873106	F9:5.241185695,4.995065513,5.133399738;C4:5.192095629,4.934577438,5.022929533;C3:5.113808144,5.023682150,4.931886666	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|O1-S1-O2	angle	angle	OG2P1-SG3O1-OG2P1	degree	112.29380283953154	O1:4.875755425,4.816755260,4.938574504;S1:4.791957394,4.931144647,4.969621268;O2:4.676903614,4.894830606,5.050650133	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|O1-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	degree	112.8473879843792	O1:4.875755425,4.816755260,4.938574504;S1:4.791957394,4.931144647,4.969621268;O3:4.755614240,5.008022587,4.851904061	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|O1-S1-C2	angle	angle	CG312-SG3O1-OG2P1	degree	105.83459486129554	O1:4.875755425,4.816755260,4.938574504;S1:4.791957394,4.931144647,4.969621268;C2:4.891510006,5.038059438,5.071944888	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|O2-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	degree	112.71251070567121	O2:4.676903614,4.894830606,5.050650133;S1:4.791957394,4.931144647,4.969621268;O3:4.755614240,5.008022587,4.851904061	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|O2-S1-C2	angle	angle	CG312-SG3O1-OG2P1	degree	105.77098686383718	O2:4.676903614,4.894830606,5.050650133;S1:4.791957394,4.931144647,4.969621268;C2:4.891510006,5.038059438,5.071944888	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|O3-S1-C2	angle	angle	CG312-SG3O1-OG2P1	degree	106.70237270061764	O3:4.755614240,5.008022587,4.851904061;S1:4.791957394,4.931144647,4.969621268;C2:4.891510006,5.038059438,5.071944888	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|C1-C3-C4	angle	angle	CG302-CG312-CG312	degree	115.8596317881147	C1:5.001831729,5.103959176,4.997443583;C3:5.113808144,5.023682150,4.931886666;C4:5.192095629,4.934577438,5.022929533	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.21320071635561041	3.0
primary__R_CG312-SG3O1_+2h	GEO_A	ANGLE|A|C2-C1-C3	angle	angle	CG312-CG312-CG312	degree	121.81245457122456	C2:4.891510006,5.038059438,5.071944888;C1:5.001831729,5.103959176,4.997443583;C3:5.113808144,5.023682150,4.931886666	6e720b246b9483fa3a165d47bfc1b978d2ade526390ac4326952f083db4a9ee0	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442	0.21320071635561041	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|S1-O1	bond	bond	OG2P1-SG3O1	angstrom	1.4532122950814079	S1:4.744905790,5.124054337,5.084578168;O1:4.693523064,5.162199810,4.954105956	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.16666666666666666	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|S1-O2	bond	bond	OG2P1-SG3O1	angstrom	1.4538115558616658	S1:4.744905790,5.124054337,5.084578168;O2:4.652867223,5.038244567,5.157387961	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.16666666666666666	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|S1-O3	bond	bond	OG2P1-SG3O1	angstrom	1.4529106692542959	S1:4.744905790,5.124054337,5.084578168;O3:4.789256648,5.237744843,5.163425897	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.16666666666666666	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|S1-C2	bond	bond	CG312-SG3O1	angstrom	1.7915924970862005	S1:4.744905790,5.124054337,5.084578168;C2:4.890237800,5.023728911,5.054387896	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.2886751345948129	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|F1-C1	bond	bond	CG312-FGA2	angstrom	1.3665684232049977	F1:4.952872353,5.172621606,4.880153284;C1:4.998041524,5.102019260,4.988089132	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.11785113019775793	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|F2-C1	bond	bond	CG312-FGA2	angstrom	1.3653332372937586	F2:5.045518912,5.200059686,5.070401470;C1:4.998041524,5.102019260,4.988089132	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.11785113019775793	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|F3-C2	bond	bond	CG312-FGA2	angstrom	1.352076186943586	F3:4.851862212,4.915129182,4.983574668;C2:4.890237800,5.023728911,5.054387896	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.11785113019775793	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|F4-C2	bond	bond	CG312-FGA2	angstrom	1.3518681402158945	F4:4.928478782,4.972170368,5.173361921;C2:4.890237800,5.023728911,5.054387896	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.11785113019775793	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|F5-C3	bond	bond	CG312-FGA2	angstrom	1.3642725357909136	F5:5.076948838,4.932964838,4.837459233;C3:5.115005710,5.019809583,4.935551334	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.11785113019775793	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|F6-C3	bond	bond	CG312-FGA2	angstrom	1.3675436503558323	F6:5.201441887,5.102927551,4.869809817;C3:5.115005710,5.019809583,4.935551334	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.11785113019775793	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|F7-C4	bond	bond	CG302-FGA3	angstrom	1.3488720528923666	F7:5.135378551,4.838362479,5.092939279;C4:5.195467034,4.945569497,5.037346225	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.16666666666666666	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|F8-C4	bond	bond	CG302-FGA3	angstrom	1.3539223912756642	F8:5.310514746,4.893981856,4.988012690;C4:5.195467034,4.945569497,5.037346225	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.16666666666666666	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|F9-C4	bond	bond	CG302-FGA3	angstrom	1.3500245494085996	F9:5.236500929,5.018695324,5.143150269;C4:5.195467034,4.945569497,5.037346225	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.16666666666666666	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|C1-C2	bond	bond	CG312-CG312	angstrom	1.4881716219152077	C1:4.998041524,5.102019260,4.988089132;C2:4.890237800,5.023728911,5.054387896	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.20412414523193154	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|C1-C3	bond	bond	CG312-CG312	angstrom	1.523130723798052	C1:4.998041524,5.102019260,4.988089132;C3:5.115005710,5.019809583,4.935551334	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.20412414523193154	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	BOND|B|C3-C4	bond	bond	CG302-CG312	angstrom	1.4949185550665347	C3:5.115005710,5.019809583,4.935551334;C4:5.195467034,4.945569497,5.037346225	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.2886751345948129	0.03
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|S1-C2-F3	angle	angle	FGA2-CG312-SG3O1	degree	107.92652384168913	S1:4.744905790,5.124054337,5.084578168;C2:4.890237800,5.023728911,5.054387896;F3:4.851862212,4.915129182,4.983574668	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.15075567228888181	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|S1-C2-F4	angle	angle	FGA2-CG312-SG3O1	degree	107.141501620019	S1:4.744905790,5.124054337,5.084578168;C2:4.890237800,5.023728911,5.054387896;F4:4.928478782,4.972170368,5.173361921	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.15075567228888181	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|S1-C2-C1	angle	angle	CG312-CG312-SG3O1	degree	111.59877688883063	S1:4.744905790,5.124054337,5.084578168;C2:4.890237800,5.023728911,5.054387896;C1:4.998041524,5.102019260,4.988089132	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.21320071635561041	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F1-C1-F2	angle	angle	FGA2-CG312-FGA2	degree	102.71619572825942	F1:4.952872353,5.172621606,4.880153284;C1:4.998041524,5.102019260,4.988089132;F2:5.045518912,5.200059686,5.070401470	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F1-C1-C2	angle	angle	CG312-CG312-FGA2	degree	112.59609875144484	F1:4.952872353,5.172621606,4.880153284;C1:4.998041524,5.102019260,4.988089132;C2:4.890237800,5.023728911,5.054387896	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.07537783614444091	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F1-C1-C3	angle	angle	CG312-CG312-FGA2	degree	105.08390987403546	F1:4.952872353,5.172621606,4.880153284;C1:4.998041524,5.102019260,4.988089132;C3:5.115005710,5.019809583,4.935551334	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.07537783614444091	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F2-C1-C2	angle	angle	CG312-CG312-FGA2	degree	111.16668098892738	F2:5.045518912,5.200059686,5.070401470;C1:4.998041524,5.102019260,4.988089132;C2:4.890237800,5.023728911,5.054387896	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.07537783614444091	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F2-C1-C3	angle	angle	CG312-CG312-FGA2	degree	109.17718252584793	F2:5.045518912,5.200059686,5.070401470;C1:4.998041524,5.102019260,4.988089132;C3:5.115005710,5.019809583,4.935551334	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.07537783614444091	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F3-C2-F4	angle	angle	FGA2-CG312-FGA2	degree	103.58457197232183	F3:4.851862212,4.915129182,4.983574668;C2:4.890237800,5.023728911,5.054387896;F4:4.928478782,4.972170368,5.173361921	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F3-C2-C1	angle	angle	CG312-CG312-FGA2	degree	113.2555378947217	F3:4.851862212,4.915129182,4.983574668;C2:4.890237800,5.023728911,5.054387896;C1:4.998041524,5.102019260,4.988089132	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.07537783614444091	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F4-C2-C1	angle	angle	CG312-CG312-FGA2	degree	112.81780378528329	F4:4.928478782,4.972170368,5.173361921;C2:4.890237800,5.023728911,5.054387896;C1:4.998041524,5.102019260,4.988089132	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.07537783614444091	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F5-C3-F6	angle	angle	FGA2-CG312-FGA2	degree	102.56608737065294	F5:5.076948838,4.932964838,4.837459233;C3:5.115005710,5.019809583,4.935551334;F6:5.201441887,5.102927551,4.869809817	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F5-C3-C1	angle	angle	CG312-CG312-FGA2	degree	112.17120356790491	F5:5.076948838,4.932964838,4.837459233;C3:5.115005710,5.019809583,4.935551334;C1:4.998041524,5.102019260,4.988089132	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.07537783614444091	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F5-C3-C4	angle	angle	CG302-CG312-FGA2	degree	108.88159240555015	F5:5.076948838,4.932964838,4.837459233;C3:5.115005710,5.019809583,4.935551334;C4:5.195467034,4.945569497,5.037346225	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.15075567228888181	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F6-C3-C1	angle	angle	CG312-CG312-FGA2	degree	108.85267248445656	F6:5.201441887,5.102927551,4.869809817;C3:5.115005710,5.019809583,4.935551334;C1:4.998041524,5.102019260,4.988089132	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.07537783614444091	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F6-C3-C4	angle	angle	CG302-CG312-FGA2	degree	106.79765072581715	F6:5.201441887,5.102927551,4.869809817;C3:5.115005710,5.019809583,4.935551334;C4:5.195467034,4.945569497,5.037346225	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.15075567228888181	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F7-C4-F8	angle	angle	FGA3-CG302-FGA3	degree	103.054350127161	F7:5.135378551,4.838362479,5.092939279;C4:5.195467034,4.945569497,5.037346225;F8:5.310514746,4.893981856,4.988012690	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F7-C4-F9	angle	angle	FGA3-CG302-FGA3	degree	104.05796588323186	F7:5.135378551,4.838362479,5.092939279;C4:5.195467034,4.945569497,5.037346225;F9:5.236500929,5.018695324,5.143150269	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F7-C4-C3	angle	angle	CG312-CG302-FGA3	degree	115.82245366449011	F7:5.135378551,4.838362479,5.092939279;C4:5.195467034,4.945569497,5.037346225;C3:5.115005710,5.019809583,4.935551334	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F8-C4-F9	angle	angle	FGA3-CG302-FGA3	degree	103.51366849740268	F8:5.310514746,4.893981856,4.988012690;C4:5.195467034,4.945569497,5.037346225;F9:5.236500929,5.018695324,5.143150269	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F8-C4-C3	angle	angle	CG312-CG302-FGA3	degree	113.48198765736859	F8:5.310514746,4.893981856,4.988012690;C4:5.195467034,4.945569497,5.037346225;C3:5.115005710,5.019809583,4.935551334	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|F9-C4-C3	angle	angle	CG312-CG302-FGA3	degree	115.35731544833114	F9:5.236500929,5.018695324,5.143150269;C4:5.195467034,4.945569497,5.037346225;C3:5.115005710,5.019809583,4.935551334	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|O1-S1-O2	angle	angle	OG2P1-SG3O1-OG2P1	degree	112.37904251571162	O1:4.693523064,5.162199810,4.954105956;S1:4.744905790,5.124054337,5.084578168;O2:4.652867223,5.038244567,5.157387961	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|O1-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	degree	112.94010589467773	O1:4.693523064,5.162199810,4.954105956;S1:4.744905790,5.124054337,5.084578168;O3:4.789256648,5.237744843,5.163425897	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
primary__R_CG312-SG3O1_+2h	GEO_B_REVISED	ANGLE|B|O1-S1-C2	angle	angle	CG312-SG3O1-OG2P1	degree	106.41051343941525	O1:4.693523064,5.162199810,4.954105956;S1:4.744905790,5.124054337,5.084578168;C2:4.890237800,5.023728911,5.054387896	1014d67c21182e9dd7f26a8cc6a1cdac4609dc5c5ee3966bc7d3870bf309b50c	fc99a7915d74ebe8529d1f6619ca528a33b14c721384b3fe84f65a1cf1678cb3	0.12309149097933272	3.0
