state_key	state_stage	state_id	variable_id	multiplier	source_id	axis	target_deg	accepted_qm_center_deg	final_mm_torsion_deg	wrapped_drift_vs_accepted_qm_center_deg	absolute_drift_deg	gate_limit_deg	gate_pass	start_g96_sha256	final_g96_sha256
primary__R_OG2P1-SG3O1_-2h	primary	R_OG2P1-SG3O1_-2h	R_OG2P1-SG3O1	-2	T_CS_100	T_CS	100.0	99.99973782178598	99.99305298794427	-0.006684833841717364	0.006684833841717364	0.02	True	c5e6d243501db4ba3bbd09f5ae97a9cc954f7652d24c606c3bb8196a5b512755	1b7a37a669154020ebf43da0968c6b67fcdc9bba0b9bf84b3871c2938aa74390
primary__R_OG2P1-SG3O1_-2h	primary	R_OG2P1-SG3O1_-2h	R_OG2P1-SG3O1	-2	T_CS_110	T_CS	110.0	109.99982259760765	109.9939401604906	-0.00588243711706582	0.00588243711706582	0.02	True	fd3404ec36fe83815887e7a1e639f61c92bd7d0c7d43580b0b9c0fed1892da18	2ff1fadf162062c92d2ea2ae11c63254cb6f6884ab2b137a5fe0561f14d19478
primary__R_OG2P1-SG3O1_-2h	primary	R_OG2P1-SG3O1_-2h	R_OG2P1-SG3O1	-2	T_CS_120	T_CS	120.0	120.0000256226668	119.99669163893337	-0.0033339837334267486	0.0033339837334267486	0.02	True	cd3a576945e09ba26d11c6c20df75fa39584268550f612d9a1dc957add5b6753	e1674631b27b2bf2e70aa44ebd337f3065536bb60536ed5b20849935a5576783
primary__R_OG2P1-SG3O1_-2h	primary	R_OG2P1-SG3O1_-2h	R_OG2P1-SG3O1	-2	T_CC_240_FROM_REVERSE_QM	T_CC	240.0	-120.00002885442426	-120.00279471219262	-0.0027658577683666863	0.0027658577683666863	0.02	True	8af7af63d19b53cffc32f9eda8be8acabcdedd5642a150991c618d46afeeece1	787f7b6818db8ad38eb5a9125ff8ef290a88a4b65752360893de68b3b58c9530
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_000	T_CC	0.0	8.2317896820712e-05	0.0015470910638812644	0.0014647731670720532	0.0014647731670720532	0.02	True	a6e94cfe558c5be38544a34d2a6fad98313d167e35f5e4b511ff44a3e9ca9bd2	190ba7609bc382c1d3beff9e375dcac6a61c0a30bafa5afcb63fca1ec32a6793
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_030	T_CC	30.0	30.000158540910803	30.01027415023156	0.010115609320763497	0.010115609320763497	0.02	True	bab98c0a3ea47718c84ee2523940894bf3eb8df2875321a686eefa8b41f8b782	47b083cd5c65f20bdeca7906fd667ee818ec7dc8558c46fc897ac730f1fd241a
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_060	T_CC	60.0	60.0001592609087	60.004444440400505	0.004285179491802182	0.004285179491802182	0.02	True	41baeb9c356cf99a1669a39f741dfb4147717de0ce46134528141edf74e37c1d	511c042478c023ccdaf088b100e590804a4b0be1effd76b1a99f0ba4a46bd208
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_090	T_CC	90.0	90.00019699894702	90.00659407665312	0.00639707770608311	0.00639707770608311	0.02	True	dbc39b01855c642528b1b5129ecf4ae28ec9520145b3527abc86ff7044f37fe4	d27039ab3d09e42675c37aa3d308fe86e86e45d5b687758de0eecec0eed7dad8
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_120	T_CC	120.0	119.99983965803996	119.99832353259427	-0.0015161254456756978	0.0015161254456756978	0.02	True	703b1af8fd53d30a74d3f4bf3a1f53070360f76270386005e08d7e6d5c6d10b8	8508b426bf73340cb2e4ab990f9f3245379a646b91823b72bd7b28e74d76145e
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_150	T_CC	150.0	150.00011419393934	150.0051840945069	0.005069900567548302	0.005069900567548302	0.02	True	3625c62a0da1954c05f2c25a8ce89fd780c033322f4d07af01007123ad2086d7	33ae7b6d8448127168d623cfb7696ec2d50e265365e9d838cd8ce804bbf194f0
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_180	T_CC	180.0	-179.99987411198484	-179.99722339137347	0.002650720611370616	0.002650720611370616	0.02	True	237d0de9329d2f7154e75e1b94b8d20dc99d256df491b1962585edd08ac5d56b	539d6aa55518e152ddb70b662f19637fc7beebb3bf1245205dba15714c23b11d
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_210	T_CC	210.0	-150.00009928563182	-150.00608069648902	-0.005981410857202718	0.005981410857202718	0.02	True	ff7ba181ddce36b5fec269c010000630a05fa87e61843c9cb6ae5b286660aa06	b2bd5145af390e9ae2f2520a5d7fa6dfc97ec055e450808ade2544bdaf9b5074
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_240	T_CC	240.0	-120.00007620746388	-120.00284690065463	-0.002770693190768725	0.002770693190768725	0.02	True	880de9f672087b3c73f343d26033dc31c7e6d04945e3ef56427c9859c467bda9	b4017fbdebc83a7b581aa161154967316276c80be0be40a30560b626403ca84f
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_270	T_CC	270.0	-89.99993474284005	-89.99492705555177	0.005007687288298257	0.005007687288298257	0.02	True	0bb8e714e59c30b159e44188b0df6faf6cdafd8794878db4b1f2197b15d282c8	d73bddf2bee56d3ceabf3facc8c5b4bd26ae67b8ce26795ffc9fb7c5c3d5170d
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_300	T_CC	300.0	-59.99998160172803	-60.001278175566206	-0.0012965738381751635	0.0012965738381751635	0.02	True	fc6381c1ad4b27e5f9a79cad7e8361d93f1a8d0e253a0d934cd0410aba899c01	87d4e225f453b0384f608370e9a585520423d24a319c55e5534f109f417fc8e3
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CC_330	T_CC	330.0	-30.00016585816224	-30.012835588100252	-0.012669729938011187	0.012669729938011187	0.02	True	12d5e015638e715123552261c80c982de9108a65a82103add957bb662b8d1c03	6e93ef66a87dcde24583c6a7245f91828089afdd9dec7f61c5456445ab4ff61b
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CS_000	T_CS	0.0	1.5180520262743396e-05	-0.0033805216690369895	-0.003395702189294525	0.003395702189294525	0.02	True	b76cb71c416ae436646084247ac0799101a651a6e78ef12bdd936ed29539a181	f6996f66351ec1b6af83eba66faef0df45d7df8f902f8124eb92c01b6cfa1359
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CS_010	T_CS	10.0	10.000078136231716	10.00017933221749	0.00010119598576352473	0.00010119598576352473	0.02	True	93231ed042bed5c0602602d32e5c5f3d4901969d8156257c0347236c62607f21	f035ec9e7163b708c7401395a56c9b79db7289a71e8c5d7103400a58983c1590
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CS_020	T_CS	20.0	20.00017404591677	20.003224064105364	0.0030500181885884103	0.0030500181885884103	0.02	True	fc0fe0aaa70da2491407d7cf40549f0928ad568ab5bdce4bbe2d14d68bfcc78c	d7bdde6505a8cbc359f0d0e199795b5144f20a5dcefd84ba43ea173e2c6bb24c
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CS_030	T_CS	30.0	30.00019985596987	30.005968672647928	0.00576881667805651	0.00576881667805651	0.02	True	a05c8327bb40345cb389bdc875b9059d4912df044e264f7722d2fc594a9c36dd	be23ec4f47b2c05aa9cf01ad7d2b1278b0bc6dd1cd93fe8b4e0fb103c954e7d5
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CS_040	T_CS	40.0	40.00013511844969	40.00699512315064	0.006860004700939726	0.006860004700939726	0.02	True	1a3dc833568c912b0d2cb86bfde6f64600b04206593d34bfbb044abbbf528520	46d8e8c39edaddb7d52519db47cec2c187de307fc60ca6c1744ca3f465e54e09
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CS_050	T_CS	50.0	50.000069706040776	50.005759988105936	0.0056902820651600905	0.0056902820651600905	0.02	True	d5ffde1699a4340c997fb87781ff0319b604b8e83883345a0da527c51bce31d9	d7c495285567f437a57ecce953839e8811bfa7e3f2243bb1a0f7120e3cbafcd9
primary__R_OG2P1-SG3O1_-1h	primary	R_OG2P1-SG3O1_-1h	R_OG2P1-SG3O1	-1	T_CS_060	T_CS	60.0	60.00001911469256	60.00330729543692	0.0032881807443629896	0.0032881807443629896	0.02	True	80f6abaaca25fcd7bd9b4a96576a6529dc2aab9c92bb4dc8cb8d94382f35e1bd	9a1d252d7ae20836563a9e2dd138d5d658215472dc88d6fa6192ed502a5a5788
