atom_i	atom_j	element_pair	shortest_bond_path	graph_class	distance_A	GEO_A_same_pair_A	delta_same_pair_A	GEO_A_class_min_A	delta_class_min_A	adjacent_prev_id	adjacent_prev_distance_A	delta_vs_adjacent_prev_A	adjacent_next_id	adjacent_next_distance_A	delta_vs_adjacent_next_A
F5	O3	F-O	5	>1-4	2.2388279653502168	3.4082836544548076	-1.1694556891045909	2.7983082752897475	-0.5594803099395307	T_CC_300	3.430382814155958	-1.1915548488057413	T_CC_000	2.587247334900275	-0.34841936955005837
F5	C1	C-F	2	1-3	2.386859061483526	2.386859061483526	0.0	2.30773818281683	0.07912087866669593	T_CC_300	2.386859061483526	0.0	T_CC_000	2.386859061483526	0.0
F5	C2	C-F	3	1-4	3.191103457486434	3.191103457486434	0.0	3.027915086844433	0.16318837064200098	T_CC_300	3.191103457486434	0.0	T_CC_000	3.191103457486434	0.0
F5	C3	C-F	1	1-2	1.349372000673887	1.349372000673887	0.0	1.330175827384082	0.01919617328980494	T_CC_300	1.349372000673887	0.0	T_CC_000	1.349372000673887	0.0
F5	C4	C-F	2	1-3	2.3513139414675277	2.3513139414675277	0.0	2.30773818281683	0.043575758650697516	T_CC_300	2.3513139414675277	0.0	T_CC_000	2.3513139414675277	0.0
F6	F7	F-F	3	1-4	3.5196601162541703	3.5196601162541703	0.0	2.5763140095876267	0.9433461066665436	T_CC_300	3.5196601162541703	0.0	T_CC_000	3.5196601162541703	0.0
F6	F8	F-F	3	1-4	2.604082951299367	2.604082951299367	0.0	2.5763140095876267	0.027768941711740158	T_CC_300	2.604082951299367	0.0	T_CC_000	2.604082951299367	0.0
F6	F9	F-F	3	1-4	2.746846288389951	2.746846288389951	0.0	2.5763140095876267	0.17053227880232447	T_CC_300	2.746846288389951	0.0	T_CC_000	2.746846288389951	0.0
F6	O1	F-O	5	>1-4	5.094265037928755	4.651324166460393	0.4429408714683625	2.7983082752897475	2.295956762639008	T_CC_300	4.65603747733732	0.438227560591435	T_CC_000	4.6009444346288495	0.4933206032999058
F6	O2	F-O	5	>1-4	5.965418487327884	6.141994908771713	-0.176576421443829	2.7983082752897475	3.167110212038137	T_CC_300	6.144717905888491	-0.17929941856060694	T_CC_000	6.013079044841198	-0.04766055751331333
