job_id	T_CC_deg	T_CS_deg	partition	accepted_seed	geometry_source	geometry_sha256	checkpoint_source	checkpoint_sha256	offline_geometry_gate	minimum_nonbonded_A	start_status	no_result_based_selection
HOLD_CC090_CS060	90	60	PROSPECTIVE_SEALED_VALIDATION	T_CC_090	/home/ls/projects/PFAS_mito_membrane_pilot/qm/PFBS/phase3_mm_relaxed_profiles_20260926_v1/qm_start_g96/T_CC_090.g96	dbc39b01855c642528b1b5129ecf4ae28ec9520145b3527abc86ff7044f37fe4	/home/ls/projects/PFAS_mito_membrane_pilot/qm/PFBS/phase3_torsion_20260924/phase3_torsion_24run_20260925_v6/T_CC_090/T_CC_090.chk	2f76f7a4c24f7b8d400a633a75316a3911aed7d00e569368191fa828efa10718	PASS_OFFLINE_CONTACT_SCREEN	2.1718611728124233	OFFLINE_PREVIEW_NOT_GAUSSIAN_LAUNCH_INPUT	YES
HOLD_CC210_CS000	210	0	PROSPECTIVE_SEALED_VALIDATION	T_CC_210	/home/ls/projects/PFAS_mito_membrane_pilot/qm/PFBS/phase3_mm_relaxed_profiles_20260926_v1/qm_start_g96/T_CC_210.g96	ff7ba181ddce36b5fec269c010000630a05fa87e61843c9cb6ae5b286660aa06	/home/ls/projects/PFAS_mito_membrane_pilot/qm/PFBS/phase3_torsion_20260924/phase3_torsion_20run_20260925_v8/T_CC_210/T_CC_210.chk	4eabaf3cedf832b6fa19108966b19bcabbd747ee2b686b4a682dbb384edf6c47	PASS_OFFLINE_CONTACT_SCREEN	2.1803493228009336	OFFLINE_PREVIEW_NOT_GAUSSIAN_LAUNCH_INPUT	YES
HOLD_CC330_CS060	330	60	PROSPECTIVE_SEALED_VALIDATION	T_CC_330	/home/ls/projects/PFAS_mito_membrane_pilot/qm/PFBS/phase3_mm_relaxed_profiles_20260926_v1/qm_start_g96/T_CC_330.g96	12d5e015638e715123552261c80c982de9108a65a82103add957bb662b8d1c03	/home/ls/projects/PFAS_mito_membrane_pilot/qm/PFBS/phase3_torsion_20260924/phase3_torsion_20run_20260925_v8/T_CC_330/T_CC_330.chk	44f587d159c4ddbf4e5a41679885f4ae5295a3ca503878c233fed5af9f8e07b6	PASS_OFFLINE_CONTACT_SCREEN	2.172611377523232	OFFLINE_PREVIEW_NOT_GAUSSIAN_LAUNCH_INPUT	YES
HOLD_CC270_CS000	270	0	PROSPECTIVE_SEALED_VALIDATION	T_CC_270	/home/ls/projects/PFAS_mito_membrane_pilot/qm/PFBS/phase3_mm_relaxed_profiles_20260926_v1/qm_start_g96/T_CC_270.g96	0bb8e714e59c30b159e44188b0df6faf6cdafd8794878db4b1f2197b15d282c8	/home/ls/projects/PFAS_mito_membrane_pilot/qm/PFBS/phase3_torsion_20260924/phase3_torsion_20run_20260925_v8/T_CC_270/T_CC_270.chk	509643729971cd9086810e69ca04fb90d46af8e7391bf5886f86f137a209bb36	PASS_OFFLINE_CONTACT_SCREEN	2.168903591559072	OFFLINE_PREVIEW_NOT_GAUSSIAN_LAUNCH_INPUT	YES
